N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e3,e2e3,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Not very aggressive
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Great first two moves
3,d3,d2d3,rnbqkbnr/ppp1pppp/8/3p4/8/3PP3/PPP2PPP/RNBQKBNR b KQkq - 0 2,Great first two moves
4,e5,e7e5,rnbqkbnr/ppp2ppp/8/3pp3/8/3PP3/PPP2PPP/RNBQKBNR w KQkq - 0 3,Great first two moves
5,f4,f2f4,rnbqkbnr/ppp2ppp/8/3pp3/5P2/3PP3/PPP3PP/RNBQKBNR b KQkq - 0 3,"Might have looked at Nc6,Nd7 or exf. The queen is out a little early and could become a target. But it's not a terrible move"
6,Qf6,d8f6,rnb1kbnr/ppp2ppp/5q2/3pp3/5P2/3PP3/PPP3PP/RNBQKBNR w KQkq - 1 4,"Might have looked at Nc6,Nd7 or exf. The queen is out a little early and could become a target. But it's not a terrible move"
7,Nf3,g1f3,rnb1kbnr/ppp2ppp/5q2/3pp3/5P2/3PPN2/PPP3PP/RNBQKB1R b KQkq - 2 4,Looks like a good move but as you soon see white builds his pawn center while your bishop dances. Maybe Bd6 was better
8,exf4,e5f4,rnb1kbnr/ppp2ppp/5q2/3p4/5p2/3PPN2/PPP3PP/RNBQKB1R w KQkq - 0 5,Looks like a good move but as you soon see white builds his pawn center while your bishop dances. Maybe Bd6 was better
9,exf4,e3f4,rnb1kbnr/ppp2ppp/5q2/3p4/5P2/3P1N2/PPP3PP/RNBQKB1R b KQkq - 0 5,Looks like a good move but as you soon see white builds his pawn center while your bishop dances. Maybe Bd6 was better
10,Bc5,f8c5,rnb1k1nr/ppp2ppp/5q2/2bp4/5P2/3P1N2/PPP3PP/RNBQKB1R w KQkq - 1 6,Looks like a good move but as you soon see white builds his pawn center while your bishop dances. Maybe Bd6 was better
