N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,queen's gambit accepted. let the white proove his gambit.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,queen's gambit accepted. let the white proove his gambit.
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,queen's gambit accepted. let the white proove his gambit.
4,dxc4,d5c4,rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,queen's gambit accepted. let the white proove his gambit.
5,e4,e2e4,rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,"not a good move. more femiliar is 4. d5,"
6,c5,c7c5,rnbqkbnr/pp2pppp/8/2p5/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 0 4,"not a good move. more femiliar is 4. d5,"
7,Be3,c1e3,rnbqkbnr/pp2pppp/8/2p5/2pPP3/4B3/PP3PPP/RN1QKBNR b KQkq - 1 4,"not a good move. more femiliar is 4. d5,"
8,cxd4,c5d4,rnbqkbnr/pp2pppp/8/8/2ppP3/4B3/PP3PPP/RN1QKBNR w KQkq - 0 5,black is left with an extra pawn. white has gained no advantage for that pawn.
9,Qxd4,d1d4,rnbqkbnr/pp2pppp/8/8/2pQP3/4B3/PP3PPP/RN2KBNR b KQkq - 0 5,black is left with an extra pawn. white has gained no advantage for that pawn.
10,Qxd4,d8d4,rnb1kbnr/pp2pppp/8/8/2pqP3/4B3/PP3PPP/RN2KBNR w KQkq - 0 6,black is left with an extra pawn. white has gained no advantage for that pawn.
11,Bxd4,e3d4,rnb1kbnr/pp2pppp/8/8/2pBP3/8/PP3PPP/RN2KBNR b KQkq - 0 6,black is left with an extra pawn. white has gained no advantage for that pawn.
12,Nc6,b8c6,r1b1kbnr/pp2pppp/2n5/8/2pBP3/8/PP3PPP/RN2KBNR w KQkq - 1 7,black is left with an extra pawn. white has gained no advantage for that pawn.
13,Bc3,d4c3,r1b1kbnr/pp2pppp/2n5/8/2p1P3/2B5/PP3PPP/RN2KBNR b KQkq - 2 7,black is left with an extra pawn. white has gained no advantage for that pawn.
14,b5,b7b5,r1b1kbnr/p3pppp/2n5/1p6/2p1P3/2B5/PP3PPP/RN2KBNR w KQkq - 0 8,black is left with an extra pawn. white has gained no advantage for that pawn.
15,a3,a2a3,r1b1kbnr/p3pppp/2n5/1p6/2p1P3/P1B5/1P3PPP/RN2KBNR b KQkq - 0 8,all black has to do is to keep his pressure in the center. that pressure and the c pawn will win the match...
16,e5,e7e5,r1b1kbnr/p4ppp/2n5/1p2p3/2p1P3/P1B5/1P3PPP/RN2KBNR w KQkq - 0 9,all black has to do is to keep his pressure in the center. that pressure and the c pawn will win the match...
17,Nd2,b1d2,r1b1kbnr/p4ppp/2n5/1p2p3/2p1P3/P1B5/1P1N1PPP/R3KBNR b KQkq - 1 9,all black has to do is to keep his pressure in the center. that pressure and the c pawn will win the match...
18,Nf6,g8f6,r1b1kb1r/p4ppp/2n2n2/1p2p3/2p1P3/P1B5/1P1N1PPP/R3KBNR w KQkq - 2 10,all black has to do is to keep his pressure in the center. that pressure and the c pawn will win the match...
19,Ngf3,g1f3,r1b1kb1r/p4ppp/2n2n2/1p2p3/2p1P3/P1B2N2/1P1N1PPP/R3KB1R b KQkq - 3 10,keep pressing the e pawn.
20,Bb7,c8b7,r3kb1r/pb3ppp/2n2n2/1p2p3/2p1P3/P1B2N2/1P1N1PPP/R3KB1R w KQkq - 4 11,keep pressing the e pawn.
21,Nxe5,f3e5,r3kb1r/pb3ppp/2n2n2/1p2N3/2p1P3/P1B5/1P1N1PPP/R3KB1R b KQkq - 0 11,white helps black to change pieces. I dont think its good for white.
22,Nxe5,c6e5,r3kb1r/pb3ppp/5n2/1p2n3/2p1P3/P1B5/1P1N1PPP/R3KB1R w KQkq - 0 12,the white king is in the center and there are only pieces on the board. with the extra pawn it should be enough for black.
23,Bxe5,c3e5,r3kb1r/pb3ppp/5n2/1p2B3/2p1P3/P7/1P1N1PPP/R3KB1R b KQkq - 0 12,the white king is in the center and there are only pieces on the board. with the extra pawn it should be enough for black.
