N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"I forgot about the rules of castling, wasn't ready for that."
2,g6,g7g6,rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"I forgot about the rules of castling, wasn't ready for that."
3,b3,b2b3,rnbqkbnr/pppppp1p/6p1/8/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq - 0 2,"I forgot about the rules of castling, wasn't ready for that."
4,Bg7,f8g7,rnbqk1nr/ppppppbp/6p1/8/4P3/1P6/P1PP1PPP/RNBQKBNR w KQkq - 1 3,"I forgot about the rules of castling, wasn't ready for that."
5,d4,d2d4,rnbqk1nr/ppppppbp/6p1/8/3PP3/1P6/P1P2PPP/RNBQKBNR b KQkq - 0 3,"I forgot about the rules of castling, wasn't ready for that."
6,c6,c7c6,rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/1P6/P1P2PPP/RNBQKBNR w KQkq - 0 4,"I forgot about the rules of castling, wasn't ready for that."
7,Bb2,c1b2,rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/1P6/PBP2PPP/RN1QKBNR b KQkq - 1 4,"I forgot about the rules of castling, wasn't ready for that."
8,d5,d7d5,rnbqk1nr/pp2ppbp/2p3p1/3p4/3PP3/1P6/PBP2PPP/RN1QKBNR w KQkq - 0 5,"I forgot about the rules of castling, wasn't ready for that."
9,Nd2,b1d2,rnbqk1nr/pp2ppbp/2p3p1/3p4/3PP3/1P6/PBPN1PPP/R2QKBNR b KQkq - 1 5,"I forgot about the rules of castling, wasn't ready for that."
10,Qd6,d8d6,rnb1k1nr/pp2ppbp/2pq2p1/3p4/3PP3/1P6/PBPN1PPP/R2QKBNR w KQkq - 2 6,"I forgot about the rules of castling, wasn't ready for that."
11,Qf3,d1f3,rnb1k1nr/pp2ppbp/2pq2p1/3p4/3PP3/1P3Q2/PBPN1PPP/R3KBNR b KQkq - 3 6,"I forgot about the rules of castling, wasn't ready for that."
12,h5,h7h5,rnb1k1nr/pp2ppb1/2pq2p1/3p3p/3PP3/1P3Q2/PBPN1PPP/R3KBNR w KQkq - 0 7,"I forgot about the rules of castling, wasn't ready for that."
13,O-O-O,e1c1,rnb1k1nr/pp2ppb1/2pq2p1/3p3p/3PP3/1P3Q2/PBPN1PPP/2KR1BNR b kq - 1 7,"I forgot about the rules of castling, wasn't ready for that."
14,Bg4,c8g4,rn2k1nr/pp2ppb1/2pq2p1/3p3p/3PP1b1/1P3Q2/PBPN1PPP/2KR1BNR w kq - 2 8,Probably moved my queen out a bit too early.
15,e5,e4e5,rn2k1nr/pp2ppb1/2pq2p1/3pP2p/3P2b1/1P3Q2/PBPN1PPP/2KR1BNR b kq - 0 8,Probably moved my queen out a bit too early.
16,Qb4,d6b4,rn2k1nr/pp2ppb1/2p3p1/3pP2p/1q1P2b1/1P3Q2/PBPN1PPP/2KR1BNR w kq - 1 9,My queen has been rendered useless!
17,a3,a2a3,rn2k1nr/pp2ppb1/2p3p1/3pP2p/1q1P2b1/PP3Q2/1BPN1PPP/2KR1BNR b kq - 0 9,My queen has been rendered useless!
18,Qa5,b4a5,rn2k1nr/pp2ppb1/2p3p1/q2pP2p/3P2b1/PP3Q2/1BPN1PPP/2KR1BNR w kq - 1 10,My queen has been rendered useless!
19,b4,b3b4,rn2k1nr/pp2ppb1/2p3p1/q2pP2p/1P1P2b1/P4Q2/1BPN1PPP/2KR1BNR b kq - 0 10,My queen has been rendered useless!
20,Qa4,a5a4,rn2k1nr/pp2ppb1/2p3p1/3pP2p/qP1P2b1/P4Q2/1BPN1PPP/2KR1BNR w kq - 1 11,My queen has been rendered useless!
21,Qb3,f3b3,rn2k1nr/pp2ppb1/2p3p1/3pP2p/qP1P2b1/PQ6/1BPN1PPP/2KR1BNR b kq - 2 11,My queen has been rendered useless!
22,b5,b7b5,rn2k1nr/p3ppb1/2p3p1/1p1pP2p/qP1P2b1/PQ6/1BPN1PPP/2KR1BNR w kq - 0 12,At least I can protect her.
23,Re1,d1e1,rn2k1nr/p3ppb1/2p3p1/1p1pP2p/qP1P2b1/PQ6/1BPN1PPP/2K1RBNR b kq - 1 12,Time to get back to my defensive.
24,Nh6,g8h6,rn2k2r/p3ppb1/2p3pn/1p1pP2p/qP1P2b1/PQ6/1BPN1PPP/2K1RBNR w kq - 2 13,Time to get back to my defensive.
25,f3,f2f3,rn2k2r/p3ppb1/2p3pn/1p1pP2p/qP1P2b1/PQ3P2/1BPN2PP/2K1RBNR b kq - 0 13,"In hindsight, castling was probably a bad choice."
26,Bf5,g4f5,rn2k2r/p3ppb1/2p3pn/1p1pPb1p/qP1P4/PQ3P2/1BPN2PP/2K1RBNR w kq - 1 14,"In hindsight, castling was probably a bad choice."
27,Bd3,f1d3,rn2k2r/p3ppb1/2p3pn/1p1pPb1p/qP1P4/PQ1B1P2/1BPN2PP/2K1R1NR b kq - 2 14,"In hindsight, castling was probably a bad choice."
28,O-O,e8g8,rn3rk1/p3ppb1/2p3pn/1p1pPb1p/qP1P4/PQ1B1P2/1BPN2PP/2K1R1NR w - - 3 15,"In hindsight, castling was probably a bad choice."
29,g4,g2g4,rn3rk1/p3ppb1/2p3pn/1p1pPb1p/qP1P2P1/PQ1B1P2/1BPN3P/2K1R1NR b - - 0 15,Taking the lead by a few pawns.
30,hxg4,h5g4,rn3rk1/p3ppb1/2p3pn/1p1pPb2/qP1P2p1/PQ1B1P2/1BPN3P/2K1R1NR w - - 0 16,Taking the lead by a few pawns.
31,Bxf5,d3f5,rn3rk1/p3ppb1/2p3pn/1p1pPB2/qP1P2p1/PQ3P2/1BPN3P/2K1R1NR b - - 0 16,Taking the lead by a few pawns.
32,gxf5,g6f5,rn3rk1/p3ppb1/2p4n/1p1pPp2/qP1P2p1/PQ3P2/1BPN3P/2K1R1NR w - - 0 17,Taking the lead by a few pawns.
33,e6,e5e6,rn3rk1/p3ppb1/2p1P2n/1p1p1p2/qP1P2p1/PQ3P2/1BPN3P/2K1R1NR b - - 0 17,Taking the lead by a few pawns.
34,fxe6,f7e6,rn3rk1/p3p1b1/2p1p2n/1p1p1p2/qP1P2p1/PQ3P2/1BPN3P/2K1R1NR w - - 0 18,Taking the lead by a few pawns.
35,fxg4,f3g4,rn3rk1/p3p1b1/2p1p2n/1p1p1p2/qP1P2P1/PQ6/1BPN3P/2K1R1NR b - - 0 18,Taking the lead by a few pawns.
36,Nxg4,h6g4,rn3rk1/p3p1b1/2p1p3/1p1p1p2/qP1P2n1/PQ6/1BPN3P/2K1R1NR w - - 0 19,Taking the lead by a few pawns.
37,Ngf3,g1f3,rn3rk1/p3p1b1/2p1p3/1p1p1p2/qP1P2n1/PQ3N2/1BPN3P/2K1R2R b - - 1 19,Attacked with the wrong knight!
38,Nd7,b8d7,r4rk1/p2np1b1/2p1p3/1p1p1p2/qP1P2n1/PQ3N2/1BPN3P/2K1R2R w - - 2 20,Attacked with the wrong knight!
39,Rxe6,e1e6,r4rk1/p2np1b1/2p1R3/1p1p1p2/qP1P2n1/PQ3N2/1BPN3P/2K4R b - - 0 20,Attacked with the wrong knight!
40,Nf2,g4f2,r4rk1/p2np1b1/2p1R3/1p1p1p2/qP1P4/PQ3N2/1BPN1n1P/2K4R w - - 1 21,Attacked with the wrong knight!
41,Rg1,h1g1,r4rk1/p2np1b1/2p1R3/1p1p1p2/qP1P4/PQ3N2/1BPN1n1P/2K3R1 b - - 2 21,Preventing an attack on the bishop.
42,Rf7,f8f7,r5k1/p2nprb1/2p1R3/1p1p1p2/qP1P4/PQ3N2/1BPN1n1P/2K3R1 w - - 3 22,Preventing an attack on the bishop.
43,Rxc6,e6c6,r5k1/p2nprb1/2R5/1p1p1p2/qP1P4/PQ3N2/1BPN1n1P/2K3R1 b - - 0 22,"He levels the playing field, from here on out it's downhill for me."
44,Nb6,d7b6,r5k1/p3prb1/1nR5/1p1p1p2/qP1P4/PQ3N2/1BPN1n1P/2K3R1 w - - 1 23,Attacking move that came a bit too late.
45,Ng5,f3g5,r5k1/p3prb1/1nR5/1p1p1pN1/qP1P4/PQ6/1BPN1n1P/2K3R1 b - - 2 23,TERRIBLE move.
46,Rf6,f7f6,r5k1/p3p1b1/1nR2r2/1p1p1pN1/qP1P4/PQ6/1BPN1n1P/2K3R1 w - - 3 24,TERRIBLE move.
47,Rxf6,c6f6,r5k1/p3p1b1/1n3R2/1p1p1pN1/qP1P4/PQ6/1BPN1n1P/2K3R1 b - - 0 24,I've gotten myself into quite a mess here!
48,Bxf6,g7f6,r5k1/p3p3/1n3b2/1p1p1pN1/qP1P4/PQ6/1BPN1n1P/2K3R1 w - - 0 25,I've gotten myself into quite a mess here!
49,Nge4+,g5e4,r5k1/p3p3/1n3b2/1p1p1p2/qP1PN3/PQ6/1BPN1n1P/2K3R1 b - - 1 25,I've gotten myself into quite a mess here!
50,Bg7,f6g7,r5k1/p3p1b1/1n6/1p1p1p2/qP1PN3/PQ6/1BPN1n1P/2K3R1 w - - 2 26,My doom has already been sealed.
51,Nxf2,e4f2,r5k1/p3p1b1/1n6/1p1p1p2/qP1P4/PQ6/1BPN1N1P/2K3R1 b - - 0 26,My doom has already been sealed.
52,e6,e7e6,r5k1/p5b1/1n2p3/1p1p1p2/qP1P4/PQ6/1BPN1N1P/2K3R1 w - - 0 27,My doom has already been sealed.
53,Qg3,b3g3,r5k1/p5b1/1n2p3/1p1p1p2/qP1P4/P5Q1/1BPN1N1P/2K3R1 b - - 1 27,"I think my major blunder was doing things in the wrong order a number of times; the moves that I made weren't terrible ones, but they were performed at the wrong time, and as soon as I let him take my second pawn I lost control of the game."
