N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,The Spanish game
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,The Spanish game
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,The Spanish game
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,The Spanish game
5,Bb5,f1b5,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,The Spanish game
6,a6,a7a6,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,I'm trying to encourage black to try to play the Noah's Ark trap here. (A famous one - worth looking it up if you don't know it). If he tries that line then I can get some good counterplay - white gets a good game with that line as long as he doesn't fall into the trap!
7,Ba4,b5a4,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,I'm trying to encourage black to try to play the Noah's Ark trap here. (A famous one - worth looking it up if you don't know it). If he tries that line then I can get some good counterplay - white gets a good game with that line as long as he doesn't fall into the trap!
8,d6,d7d6,r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,I'm trying to encourage black to try to play the Noah's Ark trap here. (A famous one - worth looking it up if you don't know it). If he tries that line then I can get some good counterplay - white gets a good game with that line as long as he doesn't fall into the trap!
9,d4,d2d4,r1bqkbnr/1pp2ppp/p1np4/4p3/B2PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5,I'm trying to encourage black to try to play the Noah's Ark trap here. (A famous one - worth looking it up if you don't know it). If he tries that line then I can get some good counterplay - white gets a good game with that line as long as he doesn't fall into the trap!
10,Bd7,c8d7,r2qkbnr/1ppb1ppp/p1np4/4p3/B2PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6,But black didn't take the bait so I castle kingside and we both continue with our development.
11,O-O,e1g1,r2qkbnr/1ppb1ppp/p1np4/4p3/B2PP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 2 6,But black didn't take the bait so I castle kingside and we both continue with our development.
12,Nf6,g8f6,r2qkb1r/1ppb1ppp/p1np1n2/4p3/B2PP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 3 7,"Black hasn't castled, and I have, so I want to open up the centre quickly before he gets a chance to finish developing his pieces.."
13,dxe5,d4e5,r2qkb1r/1ppb1ppp/p1np1n2/4P3/B3P3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 7,"Black hasn't castled, and I have, so I want to open up the centre quickly before he gets a chance to finish developing his pieces.."
14,Nxe5,c6e5,r2qkb1r/1ppb1ppp/p2p1n2/4n3/B3P3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,"Uh oh. Black has pinned my knight and probably plans to capture on f3, forcing me to play gxf3 and opening up my castled position. I shouldn't have let this happen. No take backs on Gameknot though! So I play Kh1, this will allow me to bring my rook to g1 quickly and hopefully exert some control over the g file."
15,Bb3,a4b3,r2qkb1r/1ppb1ppp/p2p1n2/4n3/4P3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 1 8,"Uh oh. Black has pinned my knight and probably plans to capture on f3, forcing me to play gxf3 and opening up my castled position. I shouldn't have let this happen. No take backs on Gameknot though! So I play Kh1, this will allow me to bring my rook to g1 quickly and hopefully exert some control over the g file."
16,Be7,f8e7,r2qk2r/1ppbbppp/p2p1n2/4n3/4P3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 2 9,"Uh oh. Black has pinned my knight and probably plans to capture on f3, forcing me to play gxf3 and opening up my castled position. I shouldn't have let this happen. No take backs on Gameknot though! So I play Kh1, this will allow me to bring my rook to g1 quickly and hopefully exert some control over the g file."
