N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"The dangerous Budapest. I am exploring it, but I am still not convinced."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"The dangerous Budapest. I am exploring it, but I am still not convinced."
3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"The dangerous Budapest. I am exploring it, but I am still not convinced."
4,e5,e7e5,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,"The dangerous Budapest. I am exploring it, but I am still not convinced."
5,dxe5,d4e5,rnbqkb1r/pppp1ppp/5n2/4P3/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,"You can trhow the check in now, but it doesn' make much difference. Still, it is better to do it inmediately, to stop the white queen's excursion to d4 or d5."
6,Ng4,f6g4,rnbqkb1r/pppp1ppp/8/4P3/2P3n1/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,"You can trhow the check in now, but it doesn' make much difference. Still, it is better to do it inmediately, to stop the white queen's excursion to d4 or d5."
7,Nf3,g1f3,rnbqkb1r/pppp1ppp/8/4P3/2P3n1/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 4,"You can trhow the check in now, but it doesn' make much difference. Still, it is better to do it inmediately, to stop the white queen's excursion to d4 or d5."
8,Nc6,b8c6,r1bqkb1r/pppp1ppp/2n5/4P3/2P3n1/5N2/PP2PPPP/RNBQKB1R w KQkq - 3 5,"This bishop is doomed, but it can always take the knight."
9,Bf4,c1f4,r1bqkb1r/pppp1ppp/2n5/4P3/2P2Bn1/5N2/PP2PPPP/RN1QKB1R b KQkq - 4 5,"This bishop is doomed, but it can always take the knight."
10,Bb4+,f8b4,r1bqk2r/pppp1ppp/2n5/4P3/1bP2Bn1/5N2/PP2PPPP/RN1QKB1R w KQkq - 5 6,"This bishop is doomed, but it can always take the knight."
11,Nbd2,b1d2,r1bqk2r/pppp1ppp/2n5/4P3/1bP2Bn1/5N2/PP1NPPPP/R2QKB1R b KQkq - 6 6,"This bishop is doomed, but it can always take the knight."
12,Qe7,d8e7,r1b1k2r/ppppqppp/2n5/4P3/1bP2Bn1/5N2/PP1NPPPP/R2QKB1R w KQkq - 7 7,"This bishop is doomed, but it can always take the knight."
13,e3,e2e3,r1b1k2r/ppppqppp/2n5/4P3/1bP2Bn1/4PN2/PP1N1PPP/R2QKB1R b KQkq - 0 7,"No need to take BxN at once, unless white wastes a move forcing me."
14,Ncxe5,c6e5,r1b1k2r/ppppqppp/8/4n3/1bP2Bn1/4PN2/PP1N1PPP/R2QKB1R w KQkq - 0 8,"No need to take BxN at once, unless white wastes a move forcing me."
15,Nxe5,f3e5,r1b1k2r/ppppqppp/8/4N3/1bP2Bn1/4P3/PP1N1PPP/R2QKB1R b KQkq - 0 8,"Now, I have to state that all this was for something. I am still far from castling... queenside!"
16,Nxe5,g4e5,r1b1k2r/ppppqppp/8/4n3/1bP2B2/4P3/PP1N1PPP/R2QKB1R w KQkq - 0 9,"Now, I have to state that all this was for something. I am still far from castling... queenside!"
17,Be2,f1e2,r1b1k2r/ppppqppp/8/4n3/1bP2B2/4P3/PP1NBPPP/R2QK2R b KQkq - 1 9,"Now, I have to state that all this was for something. I am still far from castling... queenside!"
18,d6,d7d6,r1b1k2r/ppp1qppp/3p4/4n3/1bP2B2/4P3/PP1NBPPP/R2QK2R w KQkq - 0 10,The fisrt shot.
19,O-O,e1g1,r1b1k2r/ppp1qppp/3p4/4n3/1bP2B2/4P3/PP1NBPPP/R2Q1RK1 b kq - 1 10,The fisrt shot.
20,g5,g7g5,r1b1k2r/ppp1qp1p/3p4/4n1p1/1bP2B2/4P3/PP1NBPPP/R2Q1RK1 w kq - 0 11,The fisrt shot.
21,Bxe5,f4e5,r1b1k2r/ppp1qp1p/3p4/4B1p1/1bP5/4P3/PP1NBPPP/R2Q1RK1 b kq - 0 11,"pawn or queen? The queen in e5 is very well placed, and threats b2 (the bishop can be saved after Qxb2, Rb1, Qc6, etc... or so I thought)."
22,Qxe5,e7e5,r1b1k2r/ppp2p1p/3p4/4q1p1/1bP5/4P3/PP1NBPPP/R2Q1RK1 w kq - 0 12,"Taking with the pawn would have provided a nice d open column, but probably I couldn't have used it for castling anymore, and... my kingside is to attack."
23,a3,a2a3,r1b1k2r/ppp2p1p/3p4/4q1p1/1bP5/P3P3/1P1NBPPP/R2Q1RK1 b kq - 0 12,"At least. I could have retired the bishop, but I didn't want to provide so much space to white pursuing it with the pawns."
24,Bxd2,b4d2,r1b1k2r/ppp2p1p/3p4/4q1p1/2P5/P3P3/1P1bBPPP/R2Q1RK1 w kq - 0 13,Just throwing it there.
25,Qxd2,d1d2,r1b1k2r/ppp2p1p/3p4/4q1p1/2P5/P3P3/1P1QBPPP/R4RK1 b kq - 0 13,Just throwing it there.
26,h5,h7h5,r1b1k2r/ppp2p2/3p4/4q1pp/2P5/P3P3/1P1QBPPP/R4RK1 w kq - 0 14,Just throwing it there.
27,f4,f2f4,r1b1k2r/ppp2p2/3p4/4q1pp/2P2P2/P3P3/1P1QB1PP/R4RK1 b kq - 0 14,Good for him AND for me... interesting.
