N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Vienna game, at first glance this appears to be less aggresive than the more standard Nf3, but the point is that white has not given up the option of f4. black must play actively so as to not to end up in a bad line of the kings gambit."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Vienna game, at first glance this appears to be less aggresive than the more standard Nf3, but the point is that white has not given up the option of f4. black must play actively so as to not to end up in a bad line of the kings gambit."
3,Nc3,b1c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,"Vienna game, at first glance this appears to be less aggresive than the more standard Nf3, but the point is that white has not given up the option of f4. black must play actively so as to not to end up in a bad line of the kings gambit."
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,"this leads to a quiet game after 4.d3, a more exciting game occurs after 3...Nxe4 4.Nxe4 d5"
5,Bc4,f1c4,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,"this leads to a quiet game after 4.d3, a more exciting game occurs after 3...Nxe4 4.Nxe4 d5"
6,Nc6,b8c6,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 4 4,"this leads to a quiet game after 4.d3, a more exciting game occurs after 3...Nxe4 4.Nxe4 d5"
7,f4,f2f4,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1PP2/2N5/PPPP2PP/R1BQK1NR b KQkq - 0 4,"? i don't know to much about the vienna game but this just didn't seem right to me, 4.d3 is the mainline here"
8,Nxe4,f6e4,r1bqkb1r/pppp1ppp/2n5/4p3/2B1nP2/2N5/PPPP2PP/R1BQK1NR w KQkq - 0 5,now f4 seems like a wasted tempo
9,Nxe4,c3e4,r1bqkb1r/pppp1ppp/2n5/4p3/2B1NP2/8/PPPP2PP/R1BQK1NR b KQkq - 0 5,as good a way as any to keep the material balance.
10,d5,d7d5,r1bqkb1r/ppp2ppp/2n5/3pp3/2B1NP2/8/PPPP2PP/R1BQK1NR w KQkq - 0 6,as good a way as any to keep the material balance.
