N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,
3,c3,c2c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,
5,Nf3,g1f3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 2 3,
6,Nc6,b8c6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 3 4,
7,d3,d2d3,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2PP1N2/PP3PPP/RNBQKB1R b KQkq - 0 4,
8,d5,d7d5,r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 0 5,
9,exd5,e4d5,r1bqkb1r/ppp2ppp/2n2n2/3Pp3/8/2PP1N2/PP3PPP/RNBQKB1R b KQkq - 0 5,
10,Qxd5,d8d5,r1b1kb1r/ppp2ppp/2n2n2/3qp3/8/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Bringing one's Q out early is 98% of the time BAD-BAD-BAD.
11,Be2,f1e2,r1b1kb1r/ppp2ppp/2n2n2/3qp3/8/2PP1N2/PP2BPPP/RNBQK2R b KQkq - 1 6,"ANY move of the 3 castle P's weakens the position. Try not to do so unless really necessary. When your opponent does this, try to get a R or Q on the N-file and your B can take h3 (as K is pinned)."
12,Bc5,f8c5,r1b1k2r/ppp2ppp/2n2n2/2bqp3/8/2PP1N2/PP2BPPP/RNBQK2R w KQkq - 2 7,"ANY move of the 3 castle P's weakens the position. Try not to do so unless really necessary. When your opponent does this, try to get a R or Q on the N-file and your B can take h3 (as K is pinned)."
13,O-O,e1g1,r1b1k2r/ppp2ppp/2n2n2/2bqp3/8/2PP1N2/PP2BPPP/RNBQ1RK1 b kq - 3 7,"ANY move of the 3 castle P's weakens the position. Try not to do so unless really necessary. When your opponent does this, try to get a R or Q on the N-file and your B can take h3 (as K is pinned)."
14,O-O,e8g8,r1b2rk1/ppp2ppp/2n2n2/2bqp3/8/2PP1N2/PP2BPPP/RNBQ1RK1 w - - 4 8,"ANY move of the 3 castle P's weakens the position. Try not to do so unless really necessary. When your opponent does this, try to get a R or Q on the N-file and your B can take h3 (as K is pinned)."
15,h3,h2h3,r1b2rk1/ppp2ppp/2n2n2/2bqp3/8/2PP1N1P/PP2BPP1/RNBQ1RK1 b - - 0 8,"ANY move of the 3 castle P's weakens the position. Try not to do so unless really necessary. When your opponent does this, try to get a R or Q on the N-file and your B can take h3 (as K is pinned)."
16,Rd8,f8d8,r1br2k1/ppp2ppp/2n2n2/2bqp3/8/2PP1N1P/PP2BPP1/RNBQ1RK1 w - - 1 9,"Not the best. Your black B is nicely placed on his K diagonal, and b6 allows b4, chasing your B away (while b3 could have been a fall-back square). Also, with the threat of Bf3 (which was why we must assume he moved his N to such a lousy place), your Q would have to move, and b6 unprotects your N as well. Yes, it would have been nice to fianchetto, but your B was already well placed attacking his h-pawn."
17,Nh2,f3h2,r1br2k1/ppp2ppp/2n2n2/2bqp3/8/2PP3P/PP2BPPN/RNBQ1RK1 b - - 2 9,"Not the best. Your black B is nicely placed on his K diagonal, and b6 allows b4, chasing your B away (while b3 could have been a fall-back square). Also, with the threat of Bf3 (which was why we must assume he moved his N to such a lousy place), your Q would have to move, and b6 unprotects your N as well. Yes, it would have been nice to fianchetto, but your B was already well placed attacking his h-pawn."
18,b6,b7b6,r1br2k1/p1p2ppp/1pn2n2/2bqp3/8/2PP3P/PP2BPPN/RNBQ1RK1 w - - 0 10,"Not the best. Your black B is nicely placed on his K diagonal, and b6 allows b4, chasing your B away (while b3 could have been a fall-back square). Also, with the threat of Bf3 (which was why we must assume he moved his N to such a lousy place), your Q would have to move, and b6 unprotects your N as well. Yes, it would have been nice to fianchetto, but your B was already well placed attacking his h-pawn."
19,b4,b2b4,r1br2k1/p1p2ppp/1pn2n2/2bqp3/1P6/2PP3P/P3BPPN/RNBQ1RK1 b - - 0 10,Good!
20,Be7,c5e7,r1br2k1/p1p1bppp/1pn2n2/3qp3/1P6/2PP3P/P3BPPN/RNBQ1RK1 w - - 1 11,Good!
21,c4,c3c4,r1br2k1/p1p1bppp/1pn2n2/3qp3/1PP5/3P3P/P3BPPN/RNBQ1RK1 b - - 0 11,Good!
22,Qd4,d5d4,r1br2k1/p1p1bppp/1pn2n2/4p3/1PPq4/3P3P/P3BPPN/RNBQ1RK1 w - - 1 12,Good!
23,Nc3,b1c3,r1br2k1/p1p1bppp/1pn2n2/4p3/1PPq4/2NP3P/P3BPPN/R1BQ1RK1 b - - 2 12,"Wrong move. He could have saved the R without a sacrifice!  So you can figure it out for yourself, I'll put the right continuation in the next move."
24,Qxc3,d4c3,r1br2k1/p1p1bppp/1pn2n2/4p3/1PP5/2qP3P/P3BPPN/R1BQ1RK1 w - - 0 13,"Go back to 11. ... Qd4 and look at 12. Qb3. Now you can't take the R!  It highlights the secondary reason why it's bad to move the Q out early, and that is frequently it can be trapped with so many pieces still on the board. The primary reason masters practically NEVER bring a Q out early is that it allows the opponent to just threaten the Q continually with minor pieces and pawns, thereby developing his position while the Q is forced to run around. Anytime your opponent brings out his Q, look to do just that--attack his Q while  developing--and also look to trap his Lady. Sometimes you'll note he has only 2 or 3 squares to go to, and you can deploy a piece to cover those squares before he realizes he's in trouble (that is, sometimes you have to plan and ""create"" the trap!)."
25,Bd2,c1d2,r1br2k1/p1p1bppp/1pn2n2/4p3/1PP5/2qP3P/P2BBPPN/R2Q1RK1 b - - 1 13,Good. Develops and attacks at the same time... just what you want to do whenever you can.
26,Qd4,c3d4,r1br2k1/p1p1bppp/1pn2n2/4p3/1PPq4/3P3P/P2BBPPN/R2Q1RK1 w - - 2 14,Good. Develops and attacks at the same time... just what you want to do whenever you can.
27,a3,a2a3,r1br2k1/p1p1bppp/1pn2n2/4p3/1PPq4/P2P3P/3BBPPN/R2Q1RK1 b - - 0 14,Good. Develops and attacks at the same time... just what you want to do whenever you can.
