N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Playing White is my friend Baker who likes to develop as fast as possible to start a quick attack. 1.e4 is the move that promotes quick and easy development. If you prefer slower positions like me, then play 1.Nf3."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"I believe the Sicilian (1...c5) is the best response to e4. Black opens up the position too quickly in this game and gives White a lead in development, which my friend exploits nicely."
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,"White can try a risky gambit if he plays 2.d4, but a lot of players at Gambito tournaments have prepared themselves against Baker's sacrifice openings."
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,"Development-wise, 2...Nf6 is the sharpest move since Qxd5 gives White a free developing tempo. If White tries to hold the pawn with 3.c4, then Black plays 3...c6 sacrificing a pawn for rapid development and superior control of the centre. The same player playing White sometimes plays that sacrifice as Black."
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,Naturally most people welcome free moves
6,Qa5,d5a5,rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,"In the Center-Counter Defense, Black wants to get the queen to c7 after c6. Black usually gets a more solid position in this opening, but White develops much quicker."
7,d4,d2d4,rnb1kbnr/ppp1pppp/8/q7/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,Opening lines for more development while controlling the centre.
8,c6,c7c6,rnb1kbnr/pp2pppp/2p5/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5,Still book
9,Nf3,g1f3,rnb1kbnr/pp2pppp/2p5/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 5,Black usually wants to get his light bishop out in the open before playing e6 so that the bishop isn't cramped on c8 blocked in by pawns
10,Bg4,c8g4,rn2kbnr/pp2pppp/2p5/q7/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,Black usually wants to get his light bishop out in the open before playing e6 so that the bishop isn't cramped on c8 blocked in by pawns
11,Bf4,c1f4,rn2kbnr/pp2pppp/2p5/q7/3P1Bb1/2N2N2/PPP2PPP/R2QKB1R b KQkq - 3 6,"I'm not sure if this was the best move since b2 is weakened, but White certainly has more control of the centre despite his pinned knights."
12,e6,e7e6,rn2kbnr/pp3ppp/2p1p3/q7/3P1Bb1/2N2N2/PPP2PPP/R2QKB1R w KQkq - 0 7,The bishop is annoying
13,h3,h2h3,rn2kbnr/pp3ppp/2p1p3/q7/3P1Bb1/2N2N1P/PPP2PP1/R2QKB1R b KQkq - 0 7,The bishop is annoying
