N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Perhaps premature.
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Perhaps premature.
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Perhaps premature.
4,g6,g7g6,rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,Perhaps premature.
5,d4,d2d4,rnbqkbnr/pp1ppp1p/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,Perhaps premature.
6,cxd4,c5d4,rnbqkbnr/pp1ppp1p/6p1/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,Perhaps premature.
7,Nxd4,f3d4,rnbqkbnr/pp1ppp1p/6p1/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,Perhaps premature.
8,Bg7,f8g7,rnbqk1nr/pp1pppbp/6p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,Perhaps premature.
9,c4,c2c4,rnbqk1nr/pp1pppbp/6p1/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5,Perhaps premature.
10,d6,d7d6,rnbqk1nr/pp2ppbp/3p2p1/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 0 6,Perhaps premature.
11,Nc3,b1c3,rnbqk1nr/pp2ppbp/3p2p1/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq - 1 6,Perhaps premature.
12,Nf6,g8f6,rnbqk2r/pp2ppbp/3p1np1/8/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 2 7,Perhaps premature.
13,f3,f2f3,rnbqk2r/pp2ppbp/3p1np1/8/2PNP3/2N2P2/PP4PP/R1BQKB1R b KQkq - 0 7,Perhaps premature.
14,Nbd7,b8d7,r1bqk2r/pp1nppbp/3p1np1/8/2PNP3/2N2P2/PP4PP/R1BQKB1R w KQkq - 1 8,Perhaps premature.
15,Be3,c1e3,r1bqk2r/pp1nppbp/3p1np1/8/2PNP3/2N1BP2/PP4PP/R2QKB1R b KQkq - 2 8,Perhaps premature.
16,O-O,e8g8,r1bq1rk1/pp1nppbp/3p1np1/8/2PNP3/2N1BP2/PP4PP/R2QKB1R w KQ - 3 9,Perhaps premature.
17,Qd2,d1d2,r1bq1rk1/pp1nppbp/3p1np1/8/2PNP3/2N1BP2/PP1Q2PP/R3KB1R b KQ - 4 9,Perhaps premature.
18,b6,b7b6,r1bq1rk1/p2nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1Q2PP/R3KB1R w KQ - 0 10,Perhaps premature.
19,Be2,f1e2,r1bq1rk1/p2nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1QB1PP/R3K2R b KQ - 1 10,Perhaps premature.
20,Bb7,c8b7,r2q1rk1/pb1nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1QB1PP/R3K2R w KQ - 2 11,Perhaps premature.
21,O-O,e1g1,r2q1rk1/pb1nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1QB1PP/R4RK1 b - - 3 11,Perhaps premature.
22,Rc8,a8c8,2rq1rk1/pb1nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1QB1PP/R4RK1 w - - 4 12,Perhaps premature.
23,Rac1,a1c1,2rq1rk1/pb1nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 b - - 5 12,Perhaps premature.
24,Re8,f8e8,2rqr1k1/pb1nppbp/1p1p1np1/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w - - 6 13,Perhaps premature.
25,Bh6,e3h6,2rqr1k1/pb1nppbp/1p1p1npB/8/2PNP3/2N2P2/PP1QB1PP/2R2RK1 b - - 7 13,Perhaps premature.
