N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Kings pawn game
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Kings pawn game
3,Nc3,b1c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,Looked like a copycat game
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,Looked like a copycat game
5,Nf3,g1f3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Looked like a copycat game
6,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,Looked like a copycat game
7,Bc4,f1c4,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,Looked like a copycat game
8,Bc5,f8c5,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,Looked like a copycat game
9,Ng5,f3g5,r1bqk2r/pppp1ppp/2n2n2/2b1p1N1/2B1P3/2N5/PPPP1PPP/R1BQK2R b KQkq - 7 5,But that move would not be wise to copy
10,d5,d7d5,r1bqk2r/ppp2ppp/2n2n2/2bpp1N1/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 6,black lost a pawn but it prevented white from doing nx7 forking d8 and h8
11,exd5,e4d5,r1bqk2r/ppp2ppp/2n2n2/2bPp1N1/2B5/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 6,black lost a pawn but it prevented white from doing nx7 forking d8 and h8
12,Ng4,f6g4,r1bqk2r/ppp2ppp/2n5/2bPp1N1/2B3n1/2N5/PPPP1PPP/R1BQK2R w KQkq - 1 7,He tried to do the same
13,Nge4,g5e4,r1bqk2r/ppp2ppp/2n5/2bPp3/2B1N1n1/2N5/PPPP1PPP/R1BQK2R b KQkq - 2 7,Black can now gain the bishop on c4
14,Nxf2,g4f2,r1bqk2r/ppp2ppp/2n5/2bPp3/2B1N3/2N5/PPPP1nPP/R1BQK2R w KQkq - 0 8,Black can now gain the bishop on c4
15,Nxf2,e4f2,r1bqk2r/ppp2ppp/2n5/2bPp3/2B5/2N5/PPPP1NPP/R1BQK2R b KQkq - 0 8,Black can now gain the bishop on c4
16,Bxf2+,c5f2,r1bqk2r/ppp2ppp/2n5/3Pp3/2B5/2N5/PPPP1bPP/R1BQK2R w KQkq - 0 9,Black can now gain the bishop on c4
17,Kxf2,e1f2,r1bqk2r/ppp2ppp/2n5/3Pp3/2B5/2N5/PPPP1KPP/R1BQ3R b kq - 0 9,Black can now gain the bishop on c4
18,Qh4+,d8h4,r1b1k2r/ppp2ppp/2n5/3Pp3/2B4q/2N5/PPPP1KPP/R1BQ3R w kq - 1 10,Black can now gain the bishop on c4
19,g3,g2g3,r1b1k2r/ppp2ppp/2n5/3Pp3/2B4q/2N3P1/PPPP1K1P/R1BQ3R b kq - 0 10,White gained a pawn
20,Qxc4,h4c4,r1b1k2r/ppp2ppp/2n5/3Pp3/2q5/2N3P1/PPPP1K1P/R1BQ3R w kq - 0 11,White gained a pawn
21,dxc6,d5c6,r1b1k2r/ppp2ppp/2P5/4p3/2q5/2N3P1/PPPP1K1P/R1BQ3R b kq - 0 11,White gained a pawn
22,Qxc6,c4c6,r1b1k2r/ppp2ppp/2q5/4p3/8/2N3P1/PPPP1K1P/R1BQ3R w kq - 0 12,White gained a pawn
23,Re1,h1e1,r1b1k2r/ppp2ppp/2q5/4p3/8/2N3P1/PPPP1K1P/R1BQR3 b kq - 1 12,White gained a pawn
24,Qf6+,c6f6,r1b1k2r/ppp2ppp/5q2/4p3/8/2N3P1/PPPP1K1P/R1BQR3 w kq - 2 13,White gained a pawn
25,Kg2,f2g2,r1b1k2r/ppp2ppp/5q2/4p3/8/2N3P1/PPPP2KP/R1BQR3 b kq - 3 13,White gained a pawn
26,Be6,c8e6,r3k2r/ppp2ppp/4bq2/4p3/8/2N3P1/PPPP2KP/R1BQR3 w kq - 4 14,White gained a pawn
27,Qe2,d1e2,r3k2r/ppp2ppp/4bq2/4p3/8/2N3P1/PPPPQ1KP/R1B1R3 b kq - 5 14,White gained a pawn
28,O-O-O,e8c8,2kr3r/ppp2ppp/4bq2/4p3/8/2N3P1/PPPPQ1KP/R1B1R3 w - - 6 15,White gained a pawn
29,Qxe5,e2e5,2kr3r/ppp2ppp/4bq2/4Q3/8/2N3P1/PPPP2KP/R1B1R3 b - - 0 15,White gained a pawn
30,Qxe5,f6e5,2kr3r/ppp2ppp/4b3/4q3/8/2N3P1/PPPP2KP/R1B1R3 w - - 0 16,White gained a pawn
31,Rxe5,e1e5,2kr3r/ppp2ppp/4b3/4R3/8/2N3P1/PPPP2KP/R1B5 b - - 0 16,White gained a pawn
32,Rhe8,h8e8,2krr3/ppp2ppp/4b3/4R3/8/2N3P1/PPPP2KP/R1B5 w - - 1 17,Black was getting worried
33,Rh5,e5h5,2krr3/ppp2ppp/4b3/7R/8/2N3P1/PPPP2KP/R1B5 b - - 2 17,Black was getting worried
34,h6,h7h6,2krr3/ppp2pp1/4b2p/7R/8/2N3P1/PPPP2KP/R1B5 w - - 0 18,Black was getting worried
35,d3,d2d3,2krr3/ppp2pp1/4b2p/7R/8/2NP2P1/PPP3KP/R1B5 b - - 0 18,Black was getting worried
36,Bg4,e6g4,2krr3/ppp2pp1/7p/7R/6b1/2NP2P1/PPP3KP/R1B5 w - - 1 19,Black was getting worried
37,Ra5,h5a5,2krr3/ppp2pp1/7p/R7/6b1/2NP2P1/PPP3KP/R1B5 b - - 2 19,Black was getting worried
38,Kb8,c8b8,1k1rr3/ppp2pp1/7p/R7/6b1/2NP2P1/PPP3KP/R1B5 w - - 3 20,Black was getting worried
39,Bf4,c1f4,1k1rr3/ppp2pp1/7p/R7/5Bb1/2NP2P1/PPP3KP/R7 b - - 4 20,Black was getting worried
40,f6,f7f6,1k1rr3/ppp3p1/5p1p/R7/5Bb1/2NP2P1/PPP3KP/R7 w - - 0 21,C6 is now trapped so
41,Rc5,a5c5,1k1rr3/ppp3p1/5p1p/2R5/5Bb1/2NP2P1/PPP3KP/R7 b - - 1 21,C6 is now trapped so
42,Re7,e8e7,1k1r4/ppp1r1p1/5p1p/2R5/5Bb1/2NP2P1/PPP3KP/R7 w - - 2 22,C6 is now trapped so
43,h3,h2h3,1k1r4/ppp1r1p1/5p1p/2R5/5Bb1/2NP2PP/PPP3K1/R7 b - - 0 22,C6 is now trapped so
44,Be6,g4e6,1k1r4/ppp1r1p1/4bp1p/2R5/5B2/2NP2PP/PPP3K1/R7 w - - 1 23,C6 is now trapped so
45,Rf1,a1f1,1k1r4/ppp1r1p1/4bp1p/2R5/5B2/2NP2PP/PPP3K1/5R2 b - - 2 23,C6 is now trapped so
46,b6,b7b6,1k1r4/p1p1r1p1/1p2bp1p/2R5/5B2/2NP2PP/PPP3K1/5R2 w - - 0 24,C6 is now trapped so
47,Rc6,c5c6,1k1r4/p1p1r1p1/1pR1bp1p/8/5B2/2NP2PP/PPP3K1/5R2 b - - 1 24,C6 is now trapped so
48,Kb7,b8b7,3r4/pkp1r1p1/1pR1bp1p/8/5B2/2NP2PP/PPP3K1/5R2 w - - 2 25,C6 is now trapped so
49,Bxc7,f4c7,3r4/pkB1r1p1/1pR1bp1p/8/8/2NP2PP/PPP3K1/5R2 b - - 0 25,"White tries to turn it into a trade, hoping black doesn't realize c6 is trapped"
50,Rde8,d8e8,4r3/pkB1r1p1/1pR1bp1p/8/8/2NP2PP/PPP3K1/5R2 w - - 1 26,But he does
51,Rxe6,c6e6,4r3/pkB1r1p1/1p2Rp1p/8/8/2NP2PP/PPP3K1/5R2 b - - 0 26,So c6 takes whatever it can before dying
52,Re7xe6,e7e6,4r3/pkB3p1/1p2rp1p/8/8/2NP2PP/PPP3K1/5R2 w - - 0 27,D2 and C1 were the only safe squares
53,Bf4,c7f4,4r3/pk4p1/1p2rp1p/8/5B2/2NP2PP/PPP3K1/5R2 b - - 1 27,D2 and C1 were the only safe squares
54,g5,g7g5,4r3/pk6/1p2rp1p/6p1/5B2/2NP2PP/PPP3K1/5R2 w - - 0 28,D2 and C1 were the only safe squares
55,Bd2,f4d2,4r3/pk6/1p2rp1p/6p1/8/2NP2PP/PPPB2K1/5R2 b - - 1 28,D2 and C1 were the only safe squares
56,Rd8,e8d8,3r4/pk6/1p2rp1p/6p1/8/2NP2PP/PPPB2K1/5R2 w - - 2 29,To prevent kg4 I think
57,Kf3,g2f3,3r4/pk6/1p2rp1p/6p1/8/2NP1KPP/PPPB4/5R2 b - - 3 29,To prevent kg4 I think
58,f5,f6f5,3r4/pk6/1p2r2p/5pp1/8/2NP1KPP/PPPB4/5R2 w - - 0 30,To prevent kg4 I think
59,Be3,d2e3,3r4/pk6/1p2r2p/5pp1/8/2NPBKPP/PPP5/5R2 b - - 1 30,Black really loves moving that rook doesn't he?
60,Rde8,d8e8,4r3/pk6/1p2r2p/5pp1/8/2NPBKPP/PPP5/5R2 w - - 2 31,Black really loves moving that rook doesn't he?
61,Nd5,c3d5,4r3/pk6/1p2r2p/3N1pp1/8/3PBKPP/PPP5/5R2 b - - 3 31,Black really loves moving that rook doesn't he?
62,Rd8,e8d8,3r4/pk6/1p2r2p/3N1pp1/8/3PBKPP/PPP5/5R2 w - - 4 32,Black really loves moving that rook doesn't he?
63,c4,c2c4,3r4/pk6/1p2r2p/3N1pp1/2P5/3PBKPP/PP6/5R2 b - - 0 32,Black really loves moving that rook doesn't he?
64,Rde8,d8e8,4r3/pk6/1p2r2p/3N1pp1/2P5/3PBKPP/PP6/5R2 w - - 1 33,Black really loves moving that rook doesn't he?
65,Ke2,f3e2,4r3/pk6/1p2r2p/3N1pp1/2P5/3PB1PP/PP2K3/5R2 b - - 2 33,Black really loves moving that rook doesn't he?
66,Rf8,e8f8,5r2/pk6/1p2r2p/3N1pp1/2P5/3PB1PP/PP2K3/5R2 w - - 3 34,Black really loves moving that rook doesn't he?
67,Nc3,d5c3,5r2/pk6/1p2r2p/5pp1/2P5/2NPB1PP/PP2K3/5R2 b - - 4 34,To protect f5
68,Rfe8,f8e8,4r3/pk6/1p2r2p/5pp1/2P5/2NPB1PP/PP2K3/5R2 w - - 5 35,To protect f5
69,Rf3,f1f3,4r3/pk6/1p2r2p/5pp1/2P5/2NPBRPP/PP2K3/8 b - - 6 35,To protect f5
70,a6,a7a6,4r3/1k6/pp2r2p/5pp1/2P5/2NPBRPP/PP2K3/8 w - - 0 36,To protect f5
71,Nd5,c3d5,4r3/1k6/pp2r2p/3N1pp1/2P5/3PBRPP/PP2K3/8 b - - 1 36,To protect f5
72,Rf8,e8f8,5r2/1k6/pp2r2p/3N1pp1/2P5/3PBRPP/PP2K3/8 w - - 2 37,To protect f5
73,a4,a2a4,5r2/1k6/pp2r2p/3N1pp1/P1P5/3PBRPP/1P2K3/8 b - - 0 37,"White did that with no hesitation
Not sure why"
74,f4,f5f4,5r2/1k6/pp2r2p/3N2p1/P1P2p2/3PBRPP/1P2K3/8 w - - 0 38,"White did that with no hesitation
Not sure why"
75,gxf4,g3f4,5r2/1k6/pp2r2p/3N2p1/P1P2P2/3PBR1P/1P2K3/8 b - - 0 38,"White did that with no hesitation
Not sure why"
76,gxf4,g5f4,5r2/1k6/pp2r2p/3N4/P1P2p2/3PBR1P/1P2K3/8 w - - 0 39,"White did that with no hesitation
Not sure why"
77,Rxf4,f3f4,5r2/1k6/pp2r2p/3N4/P1P2R2/3PB2P/1P2K3/8 b - - 0 39,"White did that with no hesitation
Not sure why"
