N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Sicilian.
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Sicilian.
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
4,e6,e7e6,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
5,Nc3,b1c3,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
6,Nc6,b8c6,r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 2 4,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
7,Nf3,g1f3,r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
8,Nf6,g8f6,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 4 5,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
9,d3,d2d3,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
10,a6,a7a6,r1bqkb1r/1p1p1ppp/p1n1pn2/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
11,Bg5,c1g5,r1bqkb1r/1p1p1ppp/p1n1pn2/2p3B1/2B1P3/2NP1N2/PPP2PPP/R2QK2R b KQkq - 1 6,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
12,Be7,f8e7,r1bqk2r/1p1pbppp/p1n1pn2/2p3B1/2B1P3/2NP1N2/PPP2PPP/R2QK2R w KQkq - 2 7,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
13,O-O,e1g1,r1bqk2r/1p1pbppp/p1n1pn2/2p3B1/2B1P3/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 3 7,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
14,d5,d7d5,r1bqk2r/1p2bppp/p1n1pn2/2pp2B1/2B1P3/2NP1N2/PPP2PPP/R2Q1RK1 w kq - 0 8,"!?
This move cost me a pawn, but only if White allows me to open up the g-file. It was careless if I'm honest, I hadn't analysed the position enough and did not see that White could take the lead."
15,Bxf6,g5f6,r1bqk2r/1p2bppp/p1n1pB2/2pp4/2B1P3/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 0 8,White seizes upon the error.
16,gxf6,g7f6,r1bqk2r/1p2bp1p/p1n1pp2/2pp4/2B1P3/2NP1N2/PPP2PPP/R2Q1RK1 w kq - 0 9,"At least I realised my mistake immediately. I decided that best plan now was all out attack, and that meant living dangerously."
17,exd5,e4d5,r1bqk2r/1p2bp1p/p1n1pp2/2pP4/2B5/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 0 9,"As crazy at this might look at a glance, it's practically  forced. I simply had to get my King off the e-file immediately, or White begins pinning pieces and I'm fighting to stay alive. Kd7 is not really an option, and Kf8 doesn't look great either."
18,exd5,e6d5,r1bqk2r/1p2bp1p/p1n2p2/2pp4/2B5/2NP1N2/PPP2PPP/R2Q1RK1 w kq - 0 10,"As crazy at this might look at a glance, it's practically  forced. I simply had to get my King off the e-file immediately, or White begins pinning pieces and I'm fighting to stay alive. Kd7 is not really an option, and Kf8 doesn't look great either."
19,Bxd5,c4d5,r1bqk2r/1p2bp1p/p1n2p2/2pB4/8/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 0 10,"As crazy at this might look at a glance, it's practically  forced. I simply had to get my King off the e-file immediately, or White begins pinning pieces and I'm fighting to stay alive. Kd7 is not really an option, and Kf8 doesn't look great either."
20,O-O,e8g8,r1bq1rk1/1p2bp1p/p1n2p2/2pB4/8/2NP1N2/PPP2PPP/R2Q1RK1 w - - 1 11,"As crazy at this might look at a glance, it's practically  forced. I simply had to get my King off the e-file immediately, or White begins pinning pieces and I'm fighting to stay alive. Kd7 is not really an option, and Kf8 doesn't look great either."
21,Bxc6,d5c6,r1bq1rk1/1p2bp1p/p1B2p2/2p5/8/2NP1N2/PPP2PPP/R2Q1RK1 b - - 0 11,"?
Key move. I think it's bad, though I might be wrong. It certainly allowed my WS Bishop to dominate later proceedings. Omus even said straight after that perhaps he shouldn't have played this move. Of course, being a pawn up, I can understand why he would want to further weaken my pawn structure whilst simplifying the board, but he certainly misses this Bishop later."
22,bxc6,b7c6,r1bq1rk1/4bp1p/p1p2p2/2p5/8/2NP1N2/PPP2PPP/R2Q1RK1 w - - 0 12,"Obviously to deter the pin, but weakens his Kingside a little."
23,h3,h2h3,r1bq1rk1/4bp1p/p1p2p2/2p5/8/2NP1N1P/PPP2PP1/R2Q1RK1 b - - 0 12,"Obviously to deter the pin, but weakens his Kingside a little."
24,Kh8,g8h8,r1bq1r1k/4bp1p/p1p2p2/2p5/8/2NP1N1P/PPP2PP1/R2Q1RK1 w - - 1 13,"?
I think this move should cost White the pawn he has gained. Perhaps Kh1 was better."
25,Ne4,c3e4,r1bq1r1k/4bp1p/p1p2p2/2p5/4N3/3P1N1P/PPP2PP1/R2Q1RK1 b - - 2 13,"?
I think this move should cost White the pawn he has gained. Perhaps Kh1 was better."
26,Rg8,f8g8,r1bq2rk/4bp1p/p1p2p2/2p5/4N3/3P1N1P/PPP2PP1/R2Q1RK1 w - - 3 14,"?
I think this move should cost White the pawn he has gained. Perhaps Kh1 was better."
27,Ng3,e4g3,r1bq2rk/4bp1p/p1p2p2/2p5/8/3P1NNP/PPP2PP1/R2Q1RK1 b - - 4 14,"?
I think this move should cost White the pawn he has gained. Perhaps Kh1 was better."
28,Bd6,e7d6,r1bq2rk/5p1p/p1pb1p2/2p5/8/3P1NNP/PPP2PP1/R2Q1RK1 w - - 5 15,"Time to pile on the pressure. The Knight is pinned, as if he moves, then Bxh3."
29,Kh2,g1h2,r1bq2rk/5p1p/p1pb1p2/2p5/8/3P1NNP/PPP2PPK/R2Q1R2 b - - 6 15,White seems too concerned about protecting his lead. This keeps the knight pinned.
