N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,f4,f2f4,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,Slow opening... but the agame heats up l;ater!
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2,Slow opening... but the agame heats up l;ater!
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq - 1 2,Slow opening... but the agame heats up l;ater!
4,g6,g7g6,rnbqkbnr/pp1ppp1p/6p1/2p5/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 0 3,Slow opening... but the agame heats up l;ater!
5,e3,e2e3,rnbqkbnr/pp1ppp1p/6p1/2p5/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,Slow opening... but the agame heats up l;ater!
6,Bg7,f8g7,rnbqk1nr/pp1pppbp/6p1/2p5/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq - 1 4,Slow opening... but the agame heats up l;ater!
7,d3,d2d3,rnbqk1nr/pp1pppbp/6p1/2p5/5P2/3PPN2/PPP3PP/RNBQKB1R b KQkq - 0 4,"Black postpones castling for the moment. In a closed game, getting your King to safety immediately is of less import."
8,e6,e7e6,rnbqk1nr/pp1p1pbp/4p1p1/2p5/5P2/3PPN2/PPP3PP/RNBQKB1R w KQkq - 0 5,"Black postpones castling for the moment. In a closed game, getting your King to safety immediately is of less import."
9,Be2,f1e2,rnbqk1nr/pp1p1pbp/4p1p1/2p5/5P2/3PPN2/PPP1B1PP/RNBQK2R b KQkq - 1 5,"Black postpones castling for the moment. In a closed game, getting your King to safety immediately is of less import."
10,Ne7,g8e7,rnbqk2r/pp1pnpbp/4p1p1/2p5/5P2/3PPN2/PPP1B1PP/RNBQK2R w KQkq - 2 6,"Black postpones castling for the moment. In a closed game, getting your King to safety immediately is of less import."
11,O-O,e1g1,rnbqk2r/pp1pnpbp/4p1p1/2p5/5P2/3PPN2/PPP1B1PP/RNBQ1RK1 b kq - 3 6,"Black postpones castling for the moment. In a closed game, getting your King to safety immediately is of less import."
12,Nbc6,b8c6,r1bqk2r/pp1pnpbp/2n1p1p1/2p5/5P2/3PPN2/PPP1B1PP/RNBQ1RK1 w kq - 4 7,"Black postpones castling for the moment. In a closed game, getting your King to safety immediately is of less import."
13,e4,e3e4,r1bqk2r/pp1pnpbp/2n1p1p1/2p5/4PP2/3P1N2/PPP1B1PP/RNBQ1RK1 b kq - 0 7,"White has King-side ambitions, while Black plays for a Queen-side push."
14,d6,d7d6,r1bqk2r/pp2npbp/2npp1p1/2p5/4PP2/3P1N2/PPP1B1PP/RNBQ1RK1 w kq - 0 8,"White has King-side ambitions, while Black plays for a Queen-side push."
