N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"Una patta incredibile, difficile da vedere..."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"Non serve 4.e5 per d6xe5, 5.dxe5, DxD, 6.RxD, e il cavallo salta tranquillamente. Rimane la perdita dell'arrocco in cambio di un buon pedone in e5."
3,Bg5,c1g5,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,"Non serve 4.e5 per d6xe5, 5.dxe5, DxD, 6.RxD, e il cavallo salta tranquillamente. Rimane la perdita dell'arrocco in cambio di un buon pedone in e5."
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,"Non serve 4.e5 per d6xe5, 5.dxe5, DxD, 6.RxD, e il cavallo salta tranquillamente. Rimane la perdita dell'arrocco in cambio di un buon pedone in e5."
5,e4,e2e4,rnbqkb1r/pppp1ppp/4pn2/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq - 0 3,"Non serve 4.e5 per d6xe5, 5.dxe5, DxD, 6.RxD, e il cavallo salta tranquillamente. Rimane la perdita dell'arrocco in cambio di un buon pedone in e5."
6,d6,d7d6,rnbqkb1r/ppp2ppp/3ppn2/6B1/3PP3/8/PPP2PPP/RN1QKBNR w KQkq - 0 4,"Non serve 4.e5 per d6xe5, 5.dxe5, DxD, 6.RxD, e il cavallo salta tranquillamente. Rimane la perdita dell'arrocco in cambio di un buon pedone in e5."
7,Nc3,b1c3,rnbqkb1r/ppp2ppp/3ppn2/6B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4,"Comunque, l'apertura non � stata ben giocata, e le nere si trovano gi� impacciate e scomode."
8,h6,h7h6,rnbqkb1r/ppp2pp1/3ppn1p/6B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq - 0 5,"Comunque, l'apertura non � stata ben giocata, e le nere si trovano gi� impacciate e scomode."
9,Bh4,g5h4,rnbqkb1r/ppp2pp1/3ppn1p/8/3PP2B/2N5/PPP2PPP/R2QKBNR b KQkq - 1 5,"Comunque, l'apertura non � stata ben giocata, e le nere si trovano gi� impacciate e scomode."
10,Be7,f8e7,rnbqk2r/ppp1bpp1/3ppn1p/8/3PP2B/2N5/PPP2PPP/R2QKBNR w KQkq - 2 6,"Comunque, l'apertura non � stata ben giocata, e le nere si trovano gi� impacciate e scomode."
11,Qf3,d1f3,rnbqk2r/ppp1bpp1/3ppn1p/8/3PP2B/2N2Q2/PPP2PPP/R3KBNR b KQkq - 3 6,"Comunque, l'apertura non � stata ben giocata, e le nere si trovano gi� impacciate e scomode."
12,Nbd7,b8d7,r1bqk2r/pppnbpp1/3ppn1p/8/3PP2B/2N2Q2/PPP2PPP/R3KBNR w KQkq - 4 7,"Comunque, l'apertura non � stata ben giocata, e le nere si trovano gi� impacciate e scomode."
13,Bd3,f1d3,r1bqk2r/pppnbpp1/3ppn1p/8/3PP2B/2NB1Q2/PPP2PPP/R3K1NR b KQkq - 5 7,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
14,e5,e6e5,r1bqk2r/pppnbpp1/3p1n1p/4p3/3PP2B/2NB1Q2/PPP2PPP/R3K1NR w KQkq - 0 8,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
15,Nge2,g1e2,r1bqk2r/pppnbpp1/3p1n1p/4p3/3PP2B/2NB1Q2/PPP1NPPP/R3K2R b KQkq - 1 8,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
16,exd4,e5d4,r1bqk2r/pppnbpp1/3p1n1p/8/3pP2B/2NB1Q2/PPP1NPPP/R3K2R w KQkq - 0 9,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
17,Nxd4,e2d4,r1bqk2r/pppnbpp1/3p1n1p/8/3NP2B/2NB1Q2/PPP2PPP/R3K2R b KQkq - 0 9,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
18,Ne5,d7e5,r1bqk2r/ppp1bpp1/3p1n1p/4n3/3NP2B/2NB1Q2/PPP2PPP/R3K2R w KQkq - 1 10,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
19,Qe2,f3e2,r1bqk2r/ppp1bpp1/3p1n1p/4n3/3NP2B/2NB4/PPP1QPPP/R3K2R b KQkq - 2 10,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
20,c6,c7c6,r1bqk2r/pp2bpp1/2pp1n1p/4n3/3NP2B/2NB4/PPP1QPPP/R3K2R w KQkq - 0 11,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
21,O-O,e1g1,r1bqk2r/pp2bpp1/2pp1n1p/4n3/3NP2B/2NB4/PPP1QPPP/R4RK1 b kq - 1 11,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
22,Bg4,c8g4,r2qk2r/pp2bpp1/2pp1n1p/4n3/3NP1bB/2NB4/PPP1QPPP/R4RK1 w kq - 2 12,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
23,f3,f2f3,r2qk2r/pp2bpp1/2pp1n1p/4n3/3NP1bB/2NB1P2/PPP1Q1PP/R4RK1 b kq - 0 12,"Beh, adesso, se l'alfiere ritorna, non avrebbe avuto molto senso portarlo in g5. Mossa, peraltro, discutibile. Quindi, ho fatto i calcoli e..."
24,Bh5,g4h5,r2qk2r/pp2bpp1/2pp1n1p/4n2b/3NP2B/2NB1P2/PPP1Q1PP/R4RK1 w kq - 1 13,"Gi�. Qui temevo l'arrocco, ma ho dovuto farlo. L'alternativa era Tg8 e poi cercare di arroccare sul fianco dama."
