N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"Hi everyone!

So, no doubt you have all been wondering just where Henry and Glenda have got to and had no doubt thought you had seen the back of Old Matey.  Well, it's just that I have been soooo busy lately with my huge games workload which is gradually diminishing and other things.  However, here I am again.  This time, after 3 losses against Davide, I managed to open my account against him with a Low Draw.  I think it is a pretty rare endgame though.  Even though at the end I was a pawn down, I managed to draw it because it was a side pawn and my opponent had the wrong colour bishop.  So how did this happen?  Well, read on ........"
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"3.  ....... c5 - after a double queen pawn opening and both sides getting minor pieces out quickly, I decided to deflect the d4 pawn opening up the possibility of e5 at a later date."
3,Bf4,c1f4,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,"3.  ....... c5 - after a double queen pawn opening and both sides getting minor pieces out quickly, I decided to deflect the d4 pawn opening up the possibility of e5 at a later date."
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,"3.  ....... c5 - after a double queen pawn opening and both sides getting minor pieces out quickly, I decided to deflect the d4 pawn opening up the possibility of e5 at a later date."
5,Nf3,g1f3,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,"3.  ....... c5 - after a double queen pawn opening and both sides getting minor pieces out quickly, I decided to deflect the d4 pawn opening up the possibility of e5 at a later date."
6,c5,c7c5,rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,"3.  ....... c5 - after a double queen pawn opening and both sides getting minor pieces out quickly, I decided to deflect the d4 pawn opening up the possibility of e5 at a later date."
7,c3,c2c3,rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/2P2N2/PP2PPPP/RN1QKB1R b KQkq - 0 4,"4. ...... Qb6 - whey-hey! Just look who has come to defend that c5 pawn, why it's no one other than Glenda!  However, she is also attacking something.  Can you see what?"
8,Qb6,d8b6,rnb1kb1r/pp2pppp/1q3n2/2pp4/3P1B2/2P2N2/PP2PPPP/RN1QKB1R w KQkq - 1 5,"4. ...... Qb6 - whey-hey! Just look who has come to defend that c5 pawn, why it's no one other than Glenda!  However, she is also attacking something.  Can you see what?"
9,Qc2,d1c2,rnb1kb1r/pp2pppp/1q3n2/2pp4/3P1B2/2P2N2/PPQ1PPPP/RN2KB1R b KQkq - 2 5,7. ..... bxc6 - a plethora of exchanges has taken place.  My a pawn has become isolated.  I just hope that will not be too much of a handicap later on in the game.
10,cxd4,c5d4,rnb1kb1r/pp2pppp/1q3n2/3p4/3p1B2/2P2N2/PPQ1PPPP/RN2KB1R w KQkq - 0 6,7. ..... bxc6 - a plethora of exchanges has taken place.  My a pawn has become isolated.  I just hope that will not be too much of a handicap later on in the game.
11,Nxd4,f3d4,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/2P5/PPQ1PPPP/RN2KB1R b KQkq - 0 6,7. ..... bxc6 - a plethora of exchanges has taken place.  My a pawn has become isolated.  I just hope that will not be too much of a handicap later on in the game.
12,Nc6,b8c6,r1b1kb1r/pp2pppp/1qn2n2/3p4/3N1B2/2P5/PPQ1PPPP/RN2KB1R w KQkq - 1 7,7. ..... bxc6 - a plethora of exchanges has taken place.  My a pawn has become isolated.  I just hope that will not be too much of a handicap later on in the game.
13,Nxc6,d4c6,r1b1kb1r/pp2pppp/1qN2n2/3p4/5B2/2P5/PPQ1PPPP/RN2KB1R b KQkq - 0 7,7. ..... bxc6 - a plethora of exchanges has taken place.  My a pawn has become isolated.  I just hope that will not be too much of a handicap later on in the game.
14,bxc6,b7c6,r1b1kb1r/p3pppp/1qp2n2/3p4/5B2/2P5/PPQ1PPPP/RN2KB1R w KQkq - 0 8,7. ..... bxc6 - a plethora of exchanges has taken place.  My a pawn has become isolated.  I just hope that will not be too much of a handicap later on in the game.
15,Be3,f4e3,r1b1kb1r/p3pppp/1qp2n2/3p4/8/2P1B3/PPQ1PPPP/RN2KB1R b KQkq - 1 8,10. ...... Bb7 - Fou Leblanc contests the a8-h1 diagonal.
16,c5,c6c5,r1b1kb1r/p3pppp/1q3n2/2pp4/8/2P1B3/PPQ1PPPP/RN2KB1R w KQkq - 0 9,10. ...... Bb7 - Fou Leblanc contests the a8-h1 diagonal.
17,g3,g2g3,r1b1kb1r/p3pppp/1q3n2/2pp4/8/2P1B1P1/PPQ1PP1P/RN2KB1R b KQkq - 0 9,10. ...... Bb7 - Fou Leblanc contests the a8-h1 diagonal.
18,e6,e7e6,r1b1kb1r/p4ppp/1q2pn2/2pp4/8/2P1B1P1/PPQ1PP1P/RN2KB1R w KQkq - 0 10,10. ...... Bb7 - Fou Leblanc contests the a8-h1 diagonal.
19,Bg2,f1g2,r1b1kb1r/p4ppp/1q2pn2/2pp4/8/2P1B1P1/PPQ1PPBP/RN2K2R b KQkq - 1 10,10. ...... Bb7 - Fou Leblanc contests the a8-h1 diagonal.
20,Bb7,c8b7,r3kb1r/pb3ppp/1q2pn2/2pp4/8/2P1B1P1/PPQ1PPBP/RN2K2R w KQkq - 2 11,10. ...... Bb7 - Fou Leblanc contests the a8-h1 diagonal.
21,O-O,e1g1,r3kb1r/pb3ppp/1q2pn2/2pp4/8/2P1B1P1/PPQ1PPBP/RN3RK1 b kq - 3 11,"11. ..... Be7 - I now clear the decks and Henry is ready to castle.  As the kingside looks undisturbed I think he should go there, although I must keep my eye on the Wicked Witch of the West who has plonked herself on c2 and is eyeing up h7, which is another fav. square for Old Matey to reside on."
22,Be7,f8e7,r3k2r/pb2bppp/1q2pn2/2pp4/8/2P1B1P1/PPQ1PPBP/RN3RK1 w kq - 4 12,"11. ..... Be7 - I now clear the decks and Henry is ready to castle.  As the kingside looks undisturbed I think he should go there, although I must keep my eye on the Wicked Witch of the West who has plonked herself on c2 and is eyeing up h7, which is another fav. square for Old Matey to reside on."
23,a4,a2a4,r3k2r/pb2bppp/1q2pn2/2pp4/P7/2P1B1P1/1PQ1PPBP/RN3RK1 b kq - 0 12,13. ...... a6 - a prophylactic move - no white knight can land on b5 - at least for the nonce.
24,Qc7,b6c7,r3k2r/pbq1bppp/4pn2/2pp4/P7/2P1B1P1/1PQ1PPBP/RN3RK1 w kq - 1 13,13. ...... a6 - a prophylactic move - no white knight can land on b5 - at least for the nonce.
25,Na3,b1a3,r3k2r/pbq1bppp/4pn2/2pp4/P7/N1P1B1P1/1PQ1PPBP/R4RK1 b kq - 2 13,13. ...... a6 - a prophylactic move - no white knight can land on b5 - at least for the nonce.
26,a6,a7a6,r3k2r/1bq1bppp/p3pn2/2pp4/P7/N1P1B1P1/1PQ1PPBP/R4RK1 w kq - 0 14,13. ...... a6 - a prophylactic move - no white knight can land on b5 - at least for the nonce.
27,f3,f2f3,r3k2r/1bq1bppp/p3pn2/2pp4/P7/N1P1BPP1/1PQ1P1BP/R4RK1 b kq - 0 14,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
28,O-O,e8g8,r4rk1/1bq1bppp/p3pn2/2pp4/P7/N1P1BPP1/1PQ1P1BP/R4RK1 w - - 1 15,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
29,b4,b2b4,r4rk1/1bq1bppp/p3pn2/2pp4/PP6/N1P1BPP1/2Q1P1BP/R4RK1 b - - 0 15,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
30,cxb4,c5b4,r4rk1/1bq1bppp/p3pn2/3p4/Pp6/N1P1BPP1/2Q1P1BP/R4RK1 w - - 0 16,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
31,cxb4,c3b4,r4rk1/1bq1bppp/p3pn2/3p4/PP6/N3BPP1/2Q1P1BP/R4RK1 b - - 0 16,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
32,Qxc2,c7c2,r4rk1/1b2bppp/p3pn2/3p4/PP6/N3BPP1/2q1P1BP/R4RK1 w - - 0 17,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
33,Nxc2,a3c2,r4rk1/1b2bppp/p3pn2/3p4/PP6/4BPP1/2N1P1BP/R4RK1 b - - 0 17,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
34,Rac8,a8c8,2r2rk1/1b2bppp/p3pn2/3p4/PP6/4BPP1/2N1P1BP/R4RK1 w - - 1 18,17. ....... Rac8 - after another plethora of exchanges I decide to stick a rook on c8.  Rooks just lurve those open files!
35,Rfc1,f1c1,2r2rk1/1b2bppp/p3pn2/3p4/PP6/4BPP1/2N1P1BP/R1R3K1 b - - 2 18,"20. axb5 - the good news is - I have got rid of my isolani on the a file.  The bad news is, Davide has a passer on b5 and an open file for his QR!"
36,Rc4,c8c4,5rk1/1b2bppp/p3pn2/3p4/PPr5/4BPP1/2N1P1BP/R1R3K1 w - - 3 19,"20. axb5 - the good news is - I have got rid of my isolani on the a file.  The bad news is, Davide has a passer on b5 and an open file for his QR!"
