N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,
3,Nf3,g1f3,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,
5,c4,c2c4,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,
6,c6,c7c6,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,
7,e3,e2e3,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,
8,e6,e7e6,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,
9,Nc3,b1c3,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 1 5,
10,Nbd7,b8d7,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 2 6,
11,Qc2,d1c2,r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq - 3 6,
12,Bd6,f8d6,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R w KQkq - 4 7,
13,Be2,f1e2,r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ1BPPP/R1B1K2R b KQkq - 5 7,
14,O-O,e8g8,r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ1BPPP/R1B1K2R w KQ - 6 8,
15,O-O,e1g1,r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PPQ1BPPP/R1B2RK1 b - - 7 8,
16,dxc4,d5c4,r1bq1rk1/pp1n1ppp/2pbpn2/8/2pP4/2N1PN2/PPQ1BPPP/R1B2RK1 w - - 0 9,
17,Bxc4,e2c4,r1bq1rk1/pp1n1ppp/2pbpn2/8/2BP4/2N1PN2/PPQ2PPP/R1B2RK1 b - - 0 9,
18,b5,b7b5,r1bq1rk1/p2n1ppp/2pbpn2/1p6/2BP4/2N1PN2/PPQ2PPP/R1B2RK1 w - - 0 10,
19,Bd3,c4d3,r1bq1rk1/p2n1ppp/2pbpn2/1p6/3P4/2NBPN2/PPQ2PPP/R1B2RK1 b - - 1 10,
20,Bb7,c8b7,r2q1rk1/pb1n1ppp/2pbpn2/1p6/3P4/2NBPN2/PPQ2PPP/R1B2RK1 w - - 2 11,
21,Rd1,f1d1,r2q1rk1/pb1n1ppp/2pbpn2/1p6/3P4/2NBPN2/PPQ2PPP/R1BR2K1 b - - 3 11,
22,Qc7,d8c7,r4rk1/pbqn1ppp/2pbpn2/1p6/3P4/2NBPN2/PPQ2PPP/R1BR2K1 w - - 4 12,
23,h3,h2h3,r4rk1/pbqn1ppp/2pbpn2/1p6/3P4/2NBPN1P/PPQ2PP1/R1BR2K1 b - - 0 12,"Tjah... võrdsus on mustale üsna kergesti olemas, aga partii ajal mõtlesin rohkem sellele, kuidas seisu võitluslikkust tekitada. Leidsin, et mingil hetkel on pärast ratsude vahetust e4-l olemas f7-f5..."
24,a6,a7a6,r4rk1/1bqn1ppp/p1pbpn2/1p6/3P4/2NBPN1P/PPQ2PP1/R1BR2K1 w - - 0 13,"Varem on siin mängitud 18. Od2, mis paistiski mulle partii ajal selgelt paremana. Leili mõtles siin kaua... ma arvestasin üksnes odakäiguga ning ei saanud aru, mille üle vastane mõtteid mõlgutab."
25,Ng5,f3g5,r4rk1/1bqn1ppp/p1pbpn2/1p4N1/3P4/2NBP2P/PPQ2PP1/R1BR2K1 b - - 1 13,"Varem on siin mängitud 18. Od2, mis paistiski mulle partii ajal selgelt paremana. Leili mõtles siin kaua... ma arvestasin üksnes odakäiguga ning ei saanud aru, mille üle vastane mõtteid mõlgutab."
26,h6,h7h6,r4rk1/1bqn1pp1/p1pbpn1p/1p4N1/3P4/2NBP2P/PPQ2PP1/R1BR2K1 w - - 0 14,"Varem on siin mängitud 18. Od2, mis paistiski mulle partii ajal selgelt paremana. Leili mõtles siin kaua... ma arvestasin üksnes odakäiguga ning ei saanud aru, mille üle vastane mõtteid mõlgutab."
27,Nge4,g5e4,r4rk1/1bqn1pp1/p1pbpn1p/1p6/3PN3/2NBP2P/PPQ2PP1/R1BR2K1 b - - 1 14,"Varem on siin mängitud 18. Od2, mis paistiski mulle partii ajal selgelt paremana. Leili mõtles siin kaua... ma arvestasin üksnes odakäiguga ning ei saanud aru, mille üle vastane mõtteid mõlgutab."
28,Be7,d6e7,r4rk1/1bqnbpp1/p1p1pn1p/1p6/3PN3/2NBP2P/PPQ2PP1/R1BR2K1 w - - 2 15,"Varem on siin mängitud 18. Od2, mis paistiski mulle partii ajal selgelt paremana. Leili mõtles siin kaua... ma arvestasin üksnes odakäiguga ning ei saanud aru, mille üle vastane mõtteid mõlgutab."
