N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"I had begun looking at krkofbutlers previous games and looking at how he plays, trying to establish a theme or style within his game. I saw that in most of his games, he always goes for the conventional openings on d3, e3, d4, or e4 or using Kb3 and Kf3. It was then i decided to also use a more common opening, aiming to throw a few unusal moves in as the game went on.."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"I had begun looking at krkofbutlers previous games and looking at how he plays, trying to establish a theme or style within his game. I saw that in most of his games, he always goes for the conventional openings on d3, e3, d4, or e4 or using Kb3 and Kf3. It was then i decided to also use a more common opening, aiming to throw a few unusal moves in as the game went on.."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"Simple exchange, leaving him slightly more positionally advanced"
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"Simple exchange, leaving him slightly more positionally advanced"
5,d3,d2d3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"Simple exchange, leaving him slightly more positionally advanced"
6,d5,d7d5,rnbqkb1r/ppp2ppp/5n2/3pp3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"Simple exchange, leaving him slightly more positionally advanced"
7,Nxe5,f3e5,rnbqkb1r/ppp2ppp/5n2/3pN3/4P3/3P4/PPP2PPP/RNBQKB1R b KQkq - 0 4,"Simple exchange, leaving him slightly more positionally advanced"
8,dxe4,d5e4,rnbqkb1r/ppp2ppp/5n2/4N3/4p3/3P4/PPP2PPP/RNBQKB1R w KQkq - 0 5,"Simple exchange, leaving him slightly more positionally advanced"
9,Nc3,b1c3,rnbqkb1r/ppp2ppp/5n2/4N3/4p3/2NP4/PPP2PPP/R1BQKB1R b KQkq - 1 5,"Although I didnt want to retreat the knight off e5, it would mean a more conventional Bf4, which takes the middlegame into a basic, standard route, and that as mentioned before was not my intention. It's at this point i determined to attempt to put my opponent into a position on the chessboard that he had never seen.

While I'm no master at naming certain openings or plays, or even strategies, I could see from this point, that the game could easily take a turn, where simply setting up an attack and/or exchanging pieces was not going to get either player anywhere, forcing the situation so, that, the first to make a mistake, would be the one that loses, not the one that outsmarts the other."
10,Bd6,f8d6,rnbqk2r/ppp2ppp/3b1n2/4N3/4p3/2NP4/PPP2PPP/R1BQKB1R w KQkq - 2 6,"Although I didnt want to retreat the knight off e5, it would mean a more conventional Bf4, which takes the middlegame into a basic, standard route, and that as mentioned before was not my intention. It's at this point i determined to attempt to put my opponent into a position on the chessboard that he had never seen.

While I'm no master at naming certain openings or plays, or even strategies, I could see from this point, that the game could easily take a turn, where simply setting up an attack and/or exchanging pieces was not going to get either player anywhere, forcing the situation so, that, the first to make a mistake, would be the one that loses, not the one that outsmarts the other."
11,Nc4,e5c4,rnbqk2r/ppp2ppp/3b1n2/8/2N1p3/2NP4/PPP2PPP/R1BQKB1R b KQkq - 3 6,"Although I didnt want to retreat the knight off e5, it would mean a more conventional Bf4, which takes the middlegame into a basic, standard route, and that as mentioned before was not my intention. It's at this point i determined to attempt to put my opponent into a position on the chessboard that he had never seen.

While I'm no master at naming certain openings or plays, or even strategies, I could see from this point, that the game could easily take a turn, where simply setting up an attack and/or exchanging pieces was not going to get either player anywhere, forcing the situation so, that, the first to make a mistake, would be the one that loses, not the one that outsmarts the other."
12,b6,b7b6,rnbqk2r/p1p2ppp/1p1b1n2/8/2N1p3/2NP4/PPP2PPP/R1BQKB1R w KQkq - 0 7,"Once again, not a move a grandmaster would likely tell someone who isn't an advanced player to attack with, but it was with a long-term goal in mind. A simple b5 or Bg4 would have been too blatant for the opponent, and the goal of this match was to surprise him into over thinking, and/or making a fatal error"
13,dxe4,d3e4,rnbqk2r/p1p2ppp/1p1b1n2/8/2N1P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 7,Simple pawn take..
14,Ba6,c8a6,rn1qk2r/p1p2ppp/bp1b1n2/8/2N1P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 8,"Nice move by white, opening up the c bishop, and allowing the f bishop to move freely as he pleases, knight being covered. Maybe not the best move, but I saw it a good choice by the opponent."
15,b3,b2b3,rn1qk2r/p1p2ppp/bp1b1n2/8/2N1P3/1PN5/P1P2PPP/R1BQKB1R b KQkq - 0 8,"Nice move by white, opening up the c bishop, and allowing the f bishop to move freely as he pleases, knight being covered. Maybe not the best move, but I saw it a good choice by the opponent."
16,O-O,e8g8,rn1q1rk1/p1p2ppp/bp1b1n2/8/2N1P3/1PN5/P1P2PPP/R1BQKB1R w KQ - 1 9,Castle Kingside
17,e5,e4e5,rn1q1rk1/p1p2ppp/bp1b1n2/4P3/2N5/1PN5/P1P2PPP/R1BQKB1R b KQ - 0 9,"When i saw this, it simply frustrated me. I'm usually a player that will play to a plan, and whilst doing so, overlook the more simple, subtle plans and fall for them. Took me a few mins but I soon found a way out of it, and also a way to equalise the material"
18,Bxc4,a6c4,rn1q1rk1/p1p2ppp/1p1b1n2/4P3/2b5/1PN5/P1P2PPP/R1BQKB1R w KQ - 0 10,"I had a strong feeling he wouldnt use his b pawn to take me, that would make awkward positional play, plus its a free chance to develop the c bishop"
19,Bxc4,f1c4,rn1q1rk1/p1p2ppp/1p1b1n2/4P3/2B5/1PN5/P1P2PPP/R1BQK2R b KQ - 0 10,"Does as predicted, and the material becomes even after be5"
20,Bxe5,d6e5,rn1q1rk1/p1p2ppp/1p3n2/4b3/2B5/1PN5/P1P2PPP/R1BQK2R w KQ - 0 11,"Not only is there the threat of bc3, but also the Kingside there with the 3 pawns and Rook undeveloped, is looking very bare, so its towards that corner, I prepare for my assasult....Even if O-O was to be the next move, both Kng4, and Qd6 both start to really make the King think about the position over in the King's corner.

It was also at this point where the aforementioned ""over thinking"" came into play i would say. He is deliberating about the Bc3 fork, the Bishop and Knight combining to come together towards the King's side, and also the blatant Queen threat, and just overlooked the next move."
21,Qxd8,d1d8,rn1Q1rk1/p1p2ppp/1p3n2/4b3/2B5/1PN5/P1P2PPP/R1B1K2R b KQ - 0 11,"Simple Queen exchange, something a man in his position i didnt think he would go for."
22,Rxd8,f8d8,rn1r2k1/p1p2ppp/1p3n2/4b3/2B5/1PN5/P1P2PPP/R1B1K2R w KQ - 0 12,"Simple Queen exchange, something a man in his position i didnt think he would go for."
23,g3,g2g3,rn1r2k1/p1p2ppp/1p3n2/4b3/2B5/1PN3P1/P1P2P1P/R1B1K2R b KQ - 0 12,"Misses the Bc3 move, probably anticipating a Kng4 move or something to that effect"
24,Bxc3+,e5c3,rn1r2k1/p1p2ppp/1p3n2/8/2B5/1Pb3P1/P1P2P1P/R1B1K2R w KQ - 0 13,"Game starting to look really bleak for white now. The only possible outcome in my opinion would be to attempt to trap the Black bishop on a1, therefore gaining some material in an attempt to try gain any momentum in the game."
