N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Sicilian - Statistically the best opening for black
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Sicilian - Statistically the best opening for black
3,d3,d2d3,rnbqkbnr/pp1ppppp/8/2p5/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,Watching d4 and preventing a push on e5
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3,Watching d4 and preventing a push on e5
5,Be3,c1e3,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3PB3/PPP2PPP/RN1QKBNR b KQkq - 2 3,Opening up for my bishop to defend c5 and preparing d5
6,e6,e7e6,r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/3PB3/PPP2PPP/RN1QKBNR w KQkq - 0 4,Opening up for my bishop to defend c5 and preparing d5
7,Nc3,b1c3,r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2NPB3/PPP2PPP/R2QKBNR b KQkq - 1 4,Exchanging pawns and threatening d4
8,d5,d7d5,r1bqkbnr/pp3ppp/2n1p3/2pp4/4P3/2NPB3/PPP2PPP/R2QKBNR w KQkq - 0 5,Exchanging pawns and threatening d4
9,exd5,e4d5,r1bqkbnr/pp3ppp/2n1p3/2pP4/8/2NPB3/PPP2PPP/R2QKBNR b KQkq - 0 5,Exchanging pawns and threatening d4
10,exd5,e6d5,r1bqkbnr/pp3ppp/2n5/2pp4/8/2NPB3/PPP2PPP/R2QKBNR w KQkq - 0 6,Exchanging pawns and threatening d4
11,Na4,c3a4,r1bqkbnr/pp3ppp/2n5/2pp4/N7/3PB3/PPP2PPP/R2QKBNR b KQkq - 1 6,Trying to avoid d4 but...
12,Qa5+,d8a5,r1b1kbnr/pp3ppp/2n5/q1pp4/N7/3PB3/PPP2PPP/R2QKBNR w KQkq - 2 7,Checking and attacking the knight
13,Qd2,d1d2,r1b1kbnr/pp3ppp/2n5/q1pp4/N7/3PB3/PPPQ1PPP/R3KBNR b KQkq - 3 7,Nc4 and I win either the bishop or the knight with d4
14,Qxa4,a5a4,r1b1kbnr/pp3ppp/2n5/2pp4/q7/3PB3/PPPQ1PPP/R3KBNR w KQkq - 0 8,continuing development ... maybe i should have gone Nf6 here instead in preparation for castling?
15,Qe2,d2e2,r1b1kbnr/pp3ppp/2n5/2pp4/q7/3PB3/PPP1QPPP/R3KBNR b KQkq - 1 8,continuing development ... maybe i should have gone Nf6 here instead in preparation for castling?
16,Be6,c8e6,r3kbnr/pp3ppp/2n1b3/2pp4/q7/3PB3/PPP1QPPP/R3KBNR w KQkq - 2 9,continuing development ... maybe i should have gone Nf6 here instead in preparation for castling?
17,b3,b2b3,r3kbnr/pp3ppp/2n1b3/2pp4/q7/1P1PB3/P1P1QPPP/R3KBNR b KQkq - 0 9,My queen is about to do a lot of running...
18,Qb4+,a4b4,r3kbnr/pp3ppp/2n1b3/2pp4/1q6/1P1PB3/P1P1QPPP/R3KBNR w KQkq - 1 10,Finally bringing that knight into play
19,Bd2,e3d2,r3kbnr/pp3ppp/2n1b3/2pp4/1q6/1P1P4/P1PBQPPP/R3KBNR b KQkq - 2 10,Finally bringing that knight into play
20,Qd4,b4d4,r3kbnr/pp3ppp/2n1b3/2pp4/3q4/1P1P4/P1PBQPPP/R3KBNR w KQkq - 3 11,Finally bringing that knight into play
21,Rb1,a1b1,r3kbnr/pp3ppp/2n1b3/2pp4/3q4/1P1P4/P1PBQPPP/1R2KBNR b Kkq - 4 11,Finally bringing that knight into play
22,Nf6,g8f6,r3kb1r/pp3ppp/2n1bn2/2pp4/3q4/1P1P4/P1PBQPPP/1R2KBNR w Kkq - 5 12,Finally bringing that knight into play
