N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,i didn't expect this and it made me think for alittle
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,i didn't expect this and it made me think for alittle
3,Nc3,b1c3,rnbqkb1r/pppppppp/5n2/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 2,back in the games i used to win i also pushed b3 and or g3 i got sick of losing so i did it again
4,e5,e7e5,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,back in the games i used to win i also pushed b3 and or g3 i got sick of losing so i did it again
5,Nf3,g1f3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,back in the games i used to win i also pushed b3 and or g3 i got sick of losing so i did it again
6,Nc6,b8c6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 2 4,back in the games i used to win i also pushed b3 and or g3 i got sick of losing so i did it again
7,b3,b2b3,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/1PN2N2/P1PP1PPP/R1BQKB1R b KQkq - 0 4,back in the games i used to win i also pushed b3 and or g3 i got sick of losing so i did it again
8,d5,d7d5,r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/1PN2N2/P1PP1PPP/R1BQKB1R w KQkq - 0 5,i really wanted to push it b2...
9,d3,d2d3,r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/1PNP1N2/P1P2PPP/R1BQKB1R b KQkq - 0 5,i really wanted to push it b2...
10,Be6,c8e6,r2qkb1r/ppp2ppp/2n1bn2/3pp3/4P3/1PNP1N2/P1P2PPP/R1BQKB1R w KQkq - 1 6,i really wanted to push it b2...
11,Bg5,c1g5,r2qkb1r/ppp2ppp/2n1bn2/3pp1B1/4P3/1PNP1N2/P1P2PPP/R2QKB1R b KQkq - 2 6,i really wanted to push it b2...
