N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,Nf3,g1f3,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
3,g3,g2g3,rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
4,g6,g7g6,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
5,Bg2,f1g2,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
6,Bg7,f8g7,rnbqk2r/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
7,O-O,e1g1,rnbqk2r/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 3 4,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
8,O-O,e8g8,rnbq1rk1/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQ1RK1 w - - 4 5,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
9,d3,d2d3,rnbq1rk1/ppppppbp/5np1/8/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b - - 0 5,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
10,c5,c7c5,rnbq1rk1/pp1pppbp/5np1/2p5/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w - - 0 6,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
11,e4,e2e4,rnbq1rk1/pp1pppbp/5np1/2p5/4P3/3P1NP1/PPP2PBP/RNBQ1RK1 b - - 0 6,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
12,Nc6,b8c6,r1bq1rk1/pp1pppbp/2n2np1/2p5/4P3/3P1NP1/PPP2PBP/RNBQ1RK1 w - - 1 7,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
13,Nbd2,b1d2,r1bq1rk1/pp1pppbp/2n2np1/2p5/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 b - - 2 7,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
14,d6,d7d6,r1bq1rk1/pp2ppbp/2np1np1/2p5/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w - - 0 8,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
15,a4,a2a4,r1bq1rk1/pp2ppbp/2np1np1/2p5/P3P3/3P1NP1/1PPN1PBP/R1BQ1RK1 b - - 0 8,"Botvinnik prepares a vigorous counterattack in the f-file, but the safest and best treatment is ..Rb8 followed by ..a6 shifting the weight of the struggle to the queen's side."
