N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
3,g3,g2g3,rnbqkbnr/ppp1pppp/8/3p4/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
4,e6,e7e6,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/6P1/PPP1PP1P/RNBQKBNR w KQkq - 0 3,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
5,Bg2,f1g2,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 1 3,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
6,Nf6,g8f6,rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/6P1/PPP1PPBP/RNBQK1NR w KQkq - 2 4,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
7,e3,e2e3,rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4P1P1/PPP2PBP/RNBQK1NR b KQkq - 0 4,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
8,c5,c7c5,rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/4P1P1/PPP2PBP/RNBQK1NR w KQkq - 0 5,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
9,dxc5,d4c5,rnbqkb1r/pp3ppp/4pn2/2Pp4/8/4P1P1/PPP2PBP/RNBQK1NR b KQkq - 0 5,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
10,Bxc5,f8c5,rnbqk2r/pp3ppp/4pn2/2bp4/8/4P1P1/PPP2PBP/RNBQK1NR w KQkq - 0 6,"I wanted to pull my rook to c8, but I just noticed my that opponent missed:  
10.	b4 attacks my bishop on c5, so I must retreat to d6, but
11.	b5 and Bishop and Knight are forked!"
