N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"This opening is called the center counter defense or the scandinavian defense. The idea for black is to avoid White getting a strong center. The drawback for black is how to answear, when/if White simple takes the pawn. If black for instance tries to recapture with the queen, he will a lose a tempo, if white replies with Nc6."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"This opening is called the center counter defense or the scandinavian defense. The idea for black is to avoid White getting a strong center. The drawback for black is how to answear, when/if White simple takes the pawn. If black for instance tries to recapture with the queen, he will a lose a tempo, if white replies with Nc6."
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,The most common answear for white.
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,"So, Black avoids the problem with the exposed queen. However he is now down a pawn. At least for the time being."
5,d4,d2d4,rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,White choses to develop instead of trying to keep the pawn.
6,Nxd5,f6d5,rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,"Black is now equal again, however he loses a tempo now."
7,c4,c2c4,rnbqkb1r/ppp1pppp/8/3n4/2PP4/8/PP3PPP/RNBQKBNR b KQkq - 0 4,"Black is now equal again, however he loses a tempo now."
8,Nb6,d5b6,rnbqkb1r/ppp1pppp/1n6/8/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,Following the general principle(GP): Knights out before Bishops.
9,Nf3,g1f3,rnbqkb1r/ppp1pppp/1n6/8/2PP4/5N2/PP3PPP/RNBQKB1R b KQkq - 2 5,Following the general principle(GP): Knights out before Bishops.
10,g6,g7g6,rnbqkb1r/ppp1pp1p/1n4p1/8/2PP4/5N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Black tries with a fianchetto.
