N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"It starts with the Italian opening, or guioco piano."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"There are a few things black can do here. 3... Bc5, which was played, 3...Nf6 which follows by 4 Ng5 which is another aggresive opening worth for a study, 3...Be7 and some players play 3...h6 because they really don't like 4Ng5 but still want to play Nf6. Usually after those moves, I play 4d4 and open up the board."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"There are a few things black can do here. 3... Bc5, which was played, 3...Nf6 which follows by 4 Ng5 which is another aggresive opening worth for a study, 3...Be7 and some players play 3...h6 because they really don't like 4Ng5 but still want to play Nf6. Usually after those moves, I play 4d4 and open up the board."
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"There are a few things black can do here. 3... Bc5, which was played, 3...Nf6 which follows by 4 Ng5 which is another aggresive opening worth for a study, 3...Be7 and some players play 3...h6 because they really don't like 4Ng5 but still want to play Nf6. Usually after those moves, I play 4d4 and open up the board."
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,"There are a few things black can do here. 3... Bc5, which was played, 3...Nf6 which follows by 4 Ng5 which is another aggresive opening worth for a study, 3...Be7 and some players play 3...h6 because they really don't like 4Ng5 but still want to play Nf6. Usually after those moves, I play 4d4 and open up the board."
6,Bc5,f8c5,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,This is a normal reply.
7,b4,b2b4,r1bqk1nr/pppp1ppp/2n5/2b1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R b KQkq - 0 4,This is the start of the Evan's gambit.
8,Bxb4,c5b4,r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq - 0 5,Black accepts the gambit. It is the most common reply. White will make up for the lost pawn for rapid expansion and a strong attack which we'll see later.
9,c3,c2c3,r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/2P2N2/P2P1PPP/RNBQK2R b KQkq - 0 5,"c3 with tempo. There are usually 3 moves that people play here. Ba5, which is the most common, Bc5 and Be7. All have its pro's and con's."
10,Ba5,b4a5,r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQK2R w KQkq - 1 6,Ba5 is the most common in this position.
11,d4,d2d4,r1bqk1nr/pppp1ppp/2n5/b3p3/2BPP3/2P2N2/P4PPP/RNBQK2R b KQkq - 0 6,"This opens up the board. But if you never played the Evan's gambit and look at the board, you will see that the c-pawn is pinned and that the d-pawn is attacked two times. So black usually grabs it."
12,exd4,e5d4,r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQK2R w KQkq - 0 7,White is now down 2 pawns. But he will not retake this pawn.
13,O-O,e1g1,r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7,Black must feel really comfortable here. 70-0 almost looks like a desperation move. Black feels very well about this position. Black sees that he can take another free pawn.
