N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e3,e2e3,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,de nuevo ataque al peon debil f7.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,de nuevo ataque al peon debil f7.
3,Qh5,d1h5,rnbqkbnr/pppp1ppp/8/4p2Q/8/4P3/PPPP1PPP/RNB1KBNR b KQkq - 1 2,de nuevo ataque al peon debil f7.
4,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/4p2Q/8/4P3/PPPP1PPP/RNB1KBNR w KQkq - 0 3,de nuevo ataque al peon debil f7.
5,Bc4,f1c4,rnbqkbnr/ppp2ppp/3p4/4p2Q/2B5/4P3/PPPP1PPP/RNB1K1NR b KQkq - 1 3,de nuevo ataque al peon debil f7.
6,g6,g7g6,rnbqkbnr/ppp2p1p/3p2p1/4p2Q/2B5/4P3/PPPP1PPP/RNB1K1NR w KQkq - 0 4,de nuevo ataque al peon debil f7.
7,Qf3,h5f3,rnbqkbnr/ppp2p1p/3p2p1/4p3/2B5/4PQ2/PPPP1PPP/RNB1K1NR b KQkq - 1 4,"yo en total desarrollo y el oponente aun en pañales, jejeje"
8,Qe7,d8e7,rnb1kbnr/ppp1qp1p/3p2p1/4p3/2B5/4PQ2/PPPP1PPP/RNB1K1NR w KQkq - 2 5,"yo en total desarrollo y el oponente aun en pañales, jejeje"
9,Nc3,b1c3,rnb1kbnr/ppp1qp1p/3p2p1/4p3/2B5/2N1PQ2/PPPP1PPP/R1B1K1NR b KQkq - 3 5,"yo en total desarrollo y el oponente aun en pañales, jejeje"
10,Be6,c8e6,rn2kbnr/ppp1qp1p/3pb1p1/4p3/2B5/2N1PQ2/PPPP1PPP/R1B1K1NR w KQkq - 4 6,"yo en total desarrollo y el oponente aun en pañales, jejeje"
11,Nd5,c3d5,rn2kbnr/ppp1qp1p/3pb1p1/3Np3/2B5/4PQ2/PPPP1PPP/R1B1K1NR b KQkq - 5 6,"yo en total desarrollo y el oponente aun en pañales, jejeje"
12,Bxd5,e6d5,rn2kbnr/ppp1qp1p/3p2p1/3bp3/2B5/4PQ2/PPPP1PPP/R1B1K1NR w KQkq - 0 7,"yo en total desarrollo y el oponente aun en pañales, jejeje"
13,Bxd5,c4d5,rn2kbnr/ppp1qp1p/3p2p1/3Bp3/8/4PQ2/PPPP1PPP/R1B1K1NR b KQkq - 0 7,"yo en total desarrollo y el oponente aun en pañales, jejeje"
14,c6,c7c6,rn2kbnr/pp2qp1p/2pp2p1/3Bp3/8/4PQ2/PPPP1PPP/R1B1K1NR w KQkq - 0 8,"yo en total desarrollo y el oponente aun en pañales, jejeje"
15,Bb3,d5b3,rn2kbnr/pp2qp1p/2pp2p1/4p3/8/1B2PQ2/PPPP1PPP/R1B1K1NR b KQkq - 1 8,"yo en total desarrollo y el oponente aun en pañales, jejeje"
16,Bg7,f8g7,rn2k1nr/pp2qpbp/2pp2p1/4p3/8/1B2PQ2/PPPP1PPP/R1B1K1NR w KQkq - 2 9,"yo en total desarrollo y el oponente aun en pañales, jejeje"
17,e4,e3e4,rn2k1nr/pp2qpbp/2pp2p1/4p3/4P3/1B3Q2/PPPP1PPP/R1B1K1NR b KQkq - 0 9,"yo en total desarrollo y el oponente aun en pañales, jejeje"
18,Nf6,g8f6,rn2k2r/pp2qpbp/2pp1np1/4p3/4P3/1B3Q2/PPPP1PPP/R1B1K1NR w KQkq - 1 10,"yo en total desarrollo y el oponente aun en pañales, jejeje"
19,d3,d2d3,rn2k2r/pp2qpbp/2pp1np1/4p3/4P3/1B1P1Q2/PPP2PPP/R1B1K1NR b KQkq - 0 10,"yo en total desarrollo y el oponente aun en pañales, jejeje"
20,O-O,e8g8,rn3rk1/pp2qpbp/2pp1np1/4p3/4P3/1B1P1Q2/PPP2PPP/R1B1K1NR w KQ - 1 11,"yo en total desarrollo y el oponente aun en pañales, jejeje"
21,Bg5,c1g5,rn3rk1/pp2qpbp/2pp1np1/4p1B1/4P3/1B1P1Q2/PPP2PPP/R3K1NR b KQ - 2 11,vamos a destruir ese enroque!!!!
22,Nbd7,b8d7,r4rk1/pp1nqpbp/2pp1np1/4p1B1/4P3/1B1P1Q2/PPP2PPP/R3K1NR w KQ - 3 12,vamos a destruir ese enroque!!!!
23,O-O-O,e1c1,r4rk1/pp1nqpbp/2pp1np1/4p1B1/4P3/1B1P1Q2/PPP2PPP/2KR2NR b - - 4 12,vamos a destruir ese enroque!!!!
24,a5,a7a5,r4rk1/1p1nqpbp/2pp1np1/p3p1B1/4P3/1B1P1Q2/PPP2PPP/2KR2NR w - - 0 13,vamos a destruir ese enroque!!!!
25,a4,a2a4,r4rk1/1p1nqpbp/2pp1np1/p3p1B1/P3P3/1B1P1Q2/1PP2PPP/2KR2NR b - - 0 13,necesitaba liberar mi Reyna.
26,Rfb8,f8b8,rr4k1/1p1nqpbp/2pp1np1/p3p1B1/P3P3/1B1P1Q2/1PP2PPP/2KR2NR w - - 1 14,necesitaba liberar mi Reyna.
