N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,nice and simple so far
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,nice and simple so far
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,nice and simple so far
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,nice and simple so far
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,nice and simple so far
6,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,nice and simple so far
7,Ng5,f3g5,r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq - 5 4,wham fried liver attack
8,d5,d7d5,r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5,expected
9,exd5,e4d5,r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/8/PPPP1PPP/RNBQK2R b KQkq - 0 5,exchanged pawns
10,Nxd5,f6d5,r1bqkb1r/ppp2ppp/2n5/3np1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq - 0 6,exchanged pawns
11,Nxf7,g5f7,r1bqkb1r/ppp2Npp/2n5/3np3/2B5/8/PPPP1PPP/RNBQK2R b KQkq - 0 6,wham perfect move
12,Kxf7,e8f7,r1bq1b1r/ppp2kpp/2n5/3np3/2B5/8/PPPP1PPP/RNBQK2R w KQ - 0 7,no more castling
13,Qf3+,d1f3,r1bq1b1r/ppp2kpp/2n5/3np3/2B5/5Q2/PPPP1PPP/RNB1K2R b KQ - 1 7,wham
14,Ke6,f7e6,r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/5Q2/PPPP1PPP/RNB1K2R w KQ - 2 8,relieves pressure on the knight
15,Nc3,b1c3,r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8,reapplys pressure on the knight
16,Nd4,c6d4,r1bq1b1r/ppp3pp/4k3/3np3/2Bn4/2N2Q2/PPPP1PPP/R1B1K2R w KQ - 4 9,wierd
17,Bxd5+,c4d5,r1bq1b1r/ppp3pp/4k3/3Bp3/3n4/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 0 9,wham
18,Kd6,e6d6,r1bq1b1r/ppp3pp/3k4/3Bp3/3n4/2N2Q2/PPPP1PPP/R1B1K2R w KQ - 1 10,ok
19,Qd3,f3d3,r1bq1b1r/ppp3pp/3k4/3Bp3/3n4/2NQ4/PPPP1PPP/R1B1K2R b KQ - 2 10,ok
20,Bf5,c8f5,r2q1b1r/ppp3pp/3k4/3Bpb2/3n4/2NQ4/PPPP1PPP/R1B1K2R w KQ - 3 11,ok
21,Be4,d5e4,r2q1b1r/ppp3pp/3k4/4pb2/3nB3/2NQ4/PPPP1PPP/R1B1K2R b KQ - 4 11,bad move
22,Ke6,d6e6,r2q1b1r/ppp3pp/4k3/4pb2/3nB3/2NQ4/PPPP1PPP/R1B1K2R w KQ - 5 12,bad move
23,O-O,e1g1,r2q1b1r/ppp3pp/4k3/4pb2/3nB3/2NQ4/PPPP1PPP/R1B2RK1 b - - 6 12,bad move
24,Bb4,f8b4,r2q3r/ppp3pp/4k3/4pb2/1b1nB3/2NQ4/PPPP1PPP/R1B2RK1 w - - 7 13,bad move
25,Bxf5+,e4f5,r2q3r/ppp3pp/4k3/4pB2/1b1n4/2NQ4/PPPP1PPP/R1B2RK1 b - - 0 13,wham
26,Nxf5,d4f5,r2q3r/ppp3pp/4k3/4pn2/1b6/2NQ4/PPPP1PPP/R1B2RK1 w - - 0 14,wham
27,Qc4+,d3c4,r2q3r/ppp3pp/4k3/4pn2/1bQ5/2N5/PPPP1PPP/R1B2RK1 b - - 1 14,wham
28,Kf6,e6f6,r2q3r/ppp3pp/5k2/4pn2/1bQ5/2N5/PPPP1PPP/R1B2RK1 w - - 2 15,thx
29,Qxb4,c4b4,r2q3r/ppp3pp/5k2/4pn2/1Q6/2N5/PPPP1PPP/R1B2RK1 b - - 0 15,thx
30,Nd4,f5d4,r2q3r/ppp3pp/5k2/4p3/1Q1n4/2N5/PPPP1PPP/R1B2RK1 w - - 1 16,lol let him attempt fork watch this
31,f4,f2f4,r2q3r/ppp3pp/5k2/4p3/1Q1n1P2/2N5/PPPP2PP/R1B2RK1 b - - 0 16,wierd huh well u will see
32,Nxc2,d4c2,r2q3r/ppp3pp/5k2/4p3/1Q3P2/2N5/PPnP2PP/R1B2RK1 w - - 0 17,oh dear lol
33,fxe5+,f4e5,r2q3r/ppp3pp/5k2/4P3/1Q6/2N5/PPnP2PP/R1B2RK1 b - - 0 17,unexpected huh
