N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"I hate this variation of this opening. I must thinking, where to place my Bishop. On e2 or on d3."
2,d6,d7d6,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"I hate this variation of this opening. I must thinking, where to place my Bishop. On e2 or on d3."
3,Nf3,g1f3,rnbqkbnr/ppp1pppp/3p4/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,"I hate this variation of this opening. I must thinking, where to place my Bishop. On e2 or on d3."
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,"I hate this variation of this opening. I must thinking, where to place my Bishop. On e2 or on d3."
5,e3,e2e3,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"I hate this variation of this opening. I must thinking, where to place my Bishop. On e2 or on d3."
6,Bg4,c8g4,rn1qkb1r/ppp1pppp/3p1n2/8/3P2b1/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,"I hate this variation of this opening. I must thinking, where to place my Bishop. On e2 or on d3."
7,Bd3,f1d3,rn1qkb1r/ppp1pppp/3p1n2/8/3P2b1/3BPN2/PPP2PPP/RNBQK2R b KQkq - 2 4,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
8,e5,e7e5,rn1qkb1r/ppp2ppp/3p1n2/4p3/3P2b1/3BPN2/PPP2PPP/RNBQK2R w KQkq - 0 5,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
9,Nbd2,b1d2,rn1qkb1r/ppp2ppp/3p1n2/4p3/3P2b1/3BPN2/PPPN1PPP/R1BQK2R b KQkq - 1 5,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
10,Be7,f8e7,rn1qk2r/ppp1bppp/3p1n2/4p3/3P2b1/3BPN2/PPPN1PPP/R1BQK2R w KQkq - 2 6,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
11,O-O,e1g1,rn1qk2r/ppp1bppp/3p1n2/4p3/3P2b1/3BPN2/PPPN1PPP/R1BQ1RK1 b kq - 3 6,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
12,O-O,e8g8,rn1q1rk1/ppp1bppp/3p1n2/4p3/3P2b1/3BPN2/PPPN1PPP/R1BQ1RK1 w - - 4 7,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
13,Re1,f1e1,rn1q1rk1/ppp1bppp/3p1n2/4p3/3P2b1/3BPN2/PPPN1PPP/R1BQR1K1 b - - 5 7,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
14,c5,c7c5,rn1q1rk1/pp2bppp/3p1n2/2p1p3/3P2b1/3BPN2/PPPN1PPP/R1BQR1K1 w - - 0 8,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
15,c3,c2c3,rn1q1rk1/pp2bppp/3p1n2/2p1p3/3P2b1/2PBPN2/PP1N1PPP/R1BQR1K1 b - - 0 8,"Whites' position seems not too good out. But every piece has its' place and function. The position has no weak points, what black could use."
16,Nc6,b8c6,r2q1rk1/pp2bppp/2np1n2/2p1p3/3P2b1/2PBPN2/PP1N1PPP/R1BQR1K1 w - - 1 9,I was happy about it.
17,h3,h2h3,r2q1rk1/pp2bppp/2np1n2/2p1p3/3P2b1/2PBPN1P/PP1N1PP1/R1BQR1K1 b - - 0 9,I was happy about it.
18,Bxf3,g4f3,r2q1rk1/pp2bppp/2np1n2/2p1p3/3P4/2PBPb1P/PP1N1PP1/R1BQR1K1 w - - 0 10,I was happy about it.
19,Qxf3,d1f3,r2q1rk1/pp2bppp/2np1n2/2p1p3/3P4/2PBPQ1P/PP1N1PP1/R1B1R1K1 b - - 0 10,Black has equalised.
20,cxd4,c5d4,r2q1rk1/pp2bppp/2np1n2/4p3/3p4/2PBPQ1P/PP1N1PP1/R1B1R1K1 w - - 0 11,Black has equalised.
21,exd4,e3d4,r2q1rk1/pp2bppp/2np1n2/4p3/3P4/2PB1Q1P/PP1N1PP1/R1B1R1K1 b - - 0 11,Black has equalised.
22,exd4,e5d4,r2q1rk1/pp2bppp/2np1n2/8/3p4/2PB1Q1P/PP1N1PP1/R1B1R1K1 w - - 0 12,Black has equalised.
23,cxd4,c3d4,r2q1rk1/pp2bppp/2np1n2/8/3P4/3B1Q1P/PP1N1PP1/R1B1R1K1 b - - 0 12,Black has equalised.
24,Nxd4,c6d4,r2q1rk1/pp2bppp/3p1n2/8/3n4/3B1Q1P/PP1N1PP1/R1B1R1K1 w - - 0 13,Black has equalised.
25,Qxb7,f3b7,r2q1rk1/pQ2bppp/3p1n2/8/3n4/3B3P/PP1N1PP1/R1B1R1K1 b - - 0 13,Black has equalised.
