N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Alekhines Defence
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,Alekhines Defence
3,Nc3,b1c3,rnbqkb1r/pppppppp/5n2/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 2,"now the game has transposed to a scandinavian setup, but with the knights already developed to f6 and c3 white no longer has the option of playing c4 and if white exchanges on d5 blacks queen is not easily attacked in the centre as white no longer has his queens knight to force it back with."
4,d5,d7d5,rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,"now the game has transposed to a scandinavian setup, but with the knights already developed to f6 and c3 white no longer has the option of playing c4 and if white exchanges on d5 blacks queen is not easily attacked in the centre as white no longer has his queens knight to force it back with."
5,exd5,e4d5,rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 3,whites altenative here is e5 when Ne4 leads to interesting play
6,Nxd5,f6d5,rnbqkb1r/ppp1pppp/8/3n4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 4,"exposing your queen in the opening normally isn't advised as your opponent can gain  time by attacking her, here however white has no convienient way to atack the black queen"
7,Nxd5,c3d5,rnbqkb1r/ppp1pppp/8/3N4/8/8/PPPP1PPP/R1BQKBNR b KQkq - 0 4,"exposing your queen in the opening normally isn't advised as your opponent can gain  time by attacking her, here however white has no convienient way to atack the black queen"
8,Qxd5,d8d5,rnb1kb1r/ppp1pppp/8/3q4/8/8/PPPP1PPP/R1BQKBNR w KQkq - 0 5,"exposing your queen in the opening normally isn't advised as your opponent can gain  time by attacking her, here however white has no convienient way to atack the black queen"
9,d4,d2d4,rnb1kb1r/ppp1pppp/8/3q4/3P4/8/PPP2PPP/R1BQKBNR b KQkq - 0 5,"?! not the best square for the queen, d6 or h5 would have been better places for the queen."
10,Nc6,b8c6,r1b1kb1r/ppp1pppp/2n5/3q4/3P4/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,"?! not the best square for the queen, d6 or h5 would have been better places for the queen."
11,Nf3,g1f3,r1b1kb1r/ppp1pppp/2n5/3q4/3P4/5N2/PPP2PPP/R1BQKB1R b KQkq - 2 6,"?! not the best square for the queen, d6 or h5 would have been better places for the queen."
12,Bg4,c8g4,r3kb1r/ppp1pppp/2n5/3q4/3P2b1/5N2/PPP2PPP/R1BQKB1R w KQkq - 3 7,"?! not the best square for the queen, d6 or h5 would have been better places for the queen."
13,c4,c2c4,r3kb1r/ppp1pppp/2n5/3q4/2PP2b1/5N2/PP3PPP/R1BQKB1R b KQkq - 0 7,"?! not the best square for the queen, d6 or h5 would have been better places for the queen."
14,Qd7,d5d7,r3kb1r/pppqpppp/2n5/8/2PP2b1/5N2/PP3PPP/R1BQKB1R w KQkq - 1 8,"?! not the best square for the queen, d6 or h5 would have been better places for the queen."
15,Be3,c1e3,r3kb1r/pppqpppp/2n5/8/2PP2b1/4BN2/PP3PPP/R2QKB1R b KQkq - 2 8,an immediate d5 would be stronger when white would have a definate space advantage
16,O-O-O,e8c8,2kr1b1r/pppqpppp/2n5/8/2PP2b1/4BN2/PP3PPP/R2QKB1R w KQ - 3 9,"?! black should try to prevent d5 by e6. an interesting alternative is the pawn break e5, after 9.d5 Bb4  white must play 10.Ke2 as after 10.Bd2 Bxd2  white must choose between 11.Kxd2 Nd4 or 10.Qxd2 Bxf3 11.gxf3 Kd5 niether of which looks to pleasing"
17,d5,d4d5,2kr1b1r/pppqpppp/2n5/3P4/2P3b1/4BN2/PP3PPP/R2QKB1R b KQ - 0 9,"white has a definate advantage here, he controls the centre well and is ready to start attacking play on the queenside where as black is cramped and is in no position to start offencive operations on the kingside."
18,Qf5,d7f5,2kr1b1r/ppp1pppp/2n5/3P1q2/2P3b1/4BN2/PP3PPP/R2QKB1R w KQ - 1 10,"?? loses by force, the idea was to pin the pawn to the queen but black can simply block the pin and attack the queen with Bd3. Bxf3 was required when the knight can come to e5"
19,Be2,f1e2,2kr1b1r/ppp1pppp/2n5/3P1q2/2P3b1/4BN2/PP2BPPP/R2QK2R b KQ - 2 10,"? misses the win by Bd3 when blacks c6 knight falls, but white still has a definite advantage after Be2"
20,Bxf3,g4f3,2kr1b1r/ppp1pppp/2n5/3P1q2/2P5/4Bb2/PP2BPPP/R2QK2R w KQ - 0 11,"black realises the need to play Bxf3, anything else gives white even more of an edge"
21,Bxf3,e2f3,2kr1b1r/ppp1pppp/2n5/3P1q2/2P5/4BB2/PP3PPP/R2QK2R b KQ - 0 11,"either that or Ne5, e6 looks stronger as it allows the dark square bishop to be developed more quickly"
22,e6,e7e6,2kr1b1r/ppp2ppp/2n1p3/3P1q2/2P5/4BB2/PP3PPP/R2QK2R w KQ - 0 12,"either that or Ne5, e6 looks stronger as it allows the dark square bishop to be developed more quickly"
23,Bg4,f3g4,2kr1b1r/ppp2ppp/2n1p3/3P1q2/2P3B1/4B3/PP3PPP/R2QK2R b KQ - 1 12,?
24,Qe5,f5e5,2kr1b1r/ppp2ppp/2n1p3/3Pq3/2P3B1/4B3/PP3PPP/R2QK2R w KQ - 2 13,"? black should have played Qe4 winning a pawn, when white would have to fight hard to show an advantage."
25,Qe2,d1e2,2kr1b1r/ppp2ppp/2n1p3/3Pq3/2P3B1/4B3/PP2QPPP/R3K2R b KQ - 3 13,black forces the white king to move as Bd2 loses to 14...Bxd2  Kxd2 15. Qxb2  Ke3 16.Qd4  Kf3 17.Ne5
26,Bb4+,f8b4,2kr3r/ppp2ppp/2n1p3/3Pq3/1bP3B1/4B3/PP2QPPP/R3K2R w KQ - 4 14,black forces the white king to move as Bd2 loses to 14...Bxd2  Kxd2 15. Qxb2  Ke3 16.Qd4  Kf3 17.Ne5
27,Kf1,e1f1,2kr3r/ppp2ppp/2n1p3/3Pq3/1bP3B1/4B3/PP2QPPP/R4K1R b - - 5 14,"Nd4 is more active, but black might do better to play h5 or f5 driving away the light square bishop as the pin on the e6 pawn is quite strong."
28,Ne7,c6e7,2kr3r/ppp1nppp/4p3/3Pq3/1bP3B1/4B3/PP2QPPP/R4K1R w - - 6 15,"Nd4 is more active, but black might do better to play h5 or f5 driving away the light square bishop as the pin on the e6 pawn is quite strong."
29,dxe6,d5e6,2kr3r/ppp1nppp/4P3/4q3/1bP3B1/4B3/PP2QPPP/R4K1R b - - 0 15,again h5 attempting to drive the bishop away is prehaps a better try.
30,fxe6,f7e6,2kr3r/ppp1n1pp/4p3/4q3/1bP3B1/4B3/PP2QPPP/R4K1R w - - 0 16,again h5 attempting to drive the bishop away is prehaps a better try.
31,a3,a2a3,2kr3r/ppp1n1pp/4p3/4q3/1bP3B1/P3B3/1P2QPPP/R4K1R b - - 0 16,prehaps wrongly black aviods the exchanging of dark square bishops by Bc5
32,Bd6,b4d6,2kr3r/ppp1n1pp/3bp3/4q3/2P3B1/P3B3/1P2QPPP/R4K1R w - - 1 17,prehaps wrongly black aviods the exchanging of dark square bishops by Bc5
33,f4,f2f4,2kr3r/ppp1n1pp/3bp3/4q3/2P2PB1/P3B3/1P2Q1PP/R4K1R b - - 0 17,"although the white king looks in danger after this move in fact he is not, the black forces are in no position to attack the slightly exposed white king"
