N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hi everyone!

This game was part of the Sicilian Pelikan themed MT started by Concordborn.  It was a victory against an opponent with an optimum rating of 1903.  This is a long game spanning 69 moves.  I managed to be a pawn up in a Q & P ending and to shepherd my extra pawn to Glendadom.  Meanwhile, Henry had to run the gauntlet from the Wicked Witch of the West.  He did this by using an enemy pawn as a Human Shield.  After that, his two wives then covered him, aaaah!  Once the checks ran out my opponent waved the white flag.  Here is how it happened, folks - firstly here is the Gameknot Analysis.   http://gameknot.com/analyze-board.pl?bd=17526707&rnd=0.10930306846589815"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4. Nxd4 - the standard pawn trade.
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,4. Nxd4 - the standard pawn trade.
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,4. Nxd4 - the standard pawn trade.
5,d4,d2d4,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,4. Nxd4 - the standard pawn trade.
6,cxd4,c5d4,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,4. Nxd4 - the standard pawn trade.
7,Nxd4,f3d4,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,4. Nxd4 - the standard pawn trade.
8,Nf6,g8f6,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,7. Bg5 - pin.  This threatens BxN forcing PxB because if QxB?? then Nc7+.
9,Nc3,b1c3,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,7. Bg5 - pin.  This threatens BxN forcing PxB because if QxB?? then Nc7+.
10,e5,e7e5,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,7. Bg5 - pin.  This threatens BxN forcing PxB because if QxB?? then Nc7+.
11,Ndb5,d4b5,r1bqkb1r/pp1p1ppp/2n2n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,7. Bg5 - pin.  This threatens BxN forcing PxB because if QxB?? then Nc7+.
12,d6,d7d6,r1bqkb1r/pp3ppp/2np1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,7. Bg5 - pin.  This threatens BxN forcing PxB because if QxB?? then Nc7+.
13,Bg5,c1g5,r1bqkb1r/pp3ppp/2np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 7,7. Bg5 - pin.  This threatens BxN forcing PxB because if QxB?? then Nc7+.
14,a6,a7a6,r1bqkb1r/1p3ppp/p1np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 8,8....... b5 - threatening b4 forking the two knights.
15,Na3,b5a3,r1bqkb1r/1p3ppp/p1np1n2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 1 8,8....... b5 - threatening b4 forking the two knights.
16,b5,b7b5,r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 9,8....... b5 - threatening b4 forking the two knights.
17,Nd5,c3d5,r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 1 9,10. .... Bxf6 - B for N trade.
18,Be7,f8e7,r1bqk2r/4bppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R w KQkq - 2 10,10. .... Bxf6 - B for N trade.
19,Bxf6,g5f6,r1bqk2r/4bppp/p1np1B2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 0 10,10. .... Bxf6 - B for N trade.
20,Bxf6,e7f6,r1bqk2r/5ppp/p1np1b2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq - 0 11,10. .... Bxf6 - B for N trade.
21,c3,c2c3,r1bqk2r/5ppp/p1np1b2/1p1Np3/4P3/N1P5/PP3PPP/R2QKB1R b KQkq - 0 11,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
22,Bg5,f6g5,r1bqk2r/5ppp/p1np4/1p1Np1b1/4P3/N1P5/PP3PPP/R2QKB1R w KQkq - 1 12,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
23,Nc2,a3c2,r1bqk2r/5ppp/p1np4/1p1Np1b1/4P3/2P5/PPN2PPP/R2QKB1R b KQkq - 2 12,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
24,O-O,e8g8,r1bq1rk1/5ppp/p1np4/1p1Np1b1/4P3/2P5/PPN2PPP/R2QKB1R w KQ - 3 13,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
25,a4,a2a4,r1bq1rk1/5ppp/p1np4/1p1Np1b1/P3P3/2P5/1PN2PPP/R2QKB1R b KQ - 0 13,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
26,bxa4,b5a4,r1bq1rk1/5ppp/p1np4/3Np1b1/p3P3/2P5/1PN2PPP/R2QKB1R w KQ - 0 14,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
27,Rxa4,a1a4,r1bq1rk1/5ppp/p1np4/3Np1b1/R3P3/2P5/1PN2PPP/3QKB1R b K - 0 14,14. Rxa4 - pawn trade.  This pawn trade gives black a weak pawn on a6.  Such a trade happened in my game against Concordborn called Breakthrough which I went on to win.
28,Bb7,c8b7,r2q1rk1/1b3ppp/p1np4/3Np1b1/R3P3/2P5/1PN2PPP/3QKB1R w K - 1 15,17. ...... Qxf6 - N for B trade.
29,Bc4,f1c4,r2q1rk1/1b3ppp/p1np4/3Np1b1/R1B1P3/2P5/1PN2PPP/3QK2R b K - 2 15,17. ...... Qxf6 - N for B trade.
30,Kh8,g8h8,r2q1r1k/1b3ppp/p1np4/3Np1b1/R1B1P3/2P5/1PN2PPP/3QK2R w K - 3 16,17. ...... Qxf6 - N for B trade.
31,h4,h2h4,r2q1r1k/1b3ppp/p1np4/3Np1b1/R1B1P2P/2P5/1PN2PP1/3QK2R b K - 0 16,17. ...... Qxf6 - N for B trade.
32,Bf6,g5f6,r2q1r1k/1b3ppp/p1np1b2/3Np3/R1B1P2P/2P5/1PN2PP1/3QK2R w K - 1 17,17. ...... Qxf6 - N for B trade.
33,Nxf6,d5f6,r2q1r1k/1b3ppp/p1np1N2/4p3/R1B1P2P/2P5/1PN2PP1/3QK2R b K - 0 17,17. ...... Qxf6 - N for B trade.
34,Qxf6,d8f6,r4r1k/1b3ppp/p1np1q2/4p3/R1B1P2P/2P5/1PN2PP1/3QK2R w K - 0 18,17. ...... Qxf6 - N for B trade.
35,Qg4,d1g4,r4r1k/1b3ppp/p1np1q2/4p3/R1B1P1QP/2P5/1PN2PP1/4K2R b K - 1 18,21. ...... Bxd5 - another set of minor pieces plus a pawn have been traded.  Will black's bishop be better than my knight?  We shall see.
36,Ne7,c6e7,r4r1k/1b2nppp/p2p1q2/4p3/R1B1P1QP/2P5/1PN2PP1/4K2R w K - 2 19,21. ...... Bxd5 - another set of minor pieces plus a pawn have been traded.  Will black's bishop be better than my knight?  We shall see.
37,f3,f2f3,r4r1k/1b2nppp/p2p1q2/4p3/R1B1P1QP/2P2P2/1PN3P1/4K2R b K - 0 19,21. ...... Bxd5 - another set of minor pieces plus a pawn have been traded.  Will black's bishop be better than my knight?  We shall see.
38,d5,d6d5,r4r1k/1b2nppp/p4q2/3pp3/R1B1P1QP/2P2P2/1PN3P1/4K2R w K - 0 20,21. ...... Bxd5 - another set of minor pieces plus a pawn have been traded.  Will black's bishop be better than my knight?  We shall see.
