N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,c4,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,"This began nicely with the English Opening during which, I made a couple of errors. I was forced to desperately sacrifice most of my pieces in order to remain in the game."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
3,g3,g2g3,rnbqkb1r/pppppppp/5n2/8/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq - 0 2,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
4,e5,e7e5,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq - 0 3,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
5,Bg2,f1g2,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
6,Bc5,f8c5,rnbqk2r/pppp1ppp/5n2/2b1p3/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 2 4,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
7,e3,e2e3,rnbqk2r/pppp1ppp/5n2/2b1p3/2P5/4P1P1/PP1P1PBP/RNBQK1NR b KQkq - 0 4,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
8,d6,d7d6,rnbqk2r/ppp2ppp/3p1n2/2b1p3/2P5/4P1P1/PP1P1PBP/RNBQK1NR w KQkq - 0 5,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
9,a3,a2a3,rnbqk2r/ppp2ppp/3p1n2/2b1p3/2P5/P3P1P1/1P1P1PBP/RNBQK1NR b KQkq - 0 5,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
10,a6,a7a6,rnbqk2r/1pp2ppp/p2p1n2/2b1p3/2P5/P3P1P1/1P1P1PBP/RNBQK1NR w KQkq - 0 6,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
11,b4,b2b4,rnbqk2r/1pp2ppp/p2p1n2/2b1p3/1PP5/P3P1P1/3P1PBP/RNBQK1NR b KQkq - 0 6,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
12,Ba7,c5a7,rnbqk2r/bpp2ppp/p2p1n2/4p3/1PP5/P3P1P1/3P1PBP/RNBQK1NR w KQkq - 1 7,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
13,Nc3,b1c3,rnbqk2r/bpp2ppp/p2p1n2/4p3/1PP5/P1N1P1P1/3P1PBP/R1BQK1NR b KQkq - 2 7,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
14,O-O,e8g8,rnbq1rk1/bpp2ppp/p2p1n2/4p3/1PP5/P1N1P1P1/3P1PBP/R1BQK1NR w KQ - 3 8,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
15,Nge2,g1e2,rnbq1rk1/bpp2ppp/p2p1n2/4p3/1PP5/P1N1P1P1/3PNPBP/R1BQK2R b KQ - 4 8,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
16,c6,c7c6,rnbq1rk1/bp3ppp/p1pp1n2/4p3/1PP5/P1N1P1P1/3PNPBP/R1BQK2R w KQ - 0 9,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
17,h3,h2h3,rnbq1rk1/bp3ppp/p1pp1n2/4p3/1PP5/P1N1P1PP/3PNPB1/R1BQK2R b KQ - 0 9,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
18,Be6,c8e6,rn1q1rk1/bp3ppp/p1ppbn2/4p3/1PP5/P1N1P1PP/3PNPB1/R1BQK2R w KQ - 1 10,"At this point I should have raised my D pawn, since the black bishop is locked out of the game, I'm essentially a piece up. But no, instead I became too confident."
