N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,king pawn opeaning
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,same
3,d3,d2d3,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,trying to have control of the center
4,Bb4+,f8b4,rnbqk1nr/pppp1ppp/8/4p3/1b2P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3,check
5,c3,c2c3,rnbqk1nr/pppp1ppp/8/4p3/1b2P3/2PP4/PP3PPP/RNBQKBNR b KQkq - 0 3,block check
6,Ba5,b4a5,rnbqk1nr/pppp1ppp/8/b3p3/4P3/2PP4/PP3PPP/RNBQKBNR w KQkq - 1 4,moves back
7,Nf3,g1f3,rnbqk1nr/pppp1ppp/8/b3p3/4P3/2PP1N2/PP3PPP/RNBQKB1R b KQkq - 2 4,building minor pieces
8,Nf6,g8f6,rnbqk2r/pppp1ppp/5n2/b3p3/4P3/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 3 5,same
9,b4,b2b4,rnbqk2r/pppp1ppp/5n2/b3p3/1P2P3/2PP1N2/P4PPP/RNBQKB1R b KQkq - 0 5,attacking my bishop
10,Bb6,a5b6,rnbqk2r/pppp1ppp/1b3n2/4p3/1P2P3/2PP1N2/P4PPP/RNBQKB1R w KQkq - 1 6,moved back
11,Ba3,c1a3,rnbqk2r/pppp1ppp/1b3n2/4p3/1P2P3/B1PP1N2/P4PPP/RN1QKB1R b KQkq - 2 6,moves bishop
12,O-O,e8g8,rnbq1rk1/pppp1ppp/1b3n2/4p3/1P2P3/B1PP1N2/P4PPP/RN1QKB1R w KQ - 3 7,castle king side
13,g3,g2g3,rnbq1rk1/pppp1ppp/1b3n2/4p3/1P2P3/B1PP1NP1/P4P1P/RN1QKB1R b KQ - 0 7,moves pawn
14,Nc6,b8c6,r1bq1rk1/pppp1ppp/1bn2n2/4p3/1P2P3/B1PP1NP1/P4P1P/RN1QKB1R w KQ - 1 8,3 of minor pieces out
15,Bh3,f1h3,r1bq1rk1/pppp1ppp/1bn2n2/4p3/1P2P3/B1PP1NPB/P4P1P/RN1QK2R b KQ - 2 8,moves bishop
16,d6,d7d6,r1bq1rk1/ppp2ppp/1bnp1n2/4p3/1P2P3/B1PP1NPB/P4P1P/RN1QK2R w KQ - 0 9,moves pawn
17,Bxc8,h3c8,r1Bq1rk1/ppp2ppp/1bnp1n2/4p3/1P2P3/B1PP1NP1/P4P1P/RN1QK2R b KQ - 0 9,lost bishop
18,Qxc8,d8c8,r1q2rk1/ppp2ppp/1bnp1n2/4p3/1P2P3/B1PP1NP1/P4P1P/RN1QK2R w KQ - 0 10,takes bishop
19,Nbd2,b1d2,r1q2rk1/ppp2ppp/1bnp1n2/4p3/1P2P3/B1PP1NP1/P2N1P1P/R2QK2R b KQ - 1 10,moves knight
20,a5,a7a5,r1q2rk1/1pp2ppp/1bnp1n2/p3p3/1P2P3/B1PP1NP1/P2N1P1P/R2QK2R w KQ - 0 11,movespawn
