N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,1. g6 - keeping my options open.
2,g6,g7g6,rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1. g6 - keeping my options open.
3,e4,e2e4,rnbqkbnr/pppppp1p/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,ID  3.e5 is probably too committal too soon. 3...d6 looks like a fine reply (rather than the text move 3...d5).
4,Bg7,f8g7,rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,ID  3.e5 is probably too committal too soon. 3...d6 looks like a fine reply (rather than the text move 3...d5).
5,e5,e4e5,rnbqk1nr/ppppppbp/6p1/4P3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,ID  3.e5 is probably too committal too soon. 3...d6 looks like a fine reply (rather than the text move 3...d5).
6,d5,d7d5,rnbqk1nr/ppp1ppbp/6p1/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq d6 0 4,3. d5 - I try to bust white's centre.
7,Nc3,b1c3,rnbqk1nr/ppp1ppbp/6p1/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 4,"ID - 6...c6 looks like a loss of tempo, but the subsequent moves fit very well with it. Reserving the ...c5 break for the nonce?"
8,e6,e7e6,rnbqk1nr/ppp2pbp/4p1p1/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5,"ID - 6...c6 looks like a loss of tempo, but the subsequent moves fit very well with it. Reserving the ...c5 break for the nonce?"
9,Nf3,g1f3,rnbqk1nr/ppp2pbp/4p1p1/3pP3/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 5,"ID - 6...c6 looks like a loss of tempo, but the subsequent moves fit very well with it. Reserving the ...c5 break for the nonce?"
10,Ne7,g8e7,rnbqk2r/ppp1npbp/4p1p1/3pP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,"ID - 6...c6 looks like a loss of tempo, but the subsequent moves fit very well with it. Reserving the ...c5 break for the nonce?"
11,Bg5,c1g5,rnbqk2r/ppp1npbp/4p1p1/3pP1B1/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq - 3 6,"ID - 6...c6 looks like a loss of tempo, but the subsequent moves fit very well with it. Reserving the ...c5 break for the nonce?"
12,c6,c7c6,rnbqk2r/pp2npbp/2p1p1p1/3pP1B1/3P4/2N2N2/PPP2PPP/R2QKB1R w KQkq - 0 7,"ID - 6...c6 looks like a loss of tempo, but the subsequent moves fit very well with it. Reserving the ...c5 break for the nonce?"
13,Qd2,d1d2,rnbqk2r/pp2npbp/2p1p1p1/3pP1B1/3P4/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 1 7,7. ... Qc7 moves out of awkward pin and doubly protects Kt.
14,Qc7,d8c7,rnb1k2r/ppq1npbp/2p1p1p1/3pP1B1/3P4/2N2N2/PPPQ1PPP/R3KB1R w KQkq - 2 8,7. ... Qc7 moves out of awkward pin and doubly protects Kt.
15,g4,g2g4,rnb1k2r/ppq1npbp/2p1p1p1/3pP1B1/3P2P1/2N2N2/PPPQ1P1P/R3KB1R b KQkq - 0 8,"9. Bh6 - nasty, nasty.  I don't want his Q to go to h6 after B trade, nor do I want him to take my bishop and force my King Rook to move to g8 preventing king side castling and allowing the WQ to follow to h6.  So I castle and hope for the best."
16,b6,b7b6,rnb1k2r/p1q1npbp/1pp1p1p1/3pP1B1/3P2P1/2N2N2/PPPQ1P1P/R3KB1R w KQkq - 0 9,"9. Bh6 - nasty, nasty.  I don't want his Q to go to h6 after B trade, nor do I want him to take my bishop and force my King Rook to move to g8 preventing king side castling and allowing the WQ to follow to h6.  So I castle and hope for the best."
17,Bh6,g5h6,rnb1k2r/p1q1npbp/1pp1p1pB/3pP3/3P2P1/2N2N2/PPPQ1P1P/R3KB1R b KQkq - 1 9,"9. Bh6 - nasty, nasty.  I don't want his Q to go to h6 after B trade, nor do I want him to take my bishop and force my King Rook to move to g8 preventing king side castling and allowing the WQ to follow to h6.  So I castle and hope for the best."
18,O-O,e8g8,rnb2rk1/p1q1npbp/1pp1p1pB/3pP3/3P2P1/2N2N2/PPPQ1P1P/R3KB1R w KQ - 2 10,"11.  ... Nd7 - I complete my development as quickly as possible.

ID - I'm not sure what to make of the ...Ne7-c8-d6 regrouping, but seemed to work out OK. I would have looked seriously at ...c5 at some point hereabouts, but Black does have to worry about that backward pawn on the half-open e-file... The White knight is masking it for the moment, but he can build up his heavy pieces on the e-file. I think White has the edge, but Black certainly has plenty of play for the moment."
