N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Today on ""I annotate a game"" I wanted to start a little series. I have recently been playing around with the Evan's gambit and am trying to learn it properly. As part of this process I thought that I would annotate my games, good or bad, win or lose, and show you my thought process as it evolves. As it turns out this game was a great one to start on as I got a great position and went in for a crushing attack and was better very quickly. Doesn't always work out this way, but this game was nice."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"If black plays instead Nf6 I've also been playing around with the Max Lange attack, a very similar opening in a lot of ways."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"If black plays instead Nf6 I've also been playing around with the Max Lange attack, a very similar opening in a lot of ways."
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"If black plays instead Nf6 I've also been playing around with the Max Lange attack, a very similar opening in a lot of ways."
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,"If black plays instead Nf6 I've also been playing around with the Max Lange attack, a very similar opening in a lot of ways."
6,Bc5,f8c5,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,"If black plays instead Nf6 I've also been playing around with the Max Lange attack, a very similar opening in a lot of ways."
7,b4,b2b4,r1bqk1nr/pppp1ppp/2n5/2b1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R b KQkq - 0 4,"Signifying the Evan's Gambit. The idea behind this attack and many similar opening gambits is to sacrifice a pawn for active counterplay on some part of the board, relying on compensation for the pawn. What is the compensation here? White intends to castle quickly, get the rooks in the middle and somehow keep black's king in the middle to attack. Alternatively there is often a strong attack against the f7 pawn if black castles with the bishop on c8 undeveloped. So white is playing against passive pieces and a slightly airy king. Lets see how this one goes."
8,Bxb4,c5b4,r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq - 0 5,"The most critical lines of a gambit are ones where the sacrifice is accepted. It is not considered a good idea to take with the knight, and on move 5.. we will explain this further.  Suffice to say if you are going to take, bishop is best. If you wish to decline, Bb6 is fine, and if I play game in that line I'll also annotate to see what we can learn about that position. Enough to say it is also a reasonable alternative."
9,c3,c2c3,r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/2P2N2/P2P1PPP/RNBQK2R b KQkq - 0 5,Pushing the bishop back with tempo.
10,Ba5,b4a5,r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQK2R w KQkq - 1 6,"You might wonder why not Bc5 and the position is very similar to the earlier position on move 3 but white has given up a pawn. Not so. If 5..Bc5 then 6. d4 exd4 7. cxd4 and white has a very strong center and easy development. Black's pieces are awkward and has a lot of problems to overcome. This whole idea is why taking with the knight on the previous move doesn't really work. White still just plays c3 here, and d4 next, with a nice center, easy development and soon will look for a strong attack. 5..Ba5 aims to stop all that because if d4 then the c3 pawn is pinned to the king and can't retake, making that strong center. Which white player would try that."
