N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Queen pawn opeing for white.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,Standard response for black.
3,e3,e2e3,rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,Not sure if this has a name.
4,c5,c7c5,rnbqkbnr/pp2pppp/8/2pp4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,Black turns the tables and doe a little reverse Queens Gambit action.
5,Nc3,b1c3,rnbqkbnr/pp2pppp/8/2pp4/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq - 1 3,White declines the gambit.
6,cxd4,c5d4,rnbqkbnr/pp2pppp/8/3p4/3p4/2N1P3/PPP2PPP/R1BQKBNR w KQkq - 0 4,Never a bad idea for a C pawn to take a D pawn.
7,exd4,e3d4,rnbqkbnr/pp2pppp/8/3p4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,Now black has E and D pawns in place but white has lost the E pawn.  Could be bad for white.
8,Nf6,g8f6,rnbqkb1r/pp2pppp/5n2/3p4/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,Standard development.
9,Bd3,f1d3,rnbqkb1r/pp2pppp/5n2/3p4/3P4/2NB4/PPP2PPP/R1BQK1NR b KQkq - 2 5,Development.
10,Nc6,b8c6,r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 3 6,Black threatens white D pawn.
11,Nf3,g1f3,r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 4 6,White protects and develops.
12,Bg4,c8g4,r2qkb1r/pp2pppp/2n2n2/3p4/3P2b1/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 5 7,Black threatens the protector.
13,h3,h2h3,r2qkb1r/pp2pppp/2n2n2/3p4/3P2b1/2NB1N1P/PPP2PP1/R1BQK2R b KQkq - 0 7,White says do it or get off the pot.
14,Bxf3,g4f3,r2qkb1r/pp2pppp/2n2n2/3p4/3P4/2NB1b1P/PPP2PP1/R1BQK2R w KQkq - 0 8,Black takes the protector which leaves the white D pawn unprotected
15,Qxf3,d1f3,r2qkb1r/pp2pppp/2n2n2/3p4/3P4/2NB1Q1P/PPP2PP1/R1B1K2R b KQkq - 0 8,Score is now even.
16,Nxd4,c6d4,r2qkb1r/pp2pppp/5n2/3p4/3n4/2NB1Q1P/PPP2PP1/R1B1K2R w KQkq - 0 9,Black takes is bounty and it now one point up.
17,Qf4,f3f4,r2qkb1r/pp2pppp/5n2/3p4/3n1Q2/2NB3P/PPP2PP1/R1B1K2R b KQkq - 1 9,Queen moves out of jeopardy.
18,Nc6,d4c6,r2qkb1r/pp2pppp/2n2n2/3p4/5Q2/2NB3P/PPP2PP1/R1B1K2R w KQkq - 2 10,Black Knight goes home.
19,Bb5,d3b5,r2qkb1r/pp2pppp/2n2n2/1B1p4/5Q2/2N4P/PPP2PP1/R1B1K2R b KQkq - 3 10,White pins the black horse.
20,e6,e7e6,r2qkb1r/pp3ppp/2n1pn2/1B1p4/5Q2/2N4P/PPP2PP1/R1B1K2R w KQkq - 0 11,Black ignores the threat and develops a pawn.
