N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Philidor's Defense.An interesting chioce by this expert because you don't see it too often, but I've been working with variations of this for years. The immediate problem for Black is the f8 bishop."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Philidor's Defense.An interesting chioce by this expert because you don't see it too often, but I've been working with variations of this for years. The immediate problem for Black is the f8 bishop."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"Philidor's Defense.An interesting chioce by this expert because you don't see it too often, but I've been working with variations of this for years. The immediate problem for Black is the f8 bishop."
4,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"Philidor's Defense.An interesting chioce by this expert because you don't see it too often, but I've been working with variations of this for years. The immediate problem for Black is the f8 bishop."
5,Bc4,f1c4,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,Bc4?!  d4 is better.
6,Be6,c8e6,rn1qkbnr/ppp2ppp/3pb3/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,Be6? Putting it to my king bishop right away in a very risky manner.
7,Bxe6,c4e6,rn1qkbnr/ppp2ppp/3pB3/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4,"I considered Bb3 but giving him this weakness without compensation or development this early can't be passed up. An immediate king-side attack is necessary now.
In Bernstein vs Tartakover,1937, Black had a similar idea but developed his pieces a bit more and planned it out: e4...e5,Nf3...d6,d4...Nf6,PxP...NxP,Bc4...Be6,BxB...PxB,Qe2...d4,Qb5?...Nc6!,Nd4...Qd7, QxNP?...Bb4+!
It's all over in a few more moves with a double rook sacrifice by Black and an unstoppable mate threat."
8,fxe6,f7e6,rn1qkbnr/ppp3pp/3pp3/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,"I considered Bb3 but giving him this weakness without compensation or development this early can't be passed up. An immediate king-side attack is necessary now.
In Bernstein vs Tartakover,1937, Black had a similar idea but developed his pieces a bit more and planned it out: e4...e5,Nf3...d6,d4...Nf6,PxP...NxP,Bc4...Be6,BxB...PxB,Qe2...d4,Qb5?...Nc6!,Nd4...Qd7, QxNP?...Bb4+!
It's all over in a few more moves with a double rook sacrifice by Black and an unstoppable mate threat."
9,d4,d2d4,rn1qkbnr/ppp3pp/3pp3/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5,Nf5!
10,exd4,e5d4,rn1qkbnr/ppp3pp/3pp3/8/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 6,Nf5!
11,Nxd4,f3d4,rn1qkbnr/ppp3pp/3pp3/8/3NP3/8/PPP2PPP/RNBQK2R b KQkq - 0 6,Nf5!
12,Nf6,g8f6,rn1qkb1r/ppp3pp/3ppn2/8/3NP3/8/PPP2PPP/RNBQK2R w KQkq - 1 7,Nf5!
13,Qd3,d1d3,rn1qkb1r/ppp3pp/3ppn2/8/3NP3/3Q4/PPP2PPP/RNB1K2R b KQkq - 2 7,Nf5!
14,Qc8,d8c8,rnq1kb1r/ppp3pp/3ppn2/8/3NP3/3Q4/PPP2PPP/RNB1K2R w KQkq - 3 8,Nf5!
15,Nc3,b1c3,rnq1kb1r/ppp3pp/3ppn2/8/3NP3/2NQ4/PPP2PPP/R1B1K2R b KQkq - 4 8,Nf5!
16,e5,e6e5,rnq1kb1r/ppp3pp/3p1n2/4p3/3NP3/2NQ4/PPP2PPP/R1B1K2R w KQkq - 0 9,Nf5!
17,Nf5,d4f5,rnq1kb1r/ppp3pp/3p1n2/4pN2/4P3/2NQ4/PPP2PPP/R1B1K2R b KQkq - 1 9,Nf5!
18,g6,g7g6,rnq1kb1r/ppp4p/3p1np1/4pN2/4P3/2NQ4/PPP2PPP/R1B1K2R w KQkq - 0 10,"With a weakened king side and poor developement, Black tries a counter-attack."
