N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,this is a mirror of the most popular opening today. 1e4...2Nf3 are probably the most common moves to start a game
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,this is a mirror of the most popular opening today. 1e4...2Nf3 are probably the most common moves to start a game
3,Nc3,b1c3,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,this is a mirror of the most popular opening today. 1e4...2Nf3 are probably the most common moves to start a game
4,c6,c7c6,rnbqkbnr/pp2pppp/2p5/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,"You almost never see this, though I don't know why. it's not a BAD move, it's just not all that good. the only downside is Nc6 is no longer a playable move"
5,g3,g2g3,rnbqkbnr/pp2pppp/2p5/3p4/3P4/2N3P1/PPP1PP1P/R1BQKBNR b KQkq - 0 3,fiancetto
6,Qd6,d8d6,rnb1kbnr/pp2pppp/2pq4/3p4/3P4/2N3P1/PPP1PP1P/R1BQKBNR w KQkq - 1 4,"This is the beginning of blacks kingside attack. He sees the potential super castle with Bg2, Nf3."
7,Bg2,f1g2,rnb1kbnr/pp2pppp/2pq4/3p4/3P4/2N3P1/PPP1PPBP/R1BQK1NR b KQkq - 2 4,I play along with black for awhile.
8,Nf6,g8f6,rnb1kb1r/pp2pppp/2pq1n2/3p4/3P4/2N3P1/PPP1PPBP/R1BQK1NR w KQkq - 3 5,"Ng4 is an amazing spot for black in a kingside attack, because it is almost always unguarded."
9,Nf3,g1f3,rnb1kb1r/pp2pppp/2pq1n2/3p4/3P4/2N2NP1/PPP1PPBP/R1BQK2R b KQkq - 4 5,this is where the game gets fun.
10,Ng4,f6g4,rnb1kb1r/pp2pppp/2pq4/3p4/3P2n1/2N2NP1/PPP1PPBP/R1BQK2R w KQkq - 5 6,this is where the game gets fun.
