N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"The Croatian captain was at Wembly, when the Croatian football team beat England, and he was hoping to re-create this upset, by playing a weak side against us. Bad move! I beat my opponent very easily in both games. Here is one of the games"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,This is all standard open Sicilian
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,This is all standard open Sicilian
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,This is all standard open Sicilian
5,d4,d2d4,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,This is all standard open Sicilian
6,cxd4,c5d4,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,This is all standard open Sicilian
7,Nxd4,f3d4,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,This is all standard open Sicilian
8,Nf6,g8f6,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,This is all standard open Sicilian
9,Nc3,b1c3,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,This is all standard open Sicilian
10,d6,d7d6,r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,"6. Be2 is playable, but not as aggressive as Bc4 or Bg5. e5 looks like a blunder, as it leave black with a backward pawn on d6, but is known as the Boleslavsky variation, and is quite playable. (It may even be the best move for black in the position, I usually play it, given a chance)"
11,Be2,f1e2,r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq - 1 6,"6. Be2 is playable, but not as aggressive as Bc4 or Bg5. e5 looks like a blunder, as it leave black with a backward pawn on d6, but is known as the Boleslavsky variation, and is quite playable. (It may even be the best move for black in the position, I usually play it, given a chance)"
12,e5,e7e5,r1bqkb1r/pp3ppp/2np1n2/4p3/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 0 7,"6. Be2 is playable, but not as aggressive as Bc4 or Bg5. e5 looks like a blunder, as it leave black with a backward pawn on d6, but is known as the Boleslavsky variation, and is quite playable. (It may even be the best move for black in the position, I usually play it, given a chance)"
13,Nb3,d4b3,r1bqkb1r/pp3ppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQK2R b KQkq - 1 7,"In most variations black advances the queen side pawns with a6 and b5, but in this variation of the Boleslavsky a5 is best, threatening a4"
14,Be7,f8e7,r1bqk2r/pp2bppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQK2R w KQkq - 2 8,"In most variations black advances the queen side pawns with a6 and b5, but in this variation of the Boleslavsky a5 is best, threatening a4"
15,Be3,c1e3,r1bqk2r/pp2bppp/2np1n2/4p3/4P3/1NN1B3/PPP1BPPP/R2QK2R b KQkq - 3 8,"In most variations black advances the queen side pawns with a6 and b5, but in this variation of the Boleslavsky a5 is best, threatening a4"
16,O-O,e8g8,r1bq1rk1/pp2bppp/2np1n2/4p3/4P3/1NN1B3/PPP1BPPP/R2QK2R w KQ - 4 9,"In most variations black advances the queen side pawns with a6 and b5, but in this variation of the Boleslavsky a5 is best, threatening a4"
17,f3,f2f3,r1bq1rk1/pp2bppp/2np1n2/4p3/4P3/1NN1BP2/PPP1B1PP/R2QK2R b KQ - 0 9,"In most variations black advances the queen side pawns with a6 and b5, but in this variation of the Boleslavsky a5 is best, threatening a4"
18,a5,a7a5,r1bq1rk1/1p2bppp/2np1n2/p3p3/4P3/1NN1BP2/PPP1B1PP/R2QK2R w KQ - 0 10,"In most variations black advances the queen side pawns with a6 and b5, but in this variation of the Boleslavsky a5 is best, threatening a4"
19,g4,g2g4,r1bq1rk1/1p2bppp/2np1n2/p3p3/4P1P1/1NN1BP2/PPP1B2P/R2QK2R b KQ - 0 10,"White makes a horrible mistake, ignoring my threat and a wild swipe on the King side. So I carry out my threat. I am out of my opening databases now, none of them include 10.g4"
20,a4,a5a4,r1bq1rk1/1p2bppp/2np1n2/4p3/p3P1P1/1NN1BP2/PPP1B2P/R2QK2R w KQ - 0 11,"And now I am able to play d5, blowing open the centre, and getting rid of my backward pawn."
21,Nd2,b3d2,r1bq1rk1/1p2bppp/2np1n2/4p3/p3P1P1/2N1BP2/PPPNB2P/R2QK2R b KQ - 1 11,"And now I am able to play d5, blowing open the centre, and getting rid of my backward pawn."
22,a3,a4a3,r1bq1rk1/1p2bppp/2np1n2/4p3/4P1P1/p1N1BP2/PPPNB2P/R2QK2R w KQ - 0 12,"And now I am able to play d5, blowing open the centre, and getting rid of my backward pawn."
23,b3,b2b3,r1bq1rk1/1p2bppp/2np1n2/4p3/4P1P1/pPN1BP2/P1PNB2P/R2QK2R b KQ - 0 12,"And now I am able to play d5, blowing open the centre, and getting rid of my backward pawn."
24,d5,d6d5,r1bq1rk1/1p2bppp/2n2n2/3pp3/4P1P1/pPN1BP2/P1PNB2P/R2QK2R w KQ - 0 13,"And now I am able to play d5, blowing open the centre, and getting rid of my backward pawn."
