N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,Nf3,g1f3,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,"this is what Freddy plays, so do i."
2,f5,f7f5,rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,ahhh... the dutch
3,d4,d2d4,rnbqkbnr/ppppp1pp/8/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,planning to go Bg7 and direct his DSB on the a1 thru h8 file.
4,g6,g7g6,rnbqkbnr/ppppp2p/6p1/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,planning to go Bg7 and direct his DSB on the a1 thru h8 file.
5,g3,g2g3,rnbqkbnr/ppppp2p/6p1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,stonewall
6,d5,d7d5,rnbqkbnr/ppp1p2p/6p1/3p1p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,stonewall
7,Bg2,f1g2,rnbqkbnr/ppp1p2p/6p1/3p1p2/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 1 4,king safely
8,Nf6,g8f6,rnbqkb1r/ppp1p2p/5np1/3p1p2/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5,king safely
9,O-O,e1g1,rnbqkb1r/ppp1p2p/5np1/3p1p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,king safely
10,c6,c7c6,rnbqkb1r/pp2p2p/2p2np1/3p1p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 0 6,attacking in the centre.
11,Nbd2,b1d2,rnbqkb1r/pp2p2p/2p2np1/3p1p2/3P4/5NP1/PPPNPPBP/R1BQ1RK1 b kq - 1 6,attacking in the centre.
12,Bg7,f8g7,rnbqk2r/pp2p1bp/2p2np1/3p1p2/3P4/5NP1/PPPNPPBP/R1BQ1RK1 w kq - 2 7,attacking in the centre.
13,c4,c2c4,rnbqk2r/pp2p1bp/2p2np1/3p1p2/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq - 0 7,attacking in the centre.
14,O-O,e8g8,rnbq1rk1/pp2p1bp/2p2np1/3p1p2/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 w - - 1 8,taking advantage of the weak e5 square.
15,Ne5,f3e5,rnbq1rk1/pp2p1bp/2p2np1/3pNp2/2PP4/6P1/PP1NPPBP/R1BQ1RK1 b - - 2 8,taking advantage of the weak e5 square.
16,Nbd7,b8d7,r1bq1rk1/pp1np1bp/2p2np1/3pNp2/2PP4/6P1/PP1NPPBP/R1BQ1RK1 w - - 3 9,my knight is not going anywhere!
17,f4,f2f4,r1bq1rk1/pp1np1bp/2p2np1/3pNp2/2PP1P2/6P1/PP1NP1BP/R1BQ1RK1 b - - 0 9,my knight is not going anywhere!
