N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,normal
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,same
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,knight
4,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,pawn wall
5,Nc3,b1c3,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,"minior piece
 I am white"
6,Nc6,b8c6,r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 2 4,same
7,Bc4,f1c4,r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,same
8,Nf6,g8f6,r1bqkb1r/ppp2ppp/2np1n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 4 5,same
9,O-O,e1g1,r1bqkb1r/ppp2ppp/2np1n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 5 5,castle
10,h5,h7h5,r1bqkb1r/ppp2pp1/2np1n2/4p2p/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 0 6,what is black doing here. I do not see the point of moving this piece
11,d3,d2d3,r1bqkb1r/ppp2pp1/2np1n2/4p2p/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 0 6,pawn wall
12,Nd4,c6d4,r1bqkb1r/ppp2pp1/3p1n2/4p2p/2BnP3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 1 7,minor piece
13,Bg5,c1g5,r1bqkb1r/ppp2pp1/3p1n2/4p1Bp/2BnP3/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 2 7,same
14,Qd7,d8d7,r1b1kb1r/pppq1pp1/3p1n2/4p1Bp/2BnP3/2NP1N2/PPP2PPP/R2Q1RK1 w kq - 3 8,queen
15,b4,b2b4,r1b1kb1r/pppq1pp1/3p1n2/4p1Bp/1PBnP3/2NP1N2/P1P2PPP/R2Q1RK1 b kq - 0 8,pawn
16,a6,a7a6,r1b1kb1r/1ppq1pp1/p2p1n2/4p1Bp/1PBnP3/2NP1N2/P1P2PPP/R2Q1RK1 w kq - 0 9,same
17,Bh4,g5h4,r1b1kb1r/1ppq1pp1/p2p1n2/4p2p/1PBnP2B/2NP1N2/P1P2PPP/R2Q1RK1 b kq - 1 9,why did i move my bishop back
18,b5,b7b5,r1b1kb1r/2pq1pp1/p2p1n2/1p2p2p/1PBnP2B/2NP1N2/P1P2PPP/R2Q1RK1 w kq - 0 10,pawn wall
19,Bb3,c4b3,r1b1kb1r/2pq1pp1/p2p1n2/1p2p2p/1P1nP2B/1BNP1N2/P1P2PPP/R2Q1RK1 b kq - 1 10,safe
20,Qc6,d7c6,r1b1kb1r/2p2pp1/p1qp1n2/1p2p2p/1P1nP2B/1BNP1N2/P1P2PPP/R2Q1RK1 w kq - 2 11,queen
