N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,c4,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,after the horse
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,after the horse
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 1 2,after the horse
4,e4,e5e4,rnbqkbnr/pppp1ppp/8/8/2P1p3/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,give him no break :))
5,Nd4,f3d4,rnbqkbnr/pppp1ppp/8/8/2PNp3/8/PP1PPPPP/RNBQKB1R b KQkq - 1 3,give him no break :))
6,c5,c7c5,rnbqkbnr/pp1p1ppp/8/2p5/2PNp3/8/PP1PPPPP/RNBQKB1R w KQkq - 0 4,give him no break :))
7,Nb5,d4b5,rnbqkbnr/pp1p1ppp/8/1Np5/2P1p3/8/PP1PPPPP/RNBQKB1R b KQkq - 1 4,give him no break :))
8,a6,a7a6,rnbqkbnr/1p1p1ppp/p7/1Np5/2P1p3/8/PP1PPPPP/RNBQKB1R w KQkq - 0 5,give him no break :))
9,Nb5c3,b5c3,rnbqkbnr/1p1p1ppp/p7/2p5/2P1p3/2N5/PP1PPPPP/RNBQKB1R b KQkq - 1 5,rearrange for attack
10,f5,f7f5,rnbqkbnr/1p1p2pp/p7/2p2p2/2P1p3/2N5/PP1PPPPP/RNBQKB1R w KQkq - 0 6,rearrange for attack
11,d3,d2d3,rnbqkbnr/1p1p2pp/p7/2p2p2/2P1p3/2NP4/PP2PPPP/RNBQKB1R b KQkq - 0 6,rearrange for attack
12,Qe7,d8e7,rnb1kbnr/1p1pq1pp/p7/2p2p2/2P1p3/2NP4/PP2PPPP/RNBQKB1R w KQkq - 1 7,rearrange for attack
13,dxe4,d3e4,rnb1kbnr/1p1pq1pp/p7/2p2p2/2P1P3/2N5/PP2PPPP/RNBQKB1R b KQkq - 0 7,rearrange for attack
14,fxe4,f5e4,rnb1kbnr/1p1pq1pp/p7/2p5/2P1p3/2N5/PP2PPPP/RNBQKB1R w KQkq - 0 8,rearrange for attack
15,e3,e2e3,rnb1kbnr/1p1pq1pp/p7/2p5/2P1p3/2N1P3/PP3PPP/RNBQKB1R b KQkq - 0 8,rearrange for attack
16,d6,d7d6,rnb1kbnr/1p2q1pp/p2p4/2p5/2P1p3/2N1P3/PP3PPP/RNBQKB1R w KQkq - 0 9,rearrange for attack
17,Nd5,c3d5,rnb1kbnr/1p2q1pp/p2p4/2pN4/2P1p3/4P3/PP3PPP/RNBQKB1R b KQkq - 1 9,rearrange for attack
18,Qd8,e7d8,rnbqkbnr/1p4pp/p2p4/2pN4/2P1p3/4P3/PP3PPP/RNBQKB1R w KQkq - 2 10,rearrange for attack
19,Nbc3,b1c3,rnbqkbnr/1p4pp/p2p4/2pN4/2P1p3/2N1P3/PP3PPP/R1BQKB1R b KQkq - 3 10,rearrange for attack
20,Be6,c8e6,rn1qkbnr/1p4pp/p2pb3/2pN4/2P1p3/2N1P3/PP3PPP/R1BQKB1R w KQkq - 4 11,rearrange for attack
21,Nxe4,c3e4,rn1qkbnr/1p4pp/p2pb3/2pN4/2P1N3/4P3/PP3PPP/R1BQKB1R b KQkq - 0 11,rearrange for attack
22,Be7,f8e7,rn1qk1nr/1p2b1pp/p2pb3/2pN4/2P1N3/4P3/PP3PPP/R1BQKB1R w KQkq - 1 12,rearrange for attack
