N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Fischer loved to play the Sicilian Defense as Black.
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Fischer loved to play the Sicilian Defense as Black.
3,Ne2,g1e2,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPPNPPP/RNBQKB1R b KQkq - 1 2,Fischer loved to play the Sicilian Defense as Black.
4,d6,d7d6,rnbqkbnr/pp2pppp/3p4/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3,Fischer loved to play the Sicilian Defense as Black.
5,g3,g2g3,rnbqkbnr/pp2pppp/3p4/2p5/4P3/6P1/PPPPNP1P/RNBQKB1R b KQkq - 0 3,Keres adopts a rather passive response.
6,g6,g7g6,rnbqkbnr/pp2pp1p/3p2p1/2p5/4P3/6P1/PPPPNP1P/RNBQKB1R w KQkq - 0 4,Keres adopts a rather passive response.
7,Bg2,f1g2,rnbqkbnr/pp2pp1p/3p2p1/2p5/4P3/6P1/PPPPNPBP/RNBQK2R b KQkq - 1 4,Keres adopts a rather passive response.
8,Bg7,f8g7,rnbqk1nr/pp2ppbp/3p2p1/2p5/4P3/6P1/PPPPNPBP/RNBQK2R w KQkq - 2 5,Keres adopts a rather passive response.
9,O-O,e1g1,rnbqk1nr/pp2ppbp/3p2p1/2p5/4P3/6P1/PPPPNPBP/RNBQ1RK1 b kq - 3 5,Keres adopts a rather passive response.
10,Nc6,b8c6,r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/6P1/PPPPNPBP/RNBQ1RK1 w kq - 4 6,The game is perfectly level.
11,c3,c2c3,r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2P3P1/PP1PNPBP/RNBQ1RK1 b kq - 0 6,The game is perfectly level.
12,e5,e7e5,r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2P3P1/PP1PNPBP/RNBQ1RK1 w kq - 0 7,The game is perfectly level.
13,d3,d2d3,r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2PP2P1/PP2NPBP/RNBQ1RK1 b kq - 0 7,The game is perfectly level.
14,Nge7,g8e7,r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/2PP2P1/PP2NPBP/RNBQ1RK1 w kq - 1 8,The game is perfectly level.
15,a3,a2a3,r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/P1PP2P1/1P2NPBP/RNBQ1RK1 b kq - 0 8,The Pawn exchange has slightly exposed Keres' King.
16,O-O,e8g8,r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/P1PP2P1/1P2NPBP/RNBQ1RK1 w - - 1 9,The Pawn exchange has slightly exposed Keres' King.
17,b4,b2b4,r1bq1rk1/pp2npbp/2np2p1/2p1p3/1P2P3/P1PP2P1/4NPBP/RNBQ1RK1 b - - 0 9,The Pawn exchange has slightly exposed Keres' King.
18,b6,b7b6,r1bq1rk1/p3npbp/1pnp2p1/2p1p3/1P2P3/P1PP2P1/4NPBP/RNBQ1RK1 w - - 0 10,The Pawn exchange has slightly exposed Keres' King.
19,f4,f2f4,r1bq1rk1/p3npbp/1pnp2p1/2p1p3/1P2PP2/P1PP2P1/4N1BP/RNBQ1RK1 b - - 0 10,The Pawn exchange has slightly exposed Keres' King.
20,exf4,e5f4,r1bq1rk1/p3npbp/1pnp2p1/2p5/1P2Pp2/P1PP2P1/4N1BP/RNBQ1RK1 w - - 0 11,The Pawn exchange has slightly exposed Keres' King.
21,gxf4,g3f4,r1bq1rk1/p3npbp/1pnp2p1/2p5/1P2PP2/P1PP4/4N1BP/RNBQ1RK1 b - - 0 11,The Pawn exchange has slightly exposed Keres' King.
22,d5,d6d5,r1bq1rk1/p3npbp/1pn3p1/2pp4/1P2PP2/P1PP4/4N1BP/RNBQ1RK1 w - - 0 12,Fischer always was aggressive.
23,e5,e4e5,r1bq1rk1/p3npbp/1pn3p1/2ppP3/1P3P2/P1PP4/4N1BP/RNBQ1RK1 b - - 0 12,Fischer always was aggressive.
24,Bg4,c8g4,r2q1rk1/p3npbp/1pn3p1/2ppP3/1P3Pb1/P1PP4/4N1BP/RNBQ1RK1 w - - 1 13,Fischer always was aggressive.
25,h3,h2h3,r2q1rk1/p3npbp/1pn3p1/2ppP3/1P3Pb1/P1PP3P/4N1B1/RNBQ1RK1 b - - 0 13,The first piece exchange. Keres' Q-side development is lagging.
26,Bxe2,g4e2,r2q1rk1/p3npbp/1pn3p1/2ppP3/1P3P2/P1PP3P/4b1B1/RNBQ1RK1 w - - 0 14,The first piece exchange. Keres' Q-side development is lagging.
27,Qxe2,d1e2,r2q1rk1/p3npbp/1pn3p1/2ppP3/1P3P2/P1PP3P/4Q1B1/RNB2RK1 b - - 0 14,The first piece exchange. Keres' Q-side development is lagging.
28,f6,f7f6,r2q1rk1/p3n1bp/1pn2pp1/2ppP3/1P3P2/P1PP3P/4Q1B1/RNB2RK1 w - - 0 15,16 R-R2 was the alternative.
29,b5,b4b5,r2q1rk1/p3n1bp/1pn2pp1/1PppP3/5P2/P1PP3P/4Q1B1/RNB2RK1 b - - 0 15,16 R-R2 was the alternative.
30,Na5,c6a5,r2q1rk1/p3n1bp/1p3pp1/nPppP3/5P2/P1PP3P/4Q1B1/RNB2RK1 w - - 1 16,16 R-R2 was the alternative.
31,Nd2,b1d2,r2q1rk1/p3n1bp/1p3pp1/nPppP3/5P2/P1PP3P/3NQ1B1/R1B2RK1 b - - 2 16,16 R-R2 was the alternative.
32,fxe5,f6e5,r2q1rk1/p3n1bp/1p4p1/nPppp3/5P2/P1PP3P/3NQ1B1/R1B2RK1 w - - 0 17,Keres has an endgame weakness now -- a flank minority on the K-side. If Fischer can reach an endgame he can push his K-side pawns.
33,fxe5,f4e5,r2q1rk1/p3n1bp/1p4p1/nPppP3/8/P1PP3P/3NQ1B1/R1B2RK1 b - - 0 17,Keres has an endgame weakness now -- a flank minority on the K-side. If Fischer can reach an endgame he can push his K-side pawns.
34,Rxf1+,f8f1,r2q2k1/p3n1bp/1p4p1/nPppP3/8/P1PP3P/3NQ1B1/R1B2rK1 w - - 0 18,Keres has an endgame weakness now -- a flank minority on the K-side. If Fischer can reach an endgame he can push his K-side pawns.
35,Nxf1,d2f1,r2q2k1/p3n1bp/1p4p1/nPppP3/8/P1PP3P/4Q1B1/R1B2NK1 b - - 0 18,Keres has an endgame weakness now -- a flank minority on the K-side. If Fischer can reach an endgame he can push his K-side pawns.
36,Nb3,a5b3,r2q2k1/p3n1bp/1p4p1/1PppP3/8/PnPP3P/4Q1B1/R1B2NK1 w - - 1 19,Every exchange brings the endgame closer.
37,Rb1,a1b1,r2q2k1/p3n1bp/1p4p1/1PppP3/8/PnPP3P/4Q1B1/1RB2NK1 b - - 2 19,Every exchange brings the endgame closer.
38,Nxc1,b3c1,r2q2k1/p3n1bp/1p4p1/1PppP3/8/P1PP3P/4Q1B1/1Rn2NK1 w - - 0 20,Every exchange brings the endgame closer.
39,Rxc1,b1c1,r2q2k1/p3n1bp/1p4p1/1PppP3/8/P1PP3P/4Q1B1/2R2NK1 b - - 0 20,Every exchange brings the endgame closer.
