N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I decide to play tactical.
2,e6,e7e6,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,I decide to play tactical.
3,f4,f2f4,rnbqkbnr/pppp1ppp/4p3/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,I decide to play tactical.
4,d5,d7d5,rnbqkbnr/ppp2ppp/4p3/3p4/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,Baiting him. This move is not found in GK's database.
5,d4,d2d4,rnbqkbnr/ppp2ppp/4p3/3p4/3PPP2/8/PPP3PP/RNBQKBNR b KQkq - 0 3,Baiting him. This move is not found in GK's database.
6,dxe4,d5e4,rnbqkbnr/ppp2ppp/4p3/8/3PpP2/8/PPP3PP/RNBQKBNR w KQkq - 0 4,"In truth, this was a risky gambit. The passed pawn has the potential to cause much grief later on."
7,Nd2,b1d2,rnbqkbnr/ppp2ppp/4p3/8/3PpP2/8/PPPN2PP/R1BQKBNR b KQkq - 1 4,"Better than Nc3, which can be pinned. I plan on pulling the pawn closer to the jaws of death."
8,Nf6,g8f6,rnbqkb1r/ppp2ppp/4pn2/8/3PpP2/8/PPPN2PP/R1BQKBNR w KQkq - 2 5,Gonna chase his Knight.
9,g4,g2g4,rnbqkb1r/ppp2ppp/4pn2/8/3PpPP1/8/PPPN3P/R1BQKBNR b KQkq - 0 5,Gonna chase his Knight.
10,e3,e4e3,rnbqkb1r/ppp2ppp/4pn2/8/3P1PP1/4p3/PPPN3P/R1BQKBNR w KQkq - 0 6,"I had planned on playing Ne4 here, but that is impossible now."
11,Nc4,d2c4,rnbqkb1r/ppp2ppp/4pn2/8/2NP1PP1/4p3/PPP4P/R1BQKBNR b KQkq - 1 6,Twice attacking the pawn.
12,Nd5,f6d5,rnbqkb1r/ppp2ppp/4p3/3n4/2NP1PP1/4p3/PPP4P/R1BQKBNR w KQkq - 2 7,"If I would have been thinking, I would have traded for the pawn."
13,Bg2,f1g2,rnbqkb1r/ppp2ppp/4p3/3n4/2NP1PP1/4p3/PPP3BP/R1BQK1NR b KQkq - 3 7,"I thought I was in trouble, but after closer inspection, I found there wasn't too much to fear."
14,Nxf4,d5f4,rnbqkb1r/ppp2ppp/4p3/8/2NP1nP1/4p3/PPP3BP/R1BQK1NR w KQkq - 0 8,"I thought I was in trouble, but after closer inspection, I found there wasn't too much to fear."
15,Bf3,g2f3,rnbqkb1r/ppp2ppp/4p3/8/2NP1nP1/4pB2/PPP4P/R1BQK1NR b KQkq - 1 8,"I thought I was in trouble, but after closer inspection, I found there wasn't too much to fear."
16,Qh4+,d8h4,rnb1kb1r/ppp2ppp/4p3/8/2NP1nPq/4pB2/PPP4P/R1BQK1NR w KQkq - 2 9,"I thought I was in trouble, but after closer inspection, I found there wasn't too much to fear."
17,Kf1,e1f1,rnb1kb1r/ppp2ppp/4p3/8/2NP1nPq/4pB2/PPP4P/R1BQ1KNR b kq - 3 9,Fail. He throws his attack out of the window.
18,e2+,e3e2,rnb1kb1r/ppp2ppp/4p3/8/2NP1nPq/5B2/PPP1p2P/R1BQ1KNR w kq - 0 10,Fail. He throws his attack out of the window.
19,Bxe2,f3e2,rnb1kb1r/ppp2ppp/4p3/8/2NP1nPq/8/PPP1B2P/R1BQ1KNR b kq - 0 10,There goes his forward troops.
20,Nxe2,f4e2,rnb1kb1r/ppp2ppp/4p3/8/2NP2Pq/8/PPP1n2P/R1BQ1KNR w kq - 0 11,There goes his forward troops.
21,Qxe2,d1e2,rnb1kb1r/ppp2ppp/4p3/8/2NP2Pq/8/PPP1Q2P/R1B2KNR b kq - 0 11,I immediately think of trapping the Queen.
22,Be7,f8e7,rnb1k2r/ppp1bppp/4p3/8/2NP2Pq/8/PPP1Q2P/R1B2KNR w kq - 1 12,I immediately think of trapping the Queen.
23,h3,h2h3,rnb1k2r/ppp1bppp/4p3/8/2NP2Pq/7P/PPP1Q3/R1B2KNR b kq - 0 12,I immediately think of trapping the Queen.
24,O-O,e8g8,rnb2rk1/ppp1bppp/4p3/8/2NP2Pq/7P/PPP1Q3/R1B2KNR w - - 1 13,"The Queen is as good as dead, now, since there is only one open square. Maybe Qxf3+ then taking the Bishop would have been good."
25,Nf3,g1f3,rnb2rk1/ppp1bppp/4p3/8/2NP2Pq/5N1P/PPP1Q3/R1B2K1R b - - 2 13,"The Queen is as good as dead, now, since there is only one open square. Maybe Qxf3+ then taking the Bishop would have been good."
26,Qf6,h4f6,rnb2rk1/ppp1bppp/4pq2/8/2NP2P1/5N1P/PPP1Q3/R1B2K1R w - - 3 14,"The Queen is as good as dead, now, since there is only one open square. Maybe Qxf3+ then taking the Bishop would have been good."
27,Bg5,c1g5,rnb2rk1/ppp1bppp/4pq2/6B1/2NP2P1/5N1P/PPP1Q3/R4K1R b - - 4 14,"The Queen is as good as dead, now, since there is only one open square. Maybe Qxf3+ then taking the Bishop would have been good."
28,Qg6,f6g6,rnb2rk1/ppp1bppp/4p1q1/6B1/2NP2P1/5N1P/PPP1Q3/R4K1R w - - 5 15,But the same outcome is reached.
