N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,King's pawn opening.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,I'll use the Scandinavian defence.
3,e5,e4e5,rnbqkbnr/ppp1pppp/8/3pP3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,He pushes for space.
4,Nc6,b8c6,r1bqkbnr/ppp1pppp/2n5/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,I'd like to take his bishop and displace his Queen on the recapture.
5,d4,d2d4,r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,I'd like to take his bishop and displace his Queen on the recapture.
6,g6,g7g6,r1bqkbnr/ppp1pp1p/2n3p1/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,I'd like to take his bishop and displace his Queen on the recapture.
7,Bb5,f1b5,r1bqkbnr/ppp1pp1p/2n3p1/1B1pP3/3P4/8/PPP2PPP/RNBQK1NR b KQkq - 1 4,I'd like to take his bishop and displace his Queen on the recapture.
8,Bh6,f8h6,r1bqk1nr/ppp1pp1p/2n3pb/1B1pP3/3P4/8/PPP2PPP/RNBQK1NR w KQkq - 2 5,I'd like to take his bishop and displace his Queen on the recapture.
9,Bxh6,c1h6,r1bqk1nr/ppp1pp1p/2n3pB/1B1pP3/3P4/8/PPP2PPP/RN1QK1NR b KQkq - 0 5,Oops! He beat me to the punch.
10,Nxh6,g8h6,r1bqk2r/ppp1pp1p/2n3pn/1B1pP3/3P4/8/PPP2PPP/RN1QK1NR w KQkq - 0 6,Now my Knight is marginalized.
11,Nf3,g1f3,r1bqk2r/ppp1pp1p/2n3pn/1B1pP3/3P4/5N2/PPP2PPP/RN1QK2R b KQkq - 1 6,I hope to move my Knight and reveal an attack on his Bishop.
12,Bd7,c8d7,r2qk2r/pppbpp1p/2n3pn/1B1pP3/3P4/5N2/PPP2PPP/RN1QK2R w KQkq - 2 7,I hope to move my Knight and reveal an attack on his Bishop.
13,O-O,e1g1,r2qk2r/pppbpp1p/2n3pn/1B1pP3/3P4/5N2/PPP2PPP/RN1Q1RK1 b kq - 3 7,I need to break his hold on the center.
14,f6,f7f6,r2qk2r/pppbp2p/2n2ppn/1B1pP3/3P4/5N2/PPP2PPP/RN1Q1RK1 w kq - 0 8,I need to break his hold on the center.
15,exf6,e5f6,r2qk2r/pppbp2p/2n2Ppn/1B1p4/3P4/5N2/PPP2PPP/RN1Q1RK1 b kq - 0 8,"He expects me to recapture, but I think I'll"
16,e6,e7e6,r2qk2r/pppb3p/2n1pPpn/1B1p4/3P4/5N2/PPP2PPP/RN1Q1RK1 w kq - 0 9,"Pass.  This should give 4u pause.  If he doesn't hassle me with a brilliant move, I should be able to capture with my Queen.  I want her King side."
17,Ne5,f3e5,r2qk2r/pppb3p/2n1pPpn/1B1pN3/3P4/8/PPP2PPP/RN1Q1RK1 b kq - 1 9,"Not sure what he's up to.  He may want me to trade Knights, which would pair his pawns again.  His Queen's diagonal is no longer blocked..."
18,Qxf6,d8f6,r3k2r/pppb3p/2n1pqpn/1B1pN3/3P4/8/PPP2PPP/RN1Q1RK1 w kq - 0 10,Think I'll stick to plan A.
19,Nxd7,e5d7,r3k2r/pppN3p/2n1pqpn/1B1p4/3P4/8/PPP2PPP/RN1Q1RK1 b kq - 0 10,"I anticipated this move, but failed to realize the danger for my Missy."
20,Kxd7,e8d7,r6r/pppk3p/2n1pqpn/1B1p4/3P4/8/PPP2PPP/RN1Q1RK1 w - - 0 11,Now I can't castle.
21,Na3,b1a3,r6r/pppk3p/2n1pqpn/1B1p4/3P4/N7/PPP2PPP/R2Q1RK1 b - - 1 11,"Odd.  Covers his bishop, and allows his pawn to move to c3, opening that diagonal to his Queen...  I don't know.  I really need to unpin my Knight...  I could attack his Bishop with a6, the resulting action could free my Rook, but I'd rather keep him on the back row for now."
22,Rae8,a8e8,4r2r/pppk3p/2n1pqpn/1B1p4/3P4/N7/PPP2PPP/R2Q1RK1 w - - 2 12,"I hate leaving my Knight pinned, but I don't want to let 4u build tempo and momentum.  I hope pushing my e peasant into the fray will turn the flow in my favor."
23,c4,c2c4,4r2r/pppk3p/2n1pqpn/1B1p4/2PP4/N7/PP3PPP/R2Q1RK1 b - - 0 12,"Good move, reinforces the bishop, and threatens my Knight with c4xd5.  He could also simply advance to c5."
24,Nf5,h6f5,4r2r/pppk3p/2n1pqp1/1B1p1n2/2PP4/N7/PP3PPP/R2Q1RK1 w - - 1 13,"Don't care for much of this, I suspect I'm gonna find myself scrambling in a few moves, so I'd like some muscle on central board."
25,cxd5,c4d5,4r2r/pppk3p/2n1pqp1/1B1P1n2/3P4/N7/PP3PPP/R2Q1RK1 b - - 0 13,Expected.
26,exd5,e6d5,4r2r/pppk3p/2n2qp1/1B1p1n2/3P4/N7/PP3PPP/R2Q1RK1 w - - 0 14,Gives my Rook the e file.
