N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Here is a relatively quick win whit black againts nearly 200 points lower player
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Not sure what this line is called
3,Nc3,b1c3,rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,Not sure what this line is called
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,Nothing special so far
5,Nf3,g1f3,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Nothing special so far
6,d6,d7d6,r1bqkbnr/pp2pppp/2np4/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,Nothing special so far
7,Bb5,f1b5,r1bqkbnr/pp2pppp/2np4/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,Nothing special so far
8,Bd7,c8d7,r2qkbnr/pp1bpppp/2np4/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 5,Nothing special so far
9,O-O,e1g1,r2qkbnr/pp1bpppp/2np4/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 3 5,Nothing special so far
10,Nf6,g8f6,r2qkb1r/pp1bpppp/2np1n2/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 4 6,Nd5?? This just loses a pawn
11,Nd5,c3d5,r2qkb1r/pp1bpppp/2np1n2/1BpN4/4P3/5N2/PPPP1PPP/R1BQ1RK1 b kq - 5 6,Nd5?? This just loses a pawn
12,Nxe4,f6e4,r2qkb1r/pp1bpppp/2np4/1BpN4/4n3/5N2/PPPP1PPP/R1BQ1RK1 w kq - 0 7,Here is the point where ivstarted to feel good about the game
13,d3,d2d3,r2qkb1r/pp1bpppp/2np4/1BpN4/4n3/3P1N2/PPP2PPP/R1BQ1RK1 b kq - 0 7,Here is the point where ivstarted to feel good about the game
14,Nf6,e4f6,r2qkb1r/pp1bpppp/2np1n2/1BpN4/8/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 1 8,Here is the point where ivstarted to feel good about the game
15,Nxf6+,d5f6,r2qkb1r/pp1bpppp/2np1N2/1Bp5/8/3P1N2/PPP2PPP/R1BQ1RK1 b kq - 0 8,"White doubles blacks pawns, but it will soon backfire"
16,gxf6,g7f6,r2qkb1r/pp1bpp1p/2np1p2/1Bp5/8/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 0 9,Black has dynamic play along the g file
17,c4,c2c4,r2qkb1r/pp1bpp1p/2np1p2/1Bp5/2P5/3P1N2/PP3PPP/R1BQ1RK1 b kq - 0 9,Black has dynamic play along the g file
18,Rg8,h8g8,r2qkbr1/pp1bpp1p/2np1p2/1Bp5/2P5/3P1N2/PP3PPP/R1BQ1RK1 w q - 1 10,Black has dynamic play along the g file
19,h3,h2h3,r2qkbr1/pp1bpp1p/2np1p2/1Bp5/2P5/3P1N1P/PP3PP1/R1BQ1RK1 b q - 0 10,White gave up his lsb for a knight
20,Bg7,f8g7,r2qk1r1/pp1bppbp/2np1p2/1Bp5/2P5/3P1N1P/PP3PP1/R1BQ1RK1 w q - 1 11,White gave up his lsb for a knight
21,Bf4,c1f4,r2qk1r1/pp1bppbp/2np1p2/1Bp5/2P2B2/3P1N1P/PP3PP1/R2Q1RK1 b q - 2 11,White gave up his lsb for a knight
22,a6,a7a6,r2qk1r1/1p1bppbp/p1np1p2/1Bp5/2P2B2/3P1N1P/PP3PP1/R2Q1RK1 w q - 0 12,White gave up his lsb for a knight
23,Bxc6,b5c6,r2qk1r1/1p1bppbp/p1Bp1p2/2p5/2P2B2/3P1N1P/PP3PP1/R2Q1RK1 b q - 0 12,White gave up his lsb for a knight
24,Bxc6,d7c6,r2qk1r1/1p2ppbp/p1bp1p2/2p5/2P2B2/3P1N1P/PP3PP1/R2Q1RK1 w q - 0 13,White gave up his lsb for a knight
25,Nd2,f3d2,r2qk1r1/1p2ppbp/p1bp1p2/2p5/2P2B2/3P3P/PP1N1PP1/R2Q1RK1 b q - 1 13,I got no idea what this move does
26,Qd7,d8d7,r3k1r1/1p1qppbp/p1bp1p2/2p5/2P2B2/3P3P/PP1N1PP1/R2Q1RK1 w q - 2 14,Black discovers an attack on the rook
27,b3,b2b3,r3k1r1/1p1qppbp/p1bp1p2/2p5/2P2B2/1P1P3P/P2N1PP1/R2Q1RK1 b q - 0 14,Black discovers an attack on the rook
28,f5,f6f5,r3k1r1/1p1qppbp/p1bp4/2p2p2/2P2B2/1P1P3P/P2N1PP1/R2Q1RK1 w q - 0 15,Black discovers an attack on the rook
29,Qh5,d1h5,r3k1r1/1p1qppbp/p1bp4/2p2p1Q/2P2B2/1P1P3P/P2N1PP1/R4RK1 b q - 1 15,And white misses it
30,Bxa1,g7a1,r3k1r1/1p1qpp1p/p1bp4/2p2p1Q/2P2B2/1P1P3P/P2N1PP1/b4RK1 w q - 0 16,Anoyher pawn gained
31,Rxa1,f1a1,r3k1r1/1p1qpp1p/p1bp4/2p2p1Q/2P2B2/1P1P3P/P2N1PP1/R5K1 b q - 0 16,Anoyher pawn gained
32,Rxg2+,g8g2,r3k3/1p1qpp1p/p1bp4/2p2p1Q/2P2B2/1P1P3P/P2N1Pr1/R5K1 w q - 0 17,Anoyher pawn gained
33,Kf1,g1f1,r3k3/1p1qpp1p/p1bp4/2p2p1Q/2P2B2/1P1P3P/P2N1Pr1/R4K2 b q - 1 17,If kh1 rg5+ winning the queen
34,O-O-O,e8c8,2kr4/1p1qpp1p/p1bp4/2p2p1Q/2P2B2/1P1P3P/P2N1Pr1/R4K2 w - - 2 18,"Really a pointless move, white should be defending now"
35,a4,a2a4,2kr4/1p1qpp1p/p1bp4/2p2p1Q/P1P2B2/1P1P3P/3N1Pr1/R4K2 b - - 0 18,"Really a pointless move, white should be defending now"
36,Rdg8,d8g8,2k3r1/1p1qpp1p/p1bp4/2p2p1Q/P1P2B2/1P1P3P/3N1Pr1/R4K2 w - - 1 19,Threatens bxf3 and after qxf3 rg1#
37,Nf3,d2f3,2k3r1/1p1qpp1p/p1bp4/2p2p1Q/P1P2B2/1P1P1N1P/5Pr1/R4K2 b - - 2 19,Threatens bxf3 and after qxf3 rg1#
38,Qe6,d7e6,2k3r1/1p2pp1p/p1bpq3/2p2p1Q/P1P2B2/1P1P1N1P/5Pr1/R4K2 w - - 3 20,Threatens bxf3 and after qxf3 rg1#
39,Re1,a1e1,2k3r1/1p2pp1p/p1bpq3/2p2p1Q/P1P2B2/1P1P1N1P/5Pr1/4RK2 b - - 4 20,Re1?? This loses the game
40,Rg2g1+,g2g1,2k3r1/1p2pp1p/p1bpq3/2p2p1Q/P1P2B2/1P1P1N1P/5P2/4RKr1 w - - 5 21,Only move
41,Nxg1,f3g1,2k3r1/1p2pp1p/p1bpq3/2p2p1Q/P1P2B2/1P1P3P/5P2/4RKN1 b - - 0 21,Only move
42,Rxg1+,g8g1,2k5/1p2pp1p/p1bpq3/2p2p1Q/P1P2B2/1P1P3P/5P2/4RKr1 w - - 0 22,Again forced
43,Kxg1,f1g1,2k5/1p2pp1p/p1bpq3/2p2p1Q/P1P2B2/1P1P3P/5P2/4R1K1 b - - 0 22,And white resigns. After kh2 qxf2#
44,Qxe1+,e6e1,2k5/1p2pp1p/p1bp4/2p2p1Q/P1P2B2/1P1P3P/5P2/4q1K1 w - - 0 23,And white resigns. After kh2 qxf2#
