N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I move up my centre pawns to free my queen and bishops...
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,I move up my centre pawns to free my queen and bishops...
3,d4,d2d4,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,I move up my centre pawns to free my queen and bishops...
4,exd4,e5d4,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,...then we exchange.
5,Qxd4,d1d4,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,...then we exchange.
6,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq - 0 4,Now I develop my knight...
7,Nf3,g1f3,rnbqkbnr/ppp2ppp/3p4/8/3QP3/5N2/PPP2PPP/RNB1KB1R b KQkq - 1 4,Now I develop my knight...
8,Nc6,b8c6,r1bqkbnr/ppp2ppp/2np4/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq - 2 5,...he develops his to attack my queen...
9,Bb5,f1b5,r1bqkbnr/ppp2ppp/2np4/1B6/3QP3/5N2/PPP2PPP/RNB1K2R b KQkq - 3 5,...I develop my bishop and pin the knight down...
10,Bd7,c8d7,r2qkbnr/pppb1ppp/2np4/1B6/3QP3/5N2/PPP2PPP/RNB1K2R w KQkq - 4 6,...he brings out his bishop to unpin it...
11,Bxc6,b5c6,r2qkbnr/pppb1ppp/2Bp4/8/3QP3/5N2/PPP2PPP/RNB1K2R b KQkq - 0 6,...so I remove the knight and its threat to the queen...
12,Bxc6,d7c6,r2qkbnr/ppp2ppp/2bp4/8/3QP3/5N2/PPP2PPP/RNB1K2R w KQkq - 0 7,...but lose my bishop...
13,O-O,e1g1,r2qkbnr/ppp2ppp/2bp4/8/3QP3/5N2/PPP2PPP/RNB2RK1 b kq - 1 7,...and castle kingside to bring my rook into play if needs be.
14,Qe7,d8e7,r3kbnr/ppp1qppp/2bp4/8/3QP3/5N2/PPP2PPP/RNB2RK1 w kq - 2 8,His queen adds pressure to my pawn on e4...
15,Nc3,b1c3,r3kbnr/ppp1qppp/2bp4/8/3QP3/2N2N2/PPP2PPP/R1B2RK1 b kq - 3 8,...so I contest it with my knight.
16,b6,b7b6,r3kbnr/p1p1qppp/1pbp4/8/3QP3/2N2N2/PPP2PPP/R1B2RK1 w kq - 0 9,Now I move up my other bishop to attack the queen...
17,Bg5,c1g5,r3kbnr/p1p1qppp/1pbp4/6B1/3QP3/2N2N2/PPP2PPP/R4RK1 b kq - 1 9,Now I move up my other bishop to attack the queen...
18,f6,f7f6,r3kbnr/p1p1q1pp/1pbp1p2/6B1/3QP3/2N2N2/PPP2PPP/R4RK1 w kq - 0 10,...but it must retreat.
19,Be3,g5e3,r3kbnr/p1p1q1pp/1pbp1p2/8/3QP3/2N1BN2/PPP2PPP/R4RK1 b kq - 1 10,...but it must retreat.
20,O-O-O,e8c8,2kr1bnr/p1p1q1pp/1pbp1p2/8/3QP3/2N1BN2/PPP2PPP/R4RK1 w - - 2 11,Now I move up my knight to attack the queen...
21,Nd5,c3d5,2kr1bnr/p1p1q1pp/1pbp1p2/3N4/3QP3/4BN2/PPP2PPP/R4RK1 b - - 3 11,Now I move up my knight to attack the queen...
22,Qe6,e7e6,2kr1bnr/p1p3pp/1pbpqp2/3N4/3QP3/4BN2/PPP2PPP/R4RK1 w - - 4 12,...but he moves her out of the way...
23,Qc4,d4c4,2kr1bnr/p1p3pp/1pbpqp2/3N4/2Q1P3/4BN2/PPP2PPP/R4RK1 b - - 5 12,...so I attack the bishop...
24,b5,b6b5,2kr1bnr/p1p3pp/2bpqp2/1p1N4/2Q1P3/4BN2/PPP2PPP/R4RK1 w - - 0 13,...and he attacks my queen...
25,Qxc6,c4c6,2kr1bnr/p1p3pp/2Qpqp2/1p1N4/4P3/4BN2/PPP2PPP/R4RK1 b - - 0 13,...so I accept his bishop.
26,Qf7,e6f7,2kr1bnr/p1p2qpp/2Qp1p2/1p1N4/4P3/4BN2/PPP2PPP/R4RK1 w - - 1 14,Now my surviving bishop removes his far pawn...
27,Bxa7,e3a7,2kr1bnr/B1p2qpp/2Qp1p2/1p1N4/4P3/5N2/PPP2PPP/R4RK1 b - - 0 14,Now my surviving bishop removes his far pawn...
28,Re8,d8e8,2k1rbnr/B1p2qpp/2Qp1p2/1p1N4/4P3/5N2/PPP2PPP/R4RK1 w - - 1 15,"...so my knight can attack the king, whilst protected from the pawn by the queen."
29,Nb6+,d5b6,2k1rbnr/B1p2qpp/1NQp1p2/1p6/4P3/5N2/PPP2PPP/R4RK1 b - - 2 15,"...so my knight can attack the king, whilst protected from the pawn by the queen."
