N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"This is Sicilian defence which is a popular response to White's 1. e4 and one of the openings which has made the King pawn opening percentage wins slightly lower than that of 1. d4. Louis Paulsen, a German, was one of the early practitioners of the Sicilian defence and was a defensive player who said that brilliant attacks would fail against correct defence. Paulsen could draw one game against Paul Morphy and his ideas influenced Wilhelm Steinitz who developed the art of defence in chess.
Black's idea here is to exchange his Bishop's pawn for White's central pawn on d5 and build a central pawn majority which will be pushed in the endgame for queening one of the central pawns. An endgame is favourable for Black. So White's strategy is to play for a win in the middle game by attacking Black's king whether it is castled or not. The tactical battle in the middle game is a minefield and either player can win or lose suddenly as happened in this game."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"This is Sicilian defence which is a popular response to White's 1. e4 and one of the openings which has made the King pawn opening percentage wins slightly lower than that of 1. d4. Louis Paulsen, a German, was one of the early practitioners of the Sicilian defence and was a defensive player who said that brilliant attacks would fail against correct defence. Paulsen could draw one game against Paul Morphy and his ideas influenced Wilhelm Steinitz who developed the art of defence in chess.
Black's idea here is to exchange his Bishop's pawn for White's central pawn on d5 and build a central pawn majority which will be pushed in the endgame for queening one of the central pawns. An endgame is favourable for Black. So White's strategy is to play for a win in the middle game by attacking Black's king whether it is castled or not. The tactical battle in the middle game is a minefield and either player can win or lose suddenly as happened in this game."
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
4,d6,d7d6,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
5,d4,d2d4,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
6,cxd4,c5d4,rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
7,Nxd4,f3d4,rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
8,Nf6,g8f6,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
9,Nc3,b1c3,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
10,a6,a7a6,rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,"The Najdorf variation is named after Polish-Argentinian GM Miguel Najdorf. It is one of the most deeply studied openings and a favourite weapon of many World champions like Mikhail Tal,  Tigran Petrosian, Bobby Fischer, Garry Kasparov and Viswanathan Anand. This is a thematic tournament."
11,Bg5,c1g5,rnbqkb1r/1p2pppp/p2p1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,A sharp line of attack similar to the Richter- Rauzer attack.
12,e6,e7e6,rnbqkb1r/1p3ppp/p2ppn2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7,Attacking immediately with a pawn storm on the king side and threatening to win Black's knight with e5 push. By the way this is the starting position of this thematic tournament.
13,f4,f2f4,rnbqkb1r/1p3ppp/p2ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R b KQkq - 0 7,Attacking immediately with a pawn storm on the king side and threatening to win Black's knight with e5 push. By the way this is the starting position of this thematic tournament.
14,Qc7,d8c7,rnb1kb1r/1pq2ppp/p2ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq - 1 8,Unpins the knight on f6.
15,Bxf6,g5f6,rnb1kb1r/1pq2ppp/p2ppB2/8/3NPP2/2N5/PPP3PP/R2QKB1R b KQkq - 0 8,White disrupts Black's kingside pawns.
16,gxf6,g7f6,rnb1kb1r/1pq2p1p/p2ppp2/8/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq - 0 9,"In Najdorf, the broken pawns on the king side are surprisingly defendable. Black sets up a defensive pawn barricade in the centre and is provoking White to try and attack his defensive centre."
17,Qd2,d1d2,rnb1kb1r/1pq2p1p/p2ppp2/8/3NPP2/2N5/PPPQ2PP/R3KB1R b KQkq - 1 9,Black plans to castle on the queen side as his king side castle wall is broken. White's pawn storm on the king side can also be avoided. How shall White play from here?
18,Nc6,b8c6,r1b1kb1r/1pq2p1p/p1nppp2/8/3NPP2/2N5/PPPQ2PP/R3KB1R w KQkq - 2 10,Black plans to castle on the queen side as his king side castle wall is broken. White's pawn storm on the king side can also be avoided. How shall White play from here?
19,O-O-O,e1c1,r1b1kb1r/1pq2p1p/p1nppp2/8/3NPP2/2N5/PPPQ2PP/2KR1B1R b kq - 3 10,Black plans to castle on the queen side as his king side castle wall is broken. White's pawn storm on the king side can also be avoided. How shall White play from here?
20,Bd7,c8d7,r3kb1r/1pqb1p1p/p1nppp2/8/3NPP2/2N5/PPPQ2PP/2KR1B1R w kq - 4 11,Black plans to castle on the queen side as his king side castle wall is broken. White's pawn storm on the king side can also be avoided. How shall White play from here?
21,Kb1,c1b1,r3kb1r/1pqb1p1p/p1nppp2/8/3NPP2/2N5/PPPQ2PP/1K1R1B1R b kq - 5 11,Attacks the e6 square and also defends the White castle against the imminent onslaught by Black on the queen side. White has completed development and is ready to attack.
22,O-O-O,e8c8,2kr1b1r/1pqb1p1p/p1nppp2/8/3NPP2/2N5/PPPQ2PP/1K1R1B1R w - - 6 12,Attacks the e6 square and also defends the White castle against the imminent onslaught by Black on the queen side. White has completed development and is ready to attack.
23,Bc4,f1c4,2kr1b1r/1pqb1p1p/p1nppp2/8/2BNPP2/2N5/PPPQ2PP/1K1R3R b - - 7 12,Attacks the e6 square and also defends the White castle against the imminent onslaught by Black on the queen side. White has completed development and is ready to attack.
24,Rg8,h8g8,2kr1br1/1pqb1p1p/p1nppp2/8/2BNPP2/2N5/PPPQ2PP/1K1R3R w - - 8 13,Black's rook occupies the half open g-file.
25,Nxc6,d4c6,2kr1br1/1pqb1p1p/p1Nppp2/8/2B1PP2/2N5/PPPQ2PP/1K1R3R b - - 0 13,White starts to get rid of Black's defending pieces. The situation here is that White has more pieces ready to attack the queen side than Black has in defence. The bishop on f8 is not available for defence in this game.
26,Bxc6,d7c6,2kr1br1/1pq2p1p/p1bppp2/8/2B1PP2/2N5/PPPQ2PP/1K1R3R w - - 0 14,Black starts his attack on the White castled king.
27,Bb3,c4b3,2kr1br1/1pq2p1p/p1bppp2/8/4PP2/1BN5/PPPQ2PP/1K1R3R b - - 1 14,Black starts his attack on the White castled king.
28,Bh6,f8h6,2kr2r1/1pq2p1p/p1bppp1b/8/4PP2/1BN5/PPPQ2PP/1K1R3R w - - 2 15,Black starts his attack on the White castled king.
