N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Una posizione veramente molto curiosa, direi quasi da studio."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
6,Qe5+,d5e5,rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
7,Be2,f1e2,rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPPBPPP/R1BQK1NR b KQkq - 3 4,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
8,c6,c7c6,rnb1kbnr/pp2pppp/2p5/4q3/8/2N5/PPPPBPPP/R1BQK1NR w KQkq - 0 5,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
9,d4,d2d4,rnb1kbnr/pp2pppp/2p5/4q3/3P4/2N5/PPP1BPPP/R1BQK1NR b KQkq - 0 5,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
10,Qa5,e5a5,rnb1kbnr/pp2pppp/2p5/q7/3P4/2N5/PPP1BPPP/R1BQK1NR w KQkq - 1 6,"E qui sembro in svantaggio, e in effetti la valanga dei pedoni bianchi sembra refutare la mia apertura (lo so che non � buona, lo so, ma...)"
