N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"This was a non rated, Sicilian Defense game for tutoring purposes, between my friend Ajay (grey_sparrow) and myself, Scott Miller (faithfulltrav)."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"So 1. e4 c5 marks the Sicilian Defense, a very tactical defense filled with potential for both sides."
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,"So Ajay, as you mentioned in one of your comments (now deleted due to comments posted afterward), you noticed on the openings website I sent you to, that the bishop is seldom brought out early in the Sicilian, and when it is, the results are not good for White. Here's why: In this early stage in the opening, you don't know what squares will be best for the bishops, and you know the knights are best on c3 & f3. The best squares for the bishops is determined by the pawn structure and the other pieces (especially pawns). So it is best to move the knights out, and see what develops in the pawns and pieces before moving the bishops. It turns out this was not the best square for the bishop. The consequences are evidenced in 2 ways: 1. I forced you to move the bishop a 2nd time, gaining development for me and losing it for you. 2. More important, after your later Qe2, the bishop had very little space to move to, so I cornered and slayed him (poor guy)."
4,e6,e7e6,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,"This is the Sicilian, Anderssen Variation."
5,Nf3,g1f3,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,"After my knight move here, White has 4. e5, which appears at a glance to be strong, but then 4. ...d5! 5. Bb5+ Nd7 later followed by ...a6 and possibly ...b5."
6,Nf6,g8f6,rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,"After my knight move here, White has 4. e5, which appears at a glance to be strong, but then 4. ...d5! 5. Bb5+ Nd7 later followed by ...a6 and possibly ...b5."
7,Nc3,b1c3,rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,"(?) This is the move that blocked off your bishop, inviting an odd but strong 7th move on my part. He (the bishop) needed access to the a6-f1 diagonal. I demonstrated that the b3 and a4 squares were unsafe."
8,d5,d7d5,rnbqkb1r/pp3ppp/4pn2/2pp4/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,"(?) This is the move that blocked off your bishop, inviting an odd but strong 7th move on my part. He (the bishop) needed access to the a6-f1 diagonal. I demonstrated that the b3 and a4 squares were unsafe."
9,exd5,e4d5,rnbqkb1r/pp3ppp/4pn2/2pP4/2B5/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 5,"(?) This is the move that blocked off your bishop, inviting an odd but strong 7th move on my part. He (the bishop) needed access to the a6-f1 diagonal. I demonstrated that the b3 and a4 squares were unsafe."
10,exd5,e6d5,rnbqkb1r/pp3ppp/5n2/2pp4/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,"(?) This is the move that blocked off your bishop, inviting an odd but strong 7th move on my part. He (the bishop) needed access to the a6-f1 diagonal. I demonstrated that the b3 and a4 squares were unsafe."
