N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,The Scotch is an opening in my resume
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,The Scotch is an opening in my resume
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,The Scotch is an opening in my resume
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,The Scotch is an opening in my resume
5,d4,d2d4,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,The Scotch is an opening in my resume
6,exd4,e5d4,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,??? bad move on my part
7,Nxd4,f3d4,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,??? bad move on my part
8,Nxd4,c6d4,r1bqkbnr/pppp1ppp/8/8/3nP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,??? bad move on my part
9,Qxd4,d1d4,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,??? bad move on my part
10,Nf6,g8f6,r1bqkb1r/pppp1ppp/5n2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,??? bad move on my part
11,e5,e4e5,r1bqkb1r/pppp1ppp/5n2/4P3/3Q4/8/PPP2PPP/RNB1KB1R b KQkq - 0 6,??? bad move on my part
12,c5,c7c5,r1bqkb1r/pp1p1ppp/5n2/2p1P3/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 0 7,??? bad move on my part
13,Qd3,d4d3,r1bqkb1r/pp1p1ppp/5n2/2p1P3/8/3Q4/PPP2PPP/RNB1KB1R b KQkq - 1 7,??? bad move on my part
14,Ng4,f6g4,r1bqkb1r/pp1p1ppp/8/2p1P3/6n1/3Q4/PPP2PPP/RNB1KB1R w KQkq - 2 8,??? bad move on my part
15,Be3,c1e3,r1bqkb1r/pp1p1ppp/8/2p1P3/6n1/3QB3/PPP2PPP/RN2KB1R b KQkq - 3 8,??? bad move on my part
16,Nxe5,g4e5,r1bqkb1r/pp1p1ppp/8/2p1n3/8/3QB3/PPP2PPP/RN2KB1R w KQkq - 0 9,??? bad move for him as well
17,Qe2,d3e2,r1bqkb1r/pp1p1ppp/8/2p1n3/8/4B3/PPP1QPPP/RN2KB1R b KQkq - 1 9,??? bad move for him as well
18,d6,d7d6,r1bqkb1r/pp3ppp/3p4/2p1n3/8/4B3/PPP1QPPP/RN2KB1R w KQkq - 0 10,??? bad move for him as well
19,Bxc5,e3c5,r1bqkb1r/pp3ppp/3p4/2B1n3/8/8/PPP1QPPP/RN2KB1R b KQkq - 0 10,!! regaing the lost pawn
20,dxc5,d6c5,r1bqkb1r/pp3ppp/8/2p1n3/8/8/PPP1QPPP/RN2KB1R w KQkq - 0 11,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
21,Qxe5+,e2e5,r1bqkb1r/pp3ppp/8/2p1Q3/8/8/PPP2PPP/RN2KB1R b KQkq - 0 11,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
22,Qe7,d8e7,r1b1kb1r/pp2qppp/8/2p1Q3/8/8/PPP2PPP/RN2KB1R w KQkq - 1 12,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
23,Qxe7+,e5e7,r1b1kb1r/pp2Qppp/8/2p5/8/8/PPP2PPP/RN2KB1R b KQkq - 0 12,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
24,Bxe7,f8e7,r1b1k2r/pp2bppp/8/2p5/8/8/PPP2PPP/RN2KB1R w KQkq - 0 13,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
25,Bb5+,f1b5,r1b1k2r/pp2bppp/8/1Bp5/8/8/PPP2PPP/RN2K2R b KQkq - 1 13,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
26,Bd7,c8d7,r3k2r/pp1bbppp/8/1Bp5/8/8/PPP2PPP/RN2K2R w KQkq - 2 14,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
27,Bxd7+,b5d7,r3k2r/pp1Bbppp/8/2p5/8/8/PPP2PPP/RN2K2R b KQkq - 0 14,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
28,Kxd7,e8d7,r6r/pp1kbppp/8/2p5/8/8/PPP2PPP/RN2K2R w KQ - 0 15,I enjoy playing the Scotch because it reduces the pieces on the board and I end up playing games like this. Ending the middle game and going into the endgame with only 14 moves!
29,Na3,b1a3,r6r/pp1kbppp/8/2p5/8/N7/PPP2PPP/R3K2R b KQ - 1 15,?? bad move? Not sure myself
30,f5,f7f5,r6r/pp1kb1pp/8/2p2p2/8/N7/PPP2PPP/R3K2R w KQ - 0 16,Black is claiming more territory
31,Rd1+,a1d1,r6r/pp1kb1pp/8/2p2p2/8/N7/PPP2PPP/3RK2R b K - 1 16,Bad move??
32,Kc8,d7c8,r1k4r/pp2b1pp/8/2p2p2/8/N7/PPP2PPP/3RK2R w K - 2 17,Bad move??
33,Rd5,d1d5,r1k4r/pp2b1pp/8/2pR1p2/8/N7/PPP2PPP/4K2R b K - 3 17,Bad move??
34,g6,g7g6,r1k4r/pp2b2p/6p1/2pR1p2/8/N7/PPP2PPP/4K2R w K - 0 18,"?? At this far into the game, my king could have been turned into a fighting piece."
35,O-O,e1g1,r1k4r/pp2b2p/6p1/2pR1p2/8/N7/PPP2PPP/5RK1 b - - 1 18,"?? At this far into the game, my king could have been turned into a fighting piece."
36,b6,b7b6,r1k4r/p3b2p/1p4p1/2pR1p2/8/N7/PPP2PPP/5RK1 w - - 0 19,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
37,Nb5,a3b5,r1k4r/p3b2p/1p4p1/1NpR1p2/8/8/PPP2PPP/5RK1 b - - 1 19,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
38,Re8,h8e8,r1k1r3/p3b2p/1p4p1/1NpR1p2/8/8/PPP2PPP/5RK1 w - - 2 20,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
39,Nd6+,b5d6,r1k1r3/p3b2p/1p1N2p1/2pR1p2/8/8/PPP2PPP/5RK1 b - - 3 20,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
40,Bxd6,e7d6,r1k1r3/p6p/1p1b2p1/2pR1p2/8/8/PPP2PPP/5RK1 w - - 0 21,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
41,Rxd6,d5d6,r1k1r3/p6p/1p1R2p1/2p2p2/8/8/PPP2PPP/5RK1 b - - 0 21,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
42,Re2,e8e2,r1k5/p6p/1p1R2p1/2p2p2/8/8/PPP1rPPP/5RK1 w - - 1 22,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
43,Rc1,f1c1,r1k5/p6p/1p1R2p1/2p2p2/8/8/PPP1rPPP/2R3K1 b - - 2 22,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
44,Kc7,c8c7,r7/p1k4p/1p1R2p1/2p2p2/8/8/PPP1rPPP/2R3K1 w - - 3 23,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
45,Rf6,d6f6,r7/p1k4p/1p3Rp1/2p2p2/8/8/PPP1rPPP/2R3K1 b - - 4 23,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
46,Rd8,a8d8,3r4/p1k4p/1p3Rp1/2p2p2/8/8/PPP1rPPP/2R3K1 w - - 5 24,"!!! Black was sure playing better for the endgame. Here he had a chance to double his rooks on his 7th rank, A fatal tactic I might add."
47,g4,g2g4,3r4/p1k4p/1p3Rp1/2p2p2/6P1/8/PPP1rP1P/2R3K1 b - - 0 24,A desperate move but sound
48,fxg4,f5g4,3r4/p1k4p/1p3Rp1/2p5/6p1/8/PPP1rP1P/2R3K1 w - - 0 25,This is where I got scared His king is advancing into my side
49,Kg2,g1g2,3r4/p1k4p/1p3Rp1/2p5/6p1/8/PPP1rPKP/2R5 b - - 1 25,This is where I got scared His king is advancing into my side
50,Kb8,c7b8,1k1r4/p6p/1p3Rp1/2p5/6p1/8/PPP1rPKP/2R5 w - - 2 26,This is where I got scared His king is advancing into my side
51,Kg3,g2g3,1k1r4/p6p/1p3Rp1/2p5/6p1/6K1/PPP1rP1P/2R5 b - - 3 26,This is where I got scared His king is advancing into my side
52,Re4,e2e4,1k1r4/p6p/1p3Rp1/2p5/4r1p1/6K1/PPP2P1P/2R5 w - - 4 27,This is where I got scared His king is advancing into my side
53,Rf4,f6f4,1k1r4/p6p/1p4p1/2p5/4rRp1/6K1/PPP2P1P/2R5 b - - 5 27,This is where I got scared His king is advancing into my side
54,Rxf4,e4f4,1k1r4/p6p/1p4p1/2p5/5rp1/6K1/PPP2P1P/2R5 w - - 0 28,This is where I got scared His king is advancing into my side
55,Kxf4,g3f4,1k1r4/p6p/1p4p1/2p5/5Kp1/8/PPP2P1P/2R5 b - - 0 28,This is where I got scared His king is advancing into my side
56,Rd2,d8d2,1k6/p6p/1p4p1/2p5/5Kp1/8/PPPr1P1P/2R5 w - - 1 29,This is where I got scared His king is advancing into my side
57,Ke3,f4e3,1k6/p6p/1p4p1/2p5/6p1/4K3/PPPr1P1P/2R5 b - - 2 29,This is where I got scared His king is advancing into my side
58,Rd5,d2d5,1k6/p6p/1p4p1/2pr4/6p1/4K3/PPP2P1P/2R5 w - - 3 30,This is where I got scared His king is advancing into my side
59,c4,c2c4,1k6/p6p/1p4p1/2pr4/2P3p1/4K3/PP3P1P/2R5 b - - 0 30,This is where I got scared His king is advancing into my side
60,Rf5,d5f5,1k6/p6p/1p4p1/2p2r2/2P3p1/4K3/PP3P1P/2R5 w - - 1 31,This is where I got scared His king is advancing into my side
61,Rg1,c1g1,1k6/p6p/1p4p1/2p2r2/2P3p1/4K3/PP3P1P/6R1 b - - 2 31,This is where I got scared His king is advancing into my side
62,Rf3+,f5f3,1k6/p6p/1p4p1/2p5/2P3p1/4Kr2/PP3P1P/6R1 w - - 3 32,This is where I got scared His king is advancing into my side
63,Ke2,e3e2,1k6/p6p/1p4p1/2p5/2P3p1/5r2/PP2KP1P/6R1 b - - 4 32,This is where I got scared His king is advancing into my side
64,h5,h7h5,1k6/p7/1p4p1/2p4p/2P3p1/5r2/PP2KP1P/6R1 w - - 0 33,This is where I got scared His king is advancing into my side
65,Rg3,g1g3,1k6/p7/1p4p1/2p4p/2P3p1/5rR1/PP2KP1P/8 b - - 1 33,This is where I got scared His king is advancing into my side
66,Rf6,f3f6,1k6/p7/1p3rp1/2p4p/2P3p1/6R1/PP2KP1P/8 w - - 2 34,This is where I got scared His king is advancing into my side
67,h3,h2h3,1k6/p7/1p3rp1/2p4p/2P3p1/6RP/PP2KP2/8 b - - 0 34,This is where I got scared His king is advancing into my side
68,Rf4,f6f4,1k6/p7/1p4p1/2p4p/2P2rp1/6RP/PP2KP2/8 w - - 1 35,This is where I got scared His king is advancing into my side
69,b3,b2b3,1k6/p7/1p4p1/2p4p/2P2rp1/1P4RP/P3KP2/8 b - - 0 35,This is where I got scared His king is advancing into my side
70,g5,g6g5,1k6/p7/1p6/2p3pp/2P2rp1/1P4RP/P3KP2/8 w - - 0 36,This is where I got scared His king is advancing into my side
71,hxg4,h3g4,1k6/p7/1p6/2p3pp/2P2rP1/1P4R1/P3KP2/8 b - - 0 36,This is where I got scared His king is advancing into my side
72,h4,h5h4,1k6/p7/1p6/2p3p1/2P2rPp/1P4R1/P3KP2/8 w - - 0 37,This is where I got scared His king is advancing into my side
73,Rg1,g3g1,1k6/p7/1p6/2p3p1/2P2rPp/1P6/P3KP2/6R1 b - - 1 37,This is where I got scared His king is advancing into my side
74,Kc7,b8c7,8/p1k5/1p6/2p3p1/2P2rPp/1P6/P3KP2/6R1 w - - 2 38,This is where I got scared His king is advancing into my side
75,f3,f2f3,8/p1k5/1p6/2p3p1/2P2rPp/1P3P2/P3K3/6R1 b - - 0 38,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
76,Kd6,c7d6,8/p7/1p1k4/2p3p1/2P2rPp/1P3P2/P3K3/6R1 w - - 1 39,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
77,Kf2,e2f2,8/p7/1p1k4/2p3p1/2P2rPp/1P3P2/P4K2/6R1 b - - 2 39,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
78,Ke5,d6e5,8/p7/1p6/2p1k1p1/2P2rPp/1P3P2/P4K2/6R1 w - - 3 40,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
79,Re1+,g1e1,8/p7/1p6/2p1k1p1/2P2rPp/1P3P2/P4K2/4R3 b - - 4 40,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
80,Kd4,e5d4,8/p7/1p6/2p3p1/2Pk1rPp/1P3P2/P4K2/4R3 w - - 5 41,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
81,Re3,e1e3,8/p7/1p6/2p3p1/2Pk1rPp/1P2RP2/P4K2/8 b - - 6 41,!! His king is now stuck. This lucky plan started when I moved my f pawn and my king
82,Rf6,f4f6,8/p7/1p3r2/2p3p1/2Pk2Pp/1P2RP2/P4K2/8 w - - 7 42,A quaint checkmate
83,Ke2,f2e2,8/p7/1p3r2/2p3p1/2Pk2Pp/1P2RP2/P3K3/8 b - - 8 42,A quaint checkmate
84,Rh6,f6h6,8/p7/1p5r/2p3p1/2Pk2Pp/1P2RP2/P3K3/8 w - - 9 43,A quaint checkmate
85,Kd2,e2d2,8/p7/1p5r/2p3p1/2Pk2Pp/1P2RP2/P2K4/8 b - - 10 43,A quaint checkmate
86,h3,h4h3,8/p7/1p5r/2p3p1/2Pk2P1/1P2RP1p/P2K4/8 w - - 0 44,A quaint checkmate
87,Re4#,e3e4,8/p7/1p5r/2p3p1/2PkR1P1/1P3P1p/P2K4/8 b - - 1 44,A quaint checkmate
