N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,c4,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,"I'm publishing this blitz game and annotation both to show an interesting opening and middle game, as well as hoping to learn from the mistakes that I made.
There was an early transposition in my opening, and a really unorthodox and risky opening for black. I took the center and almost came off with a pretty big advantage due to black's opening of both his kingside and queenside and lack of development, however I messed it up and soon onward the rest of the game favored black with some blunders on my part.
Constructive comments are welcome on this game."
2,h5,h7h5,rnbqkbnr/ppppppp1/8/7p/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,Unorthodox opening. My instinct is to claim the center.
3,d4,d2d4,rnbqkbnr/ppppppp1/8/7p/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,I've decided now for simple classical development.
4,d5,d7d5,rnbqkbnr/ppp1ppp1/8/3p3p/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,I've decided now for simple classical development.
5,cxd5,c4d5,rnbqkbnr/ppp1ppp1/8/3P3p/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,I've decided now for simple classical development.
6,Qxd5,d8d5,rnb1kbnr/ppp1ppp1/8/3q3p/3P4/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,I've decided now for simple classical development.
7,Nc3,b1c3,rnb1kbnr/ppp1ppp1/8/3q3p/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,I've decided now for simple classical development.
8,Qd8,d5d8,rnbqkbnr/ppp1ppp1/8/7p/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 5,I've decided now for simple classical development.
9,e4,e2e4,rnbqkbnr/ppp1ppp1/8/7p/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,I've decided now for simple classical development.
10,e6,e7e6,rnbqkbnr/ppp2pp1/4p3/7p/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
11,Nf3,g1f3,rnbqkbnr/ppp2pp1/4p3/7p/3PP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 6,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
12,f6,f7f6,rnbqkbnr/ppp3p1/4pp2/7p/3PP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 7,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
13,Bf4,c1f4,rnbqkbnr/ppp3p1/4pp2/7p/3PPB2/2N2N2/PP3PPP/R2QKB1R b KQkq - 1 7,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
14,g5,g7g5,rnbqkbnr/ppp5/4pp2/6pp/3PPB2/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 8,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
15,Be3,f4e3,rnbqkbnr/ppp5/4pp2/6pp/3PP3/2N1BN2/PP3PPP/R2QKB1R b KQkq - 1 8,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
16,a6,a7a6,rnbqkbnr/1pp5/p3pp2/6pp/3PP3/2N1BN2/PP3PPP/R2QKB1R w KQkq - 0 9,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
17,Bd3,f1d3,rnbqkbnr/1pp5/p3pp2/6pp/3PP3/2NBBN2/PP3PPP/R2QK2R b KQkq - 1 9,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
18,b5,b7b5,rnbqkbnr/2p5/p3pp2/1p4pp/3PP3/2NBBN2/PP3PPP/R2QK2R w KQkq - 0 10,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
19,O-O,e1g1,rnbqkbnr/2p5/p3pp2/1p4pp/3PP3/2NBBN2/PP3PPP/R2Q1RK1 b kq - 1 10,"At this point, none of black's pieces are developed. I have full control of the center, and while he is cutting off immediate options for my minor pieces, all it takes is to open a hole and I'm able to wreak havoc for a while."
20,h4,h5h4,rnbqkbnr/2p5/p3pp2/1p4p1/3PP2p/2NBBN2/PP3PPP/R2Q1RK1 w kq - 0 11,"A compensation for his lack of minor-piece activity: he has a pretty threatening pawn presence on my kingside, with his rook and minor pieces right behind them. At the time, I wasn't convinced that this mattered, though black was able to pull it through in the end."
21,e5,e4e5,rnbqkbnr/2p5/p3pp2/1p2P1p1/3P3p/2NBBN2/PP3PPP/R2Q1RK1 b kq - 0 11,His first developmental move.
22,Be7,f8e7,rnbqk1nr/2p1b3/p3pp2/1p2P1p1/3P3p/2NBBN2/PP3PPP/R2Q1RK1 w kq - 1 12,His first developmental move.
23,Bg6+,d3g6,rnbqk1nr/2p1b3/p3ppB1/1p2P1p1/3P3p/2N1BN2/PP3PPP/R2Q1RK1 b kq - 2 12,The hole I needed.
24,Kd7,e8d7,rnbq2nr/2pkb3/p3ppB1/1p2P1p1/3P3p/2N1BN2/PP3PPP/R2Q1RK1 w - - 3 13,"Cutting off my bishop, but ignoring the danger to black's king."
25,d5,d4d5,rnbq2nr/2pkb3/p3ppB1/1p1PP1p1/7p/2N1BN2/PP3PPP/R2Q1RK1 b - - 0 13,"Cutting off my bishop, but ignoring the danger to black's king."
26,f5,f6f5,rnbq2nr/2pkb3/p3p1B1/1p1PPpp1/7p/2N1BN2/PP3PPP/R2Q1RK1 w - - 0 14,"Cutting off my bishop, but ignoring the danger to black's king."
27,dxe6+,d5e6,rnbq2nr/2pkb3/p3P1B1/1p2Ppp1/7p/2N1BN2/PP3PPP/R2Q1RK1 b - - 0 14,"I got overconfident here looking at a checkmate, but actually just forced a queen trade that would leave me behind in material. The other line I'm seeing is 15. Qb3+ Kd7 (forced because the only other move is ...Qd5, winning the black queen and checkmate as well) 16. Qd5+ Bd6 (again forced) 17. Qxa8, leaving me a full rook ahead. I don't think my queen would be trapped at that point."
28,Kxe6,d7e6,rnbq2nr/2p1b3/p3k1B1/1p2Ppp1/7p/2N1BN2/PP3PPP/R2Q1RK1 w - - 0 15,"I got overconfident here looking at a checkmate, but actually just forced a queen trade that would leave me behind in material. The other line I'm seeing is 15. Qb3+ Kd7 (forced because the only other move is ...Qd5, winning the black queen and checkmate as well) 16. Qd5+ Bd6 (again forced) 17. Qxa8, leaving me a full rook ahead. I don't think my queen would be trapped at that point."
29,Qd5+,d1d5,rnbq2nr/2p1b3/p3k1B1/1p1QPpp1/7p/2N1BN2/PP3PPP/R4RK1 b - - 1 15,"I got overconfident here looking at a checkmate, but actually just forced a queen trade that would leave me behind in material. The other line I'm seeing is 15. Qb3+ Kd7 (forced because the only other move is ...Qd5, winning the black queen and checkmate as well) 16. Qd5+ Bd6 (again forced) 17. Qxa8, leaving me a full rook ahead. I don't think my queen would be trapped at that point."
30,Qxd5,d8d5,rnb3nr/2p1b3/p3k1B1/1p1qPpp1/7p/2N1BN2/PP3PPP/R4RK1 w - - 0 16,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
31,Nxd5,c3d5,rnb3nr/2p1b3/p3k1B1/1p1NPpp1/7p/4BN2/PP3PPP/R4RK1 b - - 0 16,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
32,Kxd5,e6d5,rnb3nr/2p1b3/p5B1/1p1kPpp1/7p/4BN2/PP3PPP/R4RK1 w - - 0 17,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
33,Rfd1+,f1d1,rnb3nr/2p1b3/p5B1/1p1kPpp1/7p/4BN2/PP3PPP/R2R2K1 b - - 1 17,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
34,Kc6,d5c6,rnb3nr/2p1b3/p1k3B1/1p2Ppp1/7p/4BN2/PP3PPP/R2R2K1 w - - 2 18,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
35,Rac1+,a1c1,rnb3nr/2p1b3/p1k3B1/1p2Ppp1/7p/4BN2/PP3PPP/2RR2K1 b - - 3 18,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
36,Kb7,c6b7,rnb3nr/1kp1b3/p5B1/1p2Ppp1/7p/4BN2/PP3PPP/2RR2K1 w - - 4 19,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
37,Bf7,g6f7,rnb3nr/1kp1bB2/p7/1p2Ppp1/7p/4BN2/PP3PPP/2RR2K1 b - - 5 19,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
38,h3,h4h3,rnb3nr/1kp1bB2/p7/1p2Ppp1/8/4BN1p/PP3PPP/2RR2K1 w - - 0 20,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
39,Bd5+,f7d5,rnb3nr/1kp1b3/p7/1p1BPpp1/8/4BN1p/PP3PPP/2RR2K1 b - - 1 20,"Here again I thought I could pull off a checkmate, but I'm successfully defended against. And now, there's a pawn messing with my king's defense. It's at this point that the game starts to turn against me."
40,c6,c7c6,rnb3nr/1k2b3/p1p5/1p1BPpp1/8/4BN1p/PP3PPP/2RR2K1 w - - 0 21,Perhaps it would have been better to move my bishop out of danger.
41,Bf7,d5f7,rnb3nr/1k2bB2/p1p5/1p2Ppp1/8/4BN1p/PP3PPP/2RR2K1 b - - 1 21,Perhaps it would have been better to move my bishop out of danger.
42,Nh6,g8h6,rnb4r/1k2bB2/p1p4n/1p2Ppp1/8/4BN1p/PP3PPP/2RR2K1 w - - 2 22,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
43,Bxg5,e3g5,rnb4r/1k2bB2/p1p4n/1p2PpB1/8/5N1p/PP3PPP/2RR2K1 b - - 0 22,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
44,Bxg5,e7g5,rnb4r/1k3B2/p1p4n/1p2Ppb1/8/5N1p/PP3PPP/2RR2K1 w - - 0 23,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
45,Nxg5,f3g5,rnb4r/1k3B2/p1p4n/1p2PpN1/8/7p/PP3PPP/2RR2K1 b - - 0 23,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
46,Nxf7,h6f7,rnb4r/1k3n2/p1p5/1p2PpN1/8/7p/PP3PPP/2RR2K1 w - - 0 24,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
47,Nxf7,g5f7,rnb4r/1k3N2/p1p5/1p2Pp2/8/7p/PP3PPP/2RR2K1 b - - 0 24,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
48,Rf8,h8f8,rnb2r2/1k3N2/p1p5/1p2Pp2/8/7p/PP3PPP/2RR2K1 w - - 1 25,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
49,Nd6+,f7d6,rnb2r2/1k6/p1pN4/1p2Pp2/8/7p/PP3PPP/2RR2K1 b - - 2 25,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
50,Kb6,b7b6,rnb2r2/8/pkpN4/1p2Pp2/8/7p/PP3PPP/2RR2K1 w - - 3 26,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
51,Rc3,c1c3,rnb2r2/8/pkpN4/1p2Pp2/8/2R4p/PP3PPP/3R2K1 b - - 4 26,g3 instead? The loss of the g pawn is what caused all of my problems for the rest of the game.
52,hxg2,h3g2,rnb2r2/8/pkpN4/1p2Pp2/8/2R5/PP3PpP/3R2K1 w - - 0 27,Useless move.
53,Kxg2,g1g2,rnb2r2/8/pkpN4/1p2Pp2/8/2R5/PP3PKP/3R4 b - - 0 27,Useless move.
54,Rg8+,f8g8,rnb3r1/8/pkpN4/1p2Pp2/8/2R5/PP3PKP/3R4 w - - 1 28,Useless move.
55,Kf3,g2f3,rnb3r1/8/pkpN4/1p2Pp2/8/2R2K2/PP3P1P/3R4 b - - 2 28,Useless move.
56,Be6,c8e6,rn4r1/8/pkpNb3/1p2Pp2/8/2R2K2/PP3P1P/3R4 w - - 3 29,Useless move.
57,Kf4,f3f4,rn4r1/8/pkpNb3/1p2Pp2/5K2/2R5/PP3P1P/3R4 b - - 4 29,Useless move.
58,Rg4+,g8g4,rn6/8/pkpNb3/1p2Pp2/5Kr1/2R5/PP3P1P/3R4 w - - 5 30,Attacking my pawn and linking black's rooks.
59,Kf3,f4f3,rn6/8/pkpNb3/1p2Pp2/6r1/2R2K2/PP3P1P/3R4 b - - 6 30,Attacking my pawn and linking black's rooks.
60,Ra4,g4a4,rn6/8/pkpNb3/1p2Pp2/r7/2R2K2/PP3P1P/3R4 w - - 7 31,Attacking my pawn and linking black's rooks.
61,a3,a2a3,rn6/8/pkpNb3/1p2Pp2/r7/P1R2K2/1P3P1P/3R4 b - - 0 31,Attacking my pawn and linking black's rooks.
62,Rh4,a4h4,rn6/8/pkpNb3/1p2Pp2/7r/P1R2K2/1P3P1P/3R4 w - - 1 32,Attacking my pawn and linking black's rooks.
63,Kg3,f3g3,rn6/8/pkpNb3/1p2Pp2/7r/P1R3K1/1P3P1P/3R4 b - - 2 32,Attacking my pawn and linking black's rooks.
64,Rg4+,h4g4,rn6/8/pkpNb3/1p2Pp2/6r1/P1R3K1/1P3P1P/3R4 w - - 3 33,Attacking my pawn and linking black's rooks.
65,Kh3,g3h3,rn6/8/pkpNb3/1p2Pp2/6r1/P1R4K/1P3P1P/3R4 b - - 4 33,Attacking my pawn and linking black's rooks.
66,Rg8,g4g8,rn4r1/8/pkpNb3/1p2Pp2/8/P1R4K/1P3P1P/3R4 w - - 5 34,Attacking my pawn and linking black's rooks.
67,Rf3,c3f3,rn4r1/8/pkpNb3/1p2Pp2/8/P4R1K/1P3P1P/3R4 b - - 6 34,Attacking my pawn and linking black's rooks.
68,Nd7,b8d7,r5r1/3n4/pkpNb3/1p2Pp2/8/P4R1K/1P3P1P/3R4 w - - 7 35,Attacking my pawn and linking black's rooks.
