N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Here is a game from the ""Walking the Walk"" club. The idea is that the wannabies (like myself) issue a challenge to one of the masters. After ""talking the talk"" it is then time to walk the walk. The Wannabe is to annotate the game on completion. I'm going to annotate this game along the way, to ensure a I represent my thoughts correctly, rather than with a retrospective eye."
2,c6,c7c6,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Caro-Kann. This is what was expected as I suggested to Shamash that I was going to turn his Caro-Khan into a Caro-Can't. Seems a little bit like threatening to stab a T-rex with a plastic fork.
3,d4,d2d4,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"The advance variation. I have almost no experience with the Caro-Kann, and the small amount of study I was able to put in before the game suggested that this variation doesn't require as much theory to back it up as 3.Nc3 I wouldn't play the exchange variation (3.exd5) as it seems to give black a much easier game. I also noted that Shamash (who is yet to be beaten on this site) has drawn more games of this flavour than the rest."
4,d5,d7d5,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,"The advance variation. I have almost no experience with the Caro-Kann, and the small amount of study I was able to put in before the game suggested that this variation doesn't require as much theory to back it up as 3.Nc3 I wouldn't play the exchange variation (3.exd5) as it seems to give black a much easier game. I also noted that Shamash (who is yet to be beaten on this site) has drawn more games of this flavour than the rest."
5,e5,e4e5,rnbqkbnr/pp2pppp/2p5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,"The advance variation. I have almost no experience with the Caro-Kann, and the small amount of study I was able to put in before the game suggested that this variation doesn't require as much theory to back it up as 3.Nc3 I wouldn't play the exchange variation (3.exd5) as it seems to give black a much easier game. I also noted that Shamash (who is yet to be beaten on this site) has drawn more games of this flavour than the rest."
6,c5,c6c5,rnbqkbnr/pp2pppp/8/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,"I'm not familiar enough with the theory really, but to my untrained eye I would suggest that the idea behind this move is Black offering a pawn in order to draw White into an overextended position. My crash course in Caro-Kann informs me that this defence leads toward long games where it can all come down to the integrity of pawn structures."
7,dxc5,d4c5,rnbqkbnr/pp2pppp/8/2PpP3/8/8/PPP2PPP/RNBQKBNR b KQkq - 0 4,White now must try to defend his advanced pawns. A big drawback to White's pawns is that there are squares in the centre that they can no longer exert control over.
8,e6,e7e6,rnbqkbnr/pp3ppp/4p3/2PpP3/8/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,White now must try to defend his advanced pawns. A big drawback to White's pawns is that there are squares in the centre that they can no longer exert control over.
9,Be3,c1e3,rnbqkbnr/pp3ppp/4p3/2PpP3/8/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 5,Looking to place the bishop at d4.
10,Nh6,g8h6,rnbqkb1r/pp3ppp/4p2n/2PpP3/8/4B3/PPP2PPP/RN1QKBNR w KQkq - 2 6,Developing. Perhaps looking for Nf5 challenging the bishop when it gets to d4.
11,Bd4,e3d4,rnbqkb1r/pp3ppp/4p2n/2PpP3/3B4/8/PPP2PPP/RN1QKBNR b KQkq - 3 6,At this point the game looks to be fairly even. White may even retain an edge? What I notice about this position is that White seems to have more options for quickly developing pieces.
12,Nf5,h6f5,rnbqkb1r/pp3ppp/4p3/2PpPn2/3B4/8/PPP2PPP/RN1QKBNR w KQkq - 4 7,At this point the game looks to be fairly even. White may even retain an edge? What I notice about this position is that White seems to have more options for quickly developing pieces.
