N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"D4 as per usual, let's see where it takes us."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"Black stops the bishop to B5, I just carry on with my London plan"
3,Nf3,g1f3,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,"Black stops the bishop to B5, I just carry on with my London plan"
4,g6,g7g6,rnbqkbnr/ppp1pp1p/6p1/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,"Black stops the bishop to B5, I just carry on with my London plan"
5,Bf4,c1f4,rnbqkbnr/ppp1pp1p/6p1/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,"Black stops the bishop to B5, I just carry on with my London plan"
6,Bg7,f8g7,rnbqk1nr/ppp1ppbp/6p1/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,"Black stops the bishop to B5, I just carry on with my London plan"
7,Nbd2,b1d2,rnbqk1nr/ppp1ppbp/6p1/3p4/3P1B2/5N2/PPPNPPPP/R2QKB1R b KQkq - 3 4,"Black stops the bishop to B5, I just carry on with my London plan"
8,Nc6,b8c6,r1bqk1nr/ppp1ppbp/2n3p1/3p4/3P1B2/5N2/PPPNPPPP/R2QKB1R w KQkq - 4 5,"Black stops the bishop to B5, I just carry on with my London plan"
9,e3,e2e3,r1bqk1nr/ppp1ppbp/2n3p1/3p4/3P1B2/4PN2/PPPN1PPP/R2QKB1R b KQkq - 0 5,"Black stops the bishop to B5, I just carry on with my London plan"
10,a6,a7a6,r1bqk1nr/1pp1ppbp/p1n3p1/3p4/3P1B2/4PN2/PPPN1PPP/R2QKB1R w KQkq - 0 6,"Black stops the bishop to B5, I just carry on with my London plan"
11,c3,c2c3,r1bqk1nr/1pp1ppbp/p1n3p1/3p4/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R b KQkq - 0 6,Preparing an escape square for the bishop
12,Nf6,g8f6,r1bqk2r/1pp1ppbp/p1n2np1/3p4/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R w KQkq - 1 7,Preparing an escape square for the bishop
13,h3,h2h3,r1bqk2r/1pp1ppbp/p1n2np1/3p4/3P1B2/2P1PN1P/PP1N1PP1/R2QKB1R b KQkq - 0 7,Preparing an escape square for the bishop
14,O-O,e8g8,r1bq1rk1/1pp1ppbp/p1n2np1/3p4/3P1B2/2P1PN1P/PP1N1PP1/R2QKB1R w KQ - 1 8,I think bishop to f5 is better here
15,Bd3,f1d3,r1bq1rk1/1pp1ppbp/p1n2np1/3p4/3P1B2/2PBPN1P/PP1N1PP1/R2QK2R b KQ - 2 8,Black want to push the e pawn
16,Re8,f8e8,r1bqr1k1/1pp1ppbp/p1n2np1/3p4/3P1B2/2PBPN1P/PP1N1PP1/R2QK2R w KQ - 3 9,Black want to push the e pawn
17,Qc2,d1c2,r1bqr1k1/1pp1ppbp/p1n2np1/3p4/3P1B2/2PBPN1P/PPQN1PP1/R3K2R b KQ - 4 9,"Decision time, I am tempted to castle long but black is well positioned for a pawn storm, so a little caution"
18,b5,b7b5,r1bqr1k1/2p1ppbp/p1n2np1/1p1p4/3P1B2/2PBPN1P/PPQN1PP1/R3K2R w KQ - 0 10,"Decision time, I am tempted to castle long but black is well positioned for a pawn storm, so a little caution"
19,O-O,e1g1,r1bqr1k1/2p1ppbp/p1n2np1/1p1p4/3P1B2/2PBPN1P/PPQN1PP1/R4RK1 b - - 1 10,This doesn't really do anything
20,Nh5,f6h5,r1bqr1k1/2p1ppbp/p1n3p1/1p1p3n/3P1B2/2PBPN1P/PPQN1PP1/R4RK1 w - - 2 11,This doesn't really do anything
21,Bg5,f4g5,r1bqr1k1/2p1ppbp/p1n3p1/1p1p2Bn/3P4/2PBPN1P/PPQN1PP1/R4RK1 b - - 3 11,I am tempted to take the pawn
22,f6,f7f6,r1bqr1k1/2p1p1bp/p1n2pp1/1p1p2Bn/3P4/2PBPN1P/PPQN1PP1/R4RK1 w - - 0 12,I am tempted to take the pawn
23,Bh4,g5h4,r1bqr1k1/2p1p1bp/p1n2pp1/1p1p3n/3P3B/2PBPN1P/PPQN1PP1/R4RK1 b - - 1 12,"Now to switch play, black has opened up his Kingside and his pieces are passive"
24,f5,f6f5,r1bqr1k1/2p1p1bp/p1n3p1/1p1p1p1n/3P3B/2PBPN1P/PPQN1PP1/R4RK1 w - - 0 13,"Now to switch play, black has opened up his Kingside and his pieces are passive"
25,Nb3,d2b3,r1bqr1k1/2p1p1bp/p1n3p1/1p1p1p1n/3P3B/1NPBPN1P/PPQ2PP1/R4RK1 b - - 1 13,"Now to switch play, black has opened up his Kingside and his pieces are passive"
26,Nf6,h5f6,r1bqr1k1/2p1p1bp/p1n2np1/1p1p1p2/3P3B/1NPBPN1P/PPQ2PP1/R4RK1 w - - 2 14,black further exposes his king and the e6 square is going to be important
27,Nc5,b3c5,r1bqr1k1/2p1p1bp/p1n2np1/1pNp1p2/3P3B/2PBPN1P/PPQ2PP1/R4RK1 b - - 3 14,black further exposes his king and the e6 square is going to be important
28,Ne4,f6e4,r1bqr1k1/2p1p1bp/p1n3p1/1pNp1p2/3Pn2B/2PBPN1P/PPQ2PP1/R4RK1 w - - 4 15,black further exposes his king and the e6 square is going to be important
29,Bxe4,d3e4,r1bqr1k1/2p1p1bp/p1n3p1/1pNp1p2/3PB2B/2P1PN1P/PPQ2PP1/R4RK1 b - - 0 15,black further exposes his king and the e6 square is going to be important
30,dxe4,d5e4,r1bqr1k1/2p1p1bp/p1n3p1/1pN2p2/3Pp2B/2P1PN1P/PPQ2PP1/R4RK1 w - - 0 16,black further exposes his king and the e6 square is going to be important
31,Qb3+,c2b3,r1bqr1k1/2p1p1bp/p1n3p1/1pN2p2/3Pp2B/1QP1PN1P/PP3PP1/R4RK1 b - - 1 16,"White is threatening mate, so r-f1 is forced"
32,Kh8,g8h8,r1bqr2k/2p1p1bp/p1n3p1/1pN2p2/3Pp2B/1QP1PN1P/PP3PP1/R4RK1 w - - 2 17,"White is threatening mate, so r-f1 is forced"
