N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"The most flexible move against White's irreverent move order. The standard move is 3...e5, but it's too ugly for my taste. I should note that 3.Nc3 was played to avoid the Sveshnikov, so why not play the Dragon instead of a weaker version of aforementioned defense?"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"The most flexible move against White's irreverent move order. The standard move is 3...e5, but it's too ugly for my taste. I should note that 3.Nc3 was played to avoid the Sveshnikov, so why not play the Dragon instead of a weaker version of aforementioned defense?"
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"The most flexible move against White's irreverent move order. The standard move is 3...e5, but it's too ugly for my taste. I should note that 3.Nc3 was played to avoid the Sveshnikov, so why not play the Dragon instead of a weaker version of aforementioned defense?"
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"The most flexible move against White's irreverent move order. The standard move is 3...e5, but it's too ugly for my taste. I should note that 3.Nc3 was played to avoid the Sveshnikov, so why not play the Dragon instead of a weaker version of aforementioned defense?"
5,Nc3,b1c3,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,"The most flexible move against White's irreverent move order. The standard move is 3...e5, but it's too ugly for my taste. I should note that 3.Nc3 was played to avoid the Sveshnikov, so why not play the Dragon instead of a weaker version of aforementioned defense?"
6,g6,g7g6,r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,"The most flexible move against White's irreverent move order. The standard move is 3...e5, but it's too ugly for my taste. I should note that 3.Nc3 was played to avoid the Sveshnikov, so why not play the Dragon instead of a weaker version of aforementioned defense?"
7,d4,d2d4,r1bqkbnr/pp1ppp1p/2n3p1/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,Back to the open Sicilian.
8,cxd4,c5d4,r1bqkbnr/pp1ppp1p/2n3p1/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,"I should say that I don't usually play the Dragon, let alone the accelerated version, except against my opponents precise order of moves and for quite a few reasons. First of all, I avoid the Maroczy bind, since White has already played Nc3 and I also avoid the very critical lines with 9.0-0-0 in the main line of the Dragon, since not having played d6, I could play d5 in one go and save a very important tempo."
9,Nxd4,f3d4,r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,"I should say that I don't usually play the Dragon, let alone the accelerated version, except against my opponents precise order of moves and for quite a few reasons. First of all, I avoid the Maroczy bind, since White has already played Nc3 and I also avoid the very critical lines with 9.0-0-0 in the main line of the Dragon, since not having played d6, I could play d5 in one go and save a very important tempo."
10,Bg7,f8g7,r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6,"I should say that I don't usually play the Dragon, let alone the accelerated version, except against my opponents precise order of moves and for quite a few reasons. First of all, I avoid the Maroczy bind, since White has already played Nc3 and I also avoid the very critical lines with 9.0-0-0 in the main line of the Dragon, since not having played d6, I could play d5 in one go and save a very important tempo."
