N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,A Fast Ladder game. I'm the challenger so my opponent begins with the Open Game and I take it to the flank with the Sicilian.
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,A Fast Ladder game. I'm the challenger so my opponent begins with the Open Game and I take it to the flank with the Sicilian.
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,"Again with the Philidor Variation? I'm going to give 2. Bc4? a question mark. The world DB hates it. The GK DB hates it. Both DBs give it a huge favor to black. I've personally faced it 6 times now on GameKnot (a disproportionate number for such an unsuccessful move) and I'm 6-0 against it. My reference on the Sicilian lists it as ""significantly inferior to all other standard replies and recommends the main line, Closed line, Morra Gambit, and Wing Gambit as far better options for white."" Yet, somehow, this move is popular here on GameKnot. It probably doesn't deserve a ?, but I'm giving it one anyway for the sheer folly of picking a move that barely rates better than 2. Ke2. Black immediately makes the white bishop look silly with 2. ... e6, a move black probably would have played at some point in the Sicilian anyway."
4,e6,e7e6,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,"Again with the Philidor Variation? I'm going to give 2. Bc4? a question mark. The world DB hates it. The GK DB hates it. Both DBs give it a huge favor to black. I've personally faced it 6 times now on GameKnot (a disproportionate number for such an unsuccessful move) and I'm 6-0 against it. My reference on the Sicilian lists it as ""significantly inferior to all other standard replies and recommends the main line, Closed line, Morra Gambit, and Wing Gambit as far better options for white."" Yet, somehow, this move is popular here on GameKnot. It probably doesn't deserve a ?, but I'm giving it one anyway for the sheer folly of picking a move that barely rates better than 2. Ke2. Black immediately makes the white bishop look silly with 2. ... e6, a move black probably would have played at some point in the Sicilian anyway."
5,Nf3,g1f3,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,"Keeping the white pieces off of b5, always a good idea in the Sicilian, and in many other defenses as well."
6,Nc6,b8c6,r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,"Keeping the white pieces off of b5, always a good idea in the Sicilian, and in many other defenses as well."
7,Nc3,b1c3,r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,"Keeping the white pieces off of b5, always a good idea in the Sicilian, and in many other defenses as well."
8,a6,a7a6,r1bqkbnr/1p1p1ppp/p1n1p3/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,"Keeping the white pieces off of b5, always a good idea in the Sicilian, and in many other defenses as well."
9,d3,d2d3,r1bqkbnr/1p1p1ppp/p1n1p3/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5,"White has developed all his minor pieces while black has only just developed his second knight, but black's pawns are well situated to deny white any real advantage from his speedy development."
10,d6,d7d6,r1bqkbnr/1p3ppp/p1npp3/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,"White has developed all his minor pieces while black has only just developed his second knight, but black's pawns are well situated to deny white any real advantage from his speedy development."
11,Bf4,c1f4,r1bqkbnr/1p3ppp/p1npp3/2p5/2B1PB2/2NP1N2/PPP2PPP/R2QK2R b KQkq - 1 6,"White has developed all his minor pieces while black has only just developed his second knight, but black's pawns are well situated to deny white any real advantage from his speedy development."
12,Nge7,g8e7,r1bqkb1r/1p2nppp/p1npp3/2p5/2B1PB2/2NP1N2/PPP2PPP/R2QK2R w KQkq - 2 7,"White has developed all his minor pieces while black has only just developed his second knight, but black's pawns are well situated to deny white any real advantage from his speedy development."
13,a3,a2a3,r1bqkb1r/1p2nppp/p1npp3/2p5/2B1PB2/P1NP1N2/1PP2PPP/R2QK2R b KQkq - 0 7,"Preparing for Be7 soon, allowing black to castle, and simultaneously driving away the white bishop."
14,Ng6,e7g6,r1bqkb1r/1p3ppp/p1npp1n1/2p5/2B1PB2/P1NP1N2/1PP2PPP/R2QK2R w KQkq - 1 8,"Preparing for Be7 soon, allowing black to castle, and simultaneously driving away the white bishop."
15,Ng5,f3g5,r1bqkb1r/1p3ppp/p1npp1n1/2p3N1/2B1PB2/P1NP4/1PP2PPP/R2QK2R b KQkq - 2 8,"Or so I thought. Well, if I can't drive it away, I can drive it all the way to the discarded piece pile. Now black's knight on g5 is en prise and must be saved."
16,Nxf4,g6f4,r1bqkb1r/1p3ppp/p1npp3/2p3N1/2B1Pn2/P1NP4/1PP2PPP/R2QK2R w KQkq - 0 9,"Or so I thought. Well, if I can't drive it away, I can drive it all the way to the discarded piece pile. Now black's knight on g5 is en prise and must be saved."
17,Qf3,d1f3,r1bqkb1r/1p3ppp/p1npp3/2p3N1/2B1Pn2/P1NP1Q2/1PP2PPP/R3K2R b KQkq - 1 9,"Or so I thought. White has left two pieces hanging in a row, and black is obligated to demonstrate the error of his ways."
18,Qxg5,d8g5,r1b1kb1r/1p3ppp/p1npp3/2p3q1/2B1Pn2/P1NP1Q2/1PP2PPP/R3K2R w KQkq - 0 10,"Or so I thought. White has left two pieces hanging in a row, and black is obligated to demonstrate the error of his ways."
19,g3,g2g3,r1b1kb1r/1p3ppp/p1npp3/2p3q1/2B1Pn2/P1NP1QP1/1PP2P1P/R3K2R b KQkq - 0 10,"White would like to drive away the black knight, but black has a different plan, and now white's queen must retreat; surely white doesn't want any material exchanges, espcially the queens, when he is down by two pieces."
20,Nd4,c6d4,r1b1kb1r/1p3ppp/p2pp3/2p3q1/2BnPn2/P1NP1QP1/1PP2P1P/R3K2R w KQkq - 1 11,"White would like to drive away the black knight, but black has a different plan, and now white's queen must retreat; surely white doesn't want any material exchanges, espcially the queens, when he is down by two pieces."
21,Qxf4,f3f4,r1b1kb1r/1p3ppp/p2pp3/2p3q1/2BnPQ2/P1NP2P1/1PP2P1P/R3K2R b KQkq - 0 11,Or so I thought.
22,Qxf4,g5f4,r1b1kb1r/1p3ppp/p2pp3/2p5/2BnPq2/P1NP2P1/1PP2P1P/R3K2R w KQkq - 0 12,Or so I thought.
23,gxf4,g3f4,r1b1kb1r/1p3ppp/p2pp3/2p5/2BnPP2/P1NP4/1PP2P1P/R3K2R b KQkq - 0 12,"All those exchanges left material even, mathematically, but instead of being ahead by two pieces, black is now ahead by a rook+pawn. In my opinion that is a much easier endgame to win, and more likely to produce additional advantages before we reach that endgame. Further, the white pawns are much more disrupted, with the isolated h pawn and the doubled f-pawns and the backward d and b pawns, all of which amount to structural/positional flaws that black should be able to exploit, given his material advantage."
24,Nxc2+,d4c2,r1b1kb1r/1p3ppp/p2pp3/2p5/2B1PP2/P1NP4/1Pn2P1P/R3K2R w KQkq - 0 13,"All those exchanges left material even, mathematically, but instead of being ahead by two pieces, black is now ahead by a rook+pawn. In my opinion that is a much easier endgame to win, and more likely to produce additional advantages before we reach that endgame. Further, the white pawns are much more disrupted, with the isolated h pawn and the doubled f-pawns and the backward d and b pawns, all of which amount to structural/positional flaws that black should be able to exploit, given his material advantage."
25,Kd2,e1d2,r1b1kb1r/1p3ppp/p2pp3/2p5/2B1PP2/P1NP4/1PnK1P1P/R6R b kq - 1 13,"All those exchanges left material even, mathematically, but instead of being ahead by two pieces, black is now ahead by a rook+pawn. In my opinion that is a much easier endgame to win, and more likely to produce additional advantages before we reach that endgame. Further, the white pawns are much more disrupted, with the isolated h pawn and the doubled f-pawns and the backward d and b pawns, all of which amount to structural/positional flaws that black should be able to exploit, given his material advantage."
26,Nxa1,c2a1,r1b1kb1r/1p3ppp/p2pp3/2p5/2B1PP2/P1NP4/1P1K1P1P/n6R w kq - 0 14,"All those exchanges left material even, mathematically, but instead of being ahead by two pieces, black is now ahead by a rook+pawn. In my opinion that is a much easier endgame to win, and more likely to produce additional advantages before we reach that endgame. Further, the white pawns are much more disrupted, with the isolated h pawn and the doubled f-pawns and the backward d and b pawns, all of which amount to structural/positional flaws that black should be able to exploit, given his material advantage."
27,Rxa1,h1a1,r1b1kb1r/1p3ppp/p2pp3/2p5/2B1PP2/P1NP4/1P1K1P1P/R7 b kq - 0 14,"All those exchanges left material even, mathematically, but instead of being ahead by two pieces, black is now ahead by a rook+pawn. In my opinion that is a much easier endgame to win, and more likely to produce additional advantages before we reach that endgame. Further, the white pawns are much more disrupted, with the isolated h pawn and the doubled f-pawns and the backward d and b pawns, all of which amount to structural/positional flaws that black should be able to exploit, given his material advantage."
28,b5,b7b5,r1b1kb1r/5ppp/p2pp3/1pp5/2B1PP2/P1NP4/1P1K1P1P/R7 w kq - 0 15,"All those exchanges left material even, mathematically, but instead of being ahead by two pieces, black is now ahead by a rook+pawn. In my opinion that is a much easier endgame to win, and more likely to produce additional advantages before we reach that endgame. Further, the white pawns are much more disrupted, with the isolated h pawn and the doubled f-pawns and the backward d and b pawns, all of which amount to structural/positional flaws that black should be able to exploit, given his material advantage."
29,Bb3,c4b3,r1b1kb1r/5ppp/p2pp3/1pp5/4PP2/PBNP4/1P1K1P1P/R7 b kq - 1 15,"This wins a pawn. The white pawn on f4 can be defended, but it will remain pinned and unable to defend its fellow pawn on e5."
30,g6,g7g6,r1b1kb1r/5p1p/p2pp1p1/1pp5/4PP2/PBNP4/1P1K1P1P/R7 w kq - 0 16,"This wins a pawn. The white pawn on f4 can be defended, but it will remain pinned and unable to defend its fellow pawn on e5."
31,e5,e4e5,r1b1kb1r/5p1p/p2pp1p1/1pp1P3/5P2/PBNP4/1P1K1P1P/R7 b kq - 0 16,"This wins a pawn. The white pawn on f4 can be defended, but it will remain pinned and unable to defend its fellow pawn on e5."
32,Bh6,f8h6,r1b1k2r/5p1p/p2pp1pb/1pp1P3/5P2/PBNP4/1P1K1P1P/R7 w kq - 1 17,"This wins a pawn. The white pawn on f4 can be defended, but it will remain pinned and unable to defend its fellow pawn on e5."
