N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"I have acquired a preference for scotch. The opening leads directly to assertive and open play, with juicy bits in waiting for the endgame."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"I have acquired a preference for scotch. The opening leads directly to assertive and open play, with juicy bits in waiting for the endgame."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"I have acquired a preference for scotch. The opening leads directly to assertive and open play, with juicy bits in waiting for the endgame."
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"I have acquired a preference for scotch. The opening leads directly to assertive and open play, with juicy bits in waiting for the endgame."
5,d4,d2d4,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"I have acquired a preference for scotch. The opening leads directly to assertive and open play, with juicy bits in waiting for the endgame."
6,exd4,e5d4,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,This is a very common and healthy response by black.
7,Nxd4,f3d4,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,This is a very common and healthy response by black.
8,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,This is a very common and healthy response by black.
9,Nxc6,d4c6,r1bqkb1r/pppp1ppp/2N2n2/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 0 5,"This leads the game into the Mieses variation. The alternative would be to support the knight in the center, which also leads to good play. I prefer to sustain the forward momentum."
10,bxc6,b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,The normal continuation ...
11,e5,e4e5,r1bqkb1r/p1pp1ppp/2p2n2/4P3/8/8/PPP2PPP/RNBQKB1R b KQkq - 0 6,All the previous moves are main line theory.
12,Qe7,d8e7,r1b1kb1r/p1ppqppp/2p2n2/4P3/8/8/PPP2PPP/RNBQKB1R w KQkq - 1 7,All the previous moves are main line theory.
13,Qe2,d1e2,r1b1kb1r/p1ppqppp/2p2n2/4P3/8/8/PPP1QPPP/RNB1KB1R b KQkq - 2 7,All the previous moves are main line theory.
14,Nd5,f6d5,r1b1kb1r/p1ppqppp/2p5/3nP3/8/8/PPP1QPPP/RNB1KB1R w KQkq - 3 8,All the previous moves are main line theory.
15,c4,c2c4,r1b1kb1r/p1ppqppp/2p5/3nP3/2P5/8/PP2QPPP/RNB1KB1R b KQkq - 0 8,All the previous moves are main line theory.
16,Nb6,d5b6,r1b1kb1r/p1ppqppp/1np5/4P3/2P5/8/PP2QPPP/RNB1KB1R w KQkq - 1 9,"This is an interesting attack idea by black, putting pressure on the a and b files."
17,b3,b2b3,r1b1kb1r/p1ppqppp/1np5/4P3/2P5/1P6/P3QPPP/RNB1KB1R b KQkq - 0 9,"This is an interesting attack idea by black, putting pressure on the a and b files."
18,a5,a7a5,r1b1kb1r/2ppqppp/1np5/p3P3/2P5/1P6/P3QPPP/RNB1KB1R w KQkq - 0 10,"This is an interesting attack idea by black, putting pressure on the a and b files."
19,Bb2,c1b2,r1b1kb1r/2ppqppp/1np5/p3P3/2P5/1P6/PB2QPPP/RN2KB1R b KQkq - 1 10,This is a very dynamic square for the knight.
20,a4,a5a4,r1b1kb1r/2ppqppp/1np5/4P3/p1P5/1P6/PB2QPPP/RN2KB1R w KQkq - 0 11,This is a very dynamic square for the knight.
21,Nd2,b1d2,r1b1kb1r/2ppqppp/1np5/4P3/p1P5/1P6/PB1NQPPP/R3KB1R b KQkq - 1 11,This is a very dynamic square for the knight.
22,axb3,a4b3,r1b1kb1r/2ppqppp/1np5/4P3/2P5/1p6/PB1NQPPP/R3KB1R w KQkq - 0 12,"So far the attack has only lead to exchange of rooks. The bishop is in the corner, but note that it controls the entire black diagonal! Moreover blacks king's position is now somewhat more awkward that that of the white king."
23,axb3,a2b3,r1b1kb1r/2ppqppp/1np5/4P3/2P5/1P6/1B1NQPPP/R3KB1R b KQkq - 0 12,"So far the attack has only lead to exchange of rooks. The bishop is in the corner, but note that it controls the entire black diagonal! Moreover blacks king's position is now somewhat more awkward that that of the white king."
24,Rxa1+,a8a1,2b1kb1r/2ppqppp/1np5/4P3/2P5/1P6/1B1NQPPP/r3KB1R w Kk - 0 13,"So far the attack has only lead to exchange of rooks. The bishop is in the corner, but note that it controls the entire black diagonal! Moreover blacks king's position is now somewhat more awkward that that of the white king."
25,Bxa1,b2a1,2b1kb1r/2ppqppp/1np5/4P3/2P5/1P6/3NQPPP/B3KB1R b Kk - 0 13,"So far the attack has only lead to exchange of rooks. The bishop is in the corner, but note that it controls the entire black diagonal! Moreover blacks king's position is now somewhat more awkward that that of the white king."
26,Qb4,e7b4,2b1kb1r/2pp1ppp/1np5/4P3/1qP5/1P6/3NQPPP/B3KB1R w Kk - 1 14,"I believe castelling was premature at this point. Black loses out on attacking chances, notably with the black bishop."
27,Qd1,e2d1,2b1kb1r/2pp1ppp/1np5/4P3/1qP5/1P6/3N1PPP/B2QKB1R b Kk - 2 14,"I believe castelling was premature at this point. Black loses out on attacking chances, notably with the black bishop."
28,Be7,f8e7,2b1k2r/2ppbppp/1np5/4P3/1qP5/1P6/3N1PPP/B2QKB1R w Kk - 3 15,"I believe castelling was premature at this point. Black loses out on attacking chances, notably with the black bishop."
29,Bd3,f1d3,2b1k2r/2ppbppp/1np5/4P3/1qP5/1P1B4/3N1PPP/B2QK2R b Kk - 4 15,"I believe castelling was premature at this point. Black loses out on attacking chances, notably with the black bishop."
30,O-O,e8g8,2b2rk1/2ppbppp/1np5/4P3/1qP5/1P1B4/3N1PPP/B2QK2R w K - 5 16,"I believe castelling was premature at this point. Black loses out on attacking chances, notably with the black bishop."
31,O-O,e1g1,2b2rk1/2ppbppp/1np5/4P3/1qP5/1P1B4/3N1PPP/B2Q1RK1 b - - 6 16,"This queen move is a key move. There is direct threat bearing down on h7, at the same time as the queen lends maximum support."
32,d6,d7d6,2b2rk1/2p1bppp/1npp4/4P3/1qP5/1P1B4/3N1PPP/B2Q1RK1 w - - 0 17,"This queen move is a key move. There is direct threat bearing down on h7, at the same time as the queen lends maximum support."
33,Qc2,d1c2,2b2rk1/2p1bppp/1npp4/4P3/1qP5/1P1B4/2QN1PPP/B4RK1 b - - 1 17,"This queen move is a key move. There is direct threat bearing down on h7, at the same time as the queen lends maximum support."
34,g6,g7g6,2b2rk1/2p1bp1p/1npp2p1/4P3/1qP5/1P1B4/2QN1PPP/B4RK1 w - - 0 18,This is the start of a whitch chase.
35,Bc3,a1c3,2b2rk1/2p1bp1p/1npp2p1/4P3/1qP5/1PBB4/2QN1PPP/5RK1 b - - 1 18,This is the start of a whitch chase.
36,Qc5,b4c5,2b2rk1/2p1bp1p/1npp2p1/2q1P3/2P5/1PBB4/2QN1PPP/5RK1 w - - 2 19,Key position for the knight! The queen is dead already!
37,Ne4,d2e4,2b2rk1/2p1bp1p/1npp2p1/2q1P3/2P1N3/1PBB4/2Q2PPP/5RK1 b - - 3 19,Key position for the knight! The queen is dead already!
38,Qa3,c5a3,2b2rk1/2p1bp1p/1npp2p1/4P3/2P1N3/qPBB4/2Q2PPP/5RK1 w - - 4 20,Black cuts his losses ...
39,Ra1,f1a1,2b2rk1/2p1bp1p/1npp2p1/4P3/2P1N3/qPBB4/2Q2PPP/R5K1 b - - 5 20,Black cuts his losses ...
40,Qxa1+,a3a1,2b2rk1/2p1bp1p/1npp2p1/4P3/2P1N3/1PBB4/2Q2PPP/q5K1 w - - 0 21,"The bishops still exercise dangerous pressure, but there seems to be no easy way for black to get rid of them."
41,Bxa1,c3a1,2b2rk1/2p1bp1p/1npp2p1/4P3/2P1N3/1P1B4/2Q2PPP/B5K1 b - - 0 21,"The bishops still exercise dangerous pressure, but there seems to be no easy way for black to get rid of them."
42,d5,d6d5,2b2rk1/2p1bp1p/1np3p1/3pP3/2P1N3/1P1B4/2Q2PPP/B5K1 w - - 0 22,"The bishops still exercise dangerous pressure, but there seems to be no easy way for black to get rid of them."
43,Nf6+,e4f6,2b2rk1/2p1bp1p/1np2Np1/3pP3/2P5/1P1B4/2Q2PPP/B5K1 b - - 1 22,"The leaves the pawn on an ideal square for mating by queen! Moreover it is difficult to attack, and holds the black pawns in place."
44,Bxf6,e7f6,2b2rk1/2p2p1p/1np2bp1/3pP3/2P5/1P1B4/2Q2PPP/B5K1 w - - 0 23,"The leaves the pawn on an ideal square for mating by queen! Moreover it is difficult to attack, and holds the black pawns in place."
45,exf6,e5f6,2b2rk1/2p2p1p/1np2Pp1/3p4/2P5/1P1B4/2Q2PPP/B5K1 b - - 0 23,"The leaves the pawn on an ideal square for mating by queen! Moreover it is difficult to attack, and holds the black pawns in place."
46,Re8,f8e8,2b1r1k1/2p2p1p/1np2Pp1/3p4/2P5/1P1B4/2Q2PPP/B5K1 w - - 1 24,"Aiming for h6, with mating threats. The rook is no real theat due to the bishop on d3 which can fall back to f1 if needed."
47,Qd2,c2d2,2b1r1k1/2p2p1p/1np2Pp1/3p4/2P5/1P1B4/3Q1PPP/B5K1 b - - 2 24,"Aiming for h6, with mating threats. The rook is no real theat due to the bishop on d3 which can fall back to f1 if needed."
48,Kh8,g8h8,2b1r2k/2p2p1p/1np2Pp1/3p4/2P5/1P1B4/3Q1PPP/B5K1 w - - 3 25,The correct moves for black here.
49,Qh6,d2h6,2b1r2k/2p2p1p/1np2PpQ/3p4/2P5/1P1B4/5PPP/B5K1 b - - 4 25,The correct moves for black here.
50,Rg8,e8g8,2b3rk/2p2p1p/1np2PpQ/3p4/2P5/1P1B4/5PPP/B5K1 w - - 5 26,The correct moves for black here.
51,cxd5,c4d5,2b3rk/2p2p1p/1np2PpQ/3P4/8/1P1B4/5PPP/B5K1 b - - 0 26,"Like my opponent realized, the bishop is poisoned!"
52,cxd5,c6d5,2b3rk/2p2p1p/1n3PpQ/3p4/8/1P1B4/5PPP/B5K1 w - - 0 27,"Like my opponent realized, the bishop is poisoned!"
53,Qc1,h6c1,2b3rk/2p2p1p/1n3Pp1/3p4/8/1P1B4/5PPP/B1Q3K1 b - - 1 27,"Like my opponent realized, the bishop is poisoned!"
54,Re8,g8e8,2b1r2k/2p2p1p/1n3Pp1/3p4/8/1P1B4/5PPP/B1Q3K1 w - - 2 28,"Like my opponent realized, the bishop is poisoned!"
55,Bxg6,d3g6,2b1r2k/2p2p1p/1n3PB1/3p4/8/1P6/5PPP/B1Q3K1 b - - 0 28,"Like my opponent realized, the bishop is poisoned!"
56,Be6,c8e6,4r2k/2p2p1p/1n2bPB1/3p4/8/1P6/5PPP/B1Q3K1 w - - 1 29,"Realizing that the game is over, black resigned!"
57,Qh6,c1h6,4r2k/2p2p1p/1n2bPBQ/3p4/8/1P6/5PPP/B5K1 b - - 2 29,"Realizing that the game is over, black resigned!"
