N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,c4,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,This open challenge turned into a tough battle. Although Alexkhine was 100 points south of my rating at the start it was pretty evenly matched. I made a few blunders however I got lucky at the end.
2,g6,g7g6,rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,I'm doing a little experimentation with the English opening at the moment to make a change from my more usual efforts
3,Nc3,b1c3,rnbqkbnr/pppppp1p/6p1/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,"Going for central control, the disadvantage for white here is that only one peice is developed where as black is already able to castle"
4,Bg7,f8g7,rnbqk1nr/ppppppbp/6p1/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3,"Going for central control, the disadvantage for white here is that only one peice is developed where as black is already able to castle"
5,d4,d2d4,rnbqk1nr/ppppppbp/6p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 3,"Going for central control, the disadvantage for white here is that only one peice is developed where as black is already able to castle"
6,Nf6,g8f6,rnbqk2r/ppppppbp/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 4,"Going for central control, the disadvantage for white here is that only one peice is developed where as black is already able to castle"
7,e4,e2e4,rnbqk2r/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,"Going for central control, the disadvantage for white here is that only one peice is developed where as black is already able to castle"
8,d6,d7d6,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5,"I'm not entirely sure how sound this move is, my intention was to prevent something like Bg4"
9,f3,f2f3,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR b KQkq - 0 5,"I'm not entirely sure how sound this move is, my intention was to prevent something like Bg4"
10,O-O,e8g8,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR w KQ - 1 6,supports e5 but blocks in the white lsb which doesn't move for the whole game
11,Nge2,g1e2,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP2N1PP/R1BQKB1R b KQ - 2 6,supports e5 but blocks in the white lsb which doesn't move for the whole game
12,Nbd7,b8d7,r1bq1rk1/pppnppbp/3p1np1/8/2PPP3/2N2P2/PP2N1PP/R1BQKB1R w KQ - 3 7,supports e5 but blocks in the white lsb which doesn't move for the whole game
13,Nf4,e2f4,r1bq1rk1/pppnppbp/3p1np1/8/2PPPN2/2N2P2/PP4PP/R1BQKB1R b KQ - 4 7,"This is where we depart the Gameknot database, it seems clear now that it was a mistake, Ng3 was better"
14,e5,e7e5,r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPPN2/2N2P2/PP4PP/R1BQKB1R w KQ - 0 8,"This is probably rather premature, I was looking to open the c file"
15,Nfe2,f4e2,r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPP3/2N2P2/PP2N1PP/R1BQKB1R b KQ - 1 8,"This is probably rather premature, I was looking to open the c file"
16,c6,c7c6,r1bq1rk1/pp1n1pbp/2pp1np1/4p3/2PPP3/2N2P2/PP2N1PP/R1BQKB1R w KQ - 0 9,"This is probably rather premature, I was looking to open the c file"
