N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"good opening move to control the center 
please note that i will use these abbreviations :
N = knight
B = bishop
o-o or o-o-o = castling
K = king
Q = queen
P = pawn
R = rock"
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,for the same reason
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"to develop,to attack theK's P and to o-o the K side
good move"
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,to protect the K's pawn
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,to develop and to o-o
6,Bc5,f8c5,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,to develop and attack
7,d3,d2d3,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,to protect B and to open a way to the other B
8,Nf6,g8f6,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,to develop
9,Bg5,c1g5,r1bqk2r/pppp1ppp/2n2n2/2b1p1B1/2B1P3/3P1N2/PPP2PPP/RN1QK2R b KQkq - 2 5,pinning the knight
10,a6,a7a6,r1bqk2r/1ppp1ppp/p1n2n2/2b1p1B1/2B1P3/3P1N2/PPP2PPP/RN1QK2R w KQkq - 0 6,to stop pinning the knight after advancing Q's P
11,Nc3,b1c3,r1bqk2r/1ppp1ppp/p1n2n2/2b1p1B1/2B1P3/2NP1N2/PPP2PPP/R2QK2R b KQkq - 1 6,to develop to be ready for attack
12,Bb4,c5b4,r1bqk2r/1ppp1ppp/p1n2n2/4p1B1/1bB1P3/2NP1N2/PPP2PPP/R2QK2R w KQkq - 2 7,pinning the N
13,O-O,e1g1,r1bqk2r/1ppp1ppp/p1n2n2/4p1B1/1bB1P3/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 3 7,"o-o to protect the K and to get red of pinning the N, good move"
14,Bxc3,b4c3,r1bqk2r/1ppp1ppp/p1n2n2/4p1B1/2B1P3/2bP1N2/PPP2PPP/R2Q1RK1 w kq - 0 8,"we are still in the opening, i think in this stage N = 3.25 and B = 3.
even if we consider them equal ( N and dappling pawns better than B ) in another ward getting N and destroying pawns chain much worth than B"
15,bxc3,b2c3,r1bqk2r/1ppp1ppp/p1n2n2/4p1B1/2B1P3/2PP1N2/P1P2PPP/R2Q1RK1 b kq - 0 8,"forced, for not to lose material"
16,h6,h7h6,r1bqk2r/1ppp1pp1/p1n2n1p/4p1B1/2B1P3/2PP1N2/P1P2PPP/R2Q1RK1 w kq - 0 9,to free the N from binning
17,Bh4,g5h4,r1bqk2r/1ppp1pp1/p1n2n1p/4p3/2B1P2B/2PP1N2/P1P2PPP/R2Q1RK1 b kq - 1 9,insisting to bin the N
18,d6,d7d6,r1bqk2r/1pp2pp1/p1np1n1p/4p3/2B1P2B/2PP1N2/P1P2PPP/R2Q1RK1 w kq - 0 10,to open a way to B
19,Re1,f1e1,r1bqk2r/1pp2pp1/p1np1n1p/4p3/2B1P2B/2PP1N2/P1P2PPP/R2QR1K1 b kq - 1 10,pinning the N
20,Bg4,c8g4,r2qk2r/1pp2pp1/p1np1n1p/4p3/2B1P1bB/2PP1N2/P1P2PPP/R2QR1K1 w kq - 2 11,pinning the N
21,d4,d3d4,r2qk2r/1pp2pp1/p1np1n1p/4p3/2BPP1bB/2P2N2/P1P2PPP/R2QR1K1 b kq - 0 11,start attacking
