N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,These attempts to hang onto the pawn rarely end well.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,These attempts to hang onto the pawn rarely end well.
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,These attempts to hang onto the pawn rarely end well.
4,dxc4,d5c4,rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,These attempts to hang onto the pawn rarely end well.
5,Nf3,g1f3,rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,These attempts to hang onto the pawn rarely end well.
6,b5,b7b5,rnbqkbnr/p1p1pppp/8/1p6/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,These attempts to hang onto the pawn rarely end well.
7,a4,a2a4,rnbqkbnr/p1p1pppp/8/1p6/P1pP4/5N2/1P2PPPP/RNBQKB1R b KQkq - 0 4,"My experience has been that sometimes white has to worry about Qa5+, so it is better to open the A file first."
8,c6,c7c6,rnbqkbnr/p3pppp/2p5/1p6/P1pP4/5N2/1P2PPPP/RNBQKB1R w KQkq - 0 5,"My experience has been that sometimes white has to worry about Qa5+, so it is better to open the A file first."
9,axb5,a4b5,rnbqkbnr/p3pppp/2p5/1P6/2pP4/5N2/1P2PPPP/RNBQKB1R b KQkq - 0 5,"My experience has been that sometimes white has to worry about Qa5+, so it is better to open the A file first."
10,cxb5,c6b5,rnbqkbnr/p3pppp/8/1p6/2pP4/5N2/1P2PPPP/RNBQKB1R w KQkq - 0 6,"Black who has no developed pieces can stay in the game with Nf6 or e6.

6... e6 7. bxc4 bxc4 8. e3 Nf6 9. Bxc4 Be7"
11,b3,b2b3,rnbqkbnr/p3pppp/8/1p6/2pP4/1P3N2/4PPPP/RNBQKB1R b KQkq - 0 6,"Black who has no developed pieces can stay in the game with Nf6 or e6.

6... e6 7. bxc4 bxc4 8. e3 Nf6 9. Bxc4 Be7"
12,cxb3,c4b3,rnbqkbnr/p3pppp/8/1p6/3P4/1p3N2/4PPPP/RNBQKB1R w KQkq - 0 7,
13,e3,e2e3,rnbqkbnr/p3pppp/8/1p6/3P4/1p2PN2/5PPP/RNBQKB1R b KQkq - 0 7,"Or Qxb3.  

Here black can survive with 7... b4 8. Ne5 with a pretty good game for white. Nf6 9. Bc4 Be6 (9... e6 10. Qf3  Is crushing.) 10. Bxe6 fxe6 11. Qxb3"
14,a6,a7a6,rnbqkbnr/4pppp/p7/1p6/3P4/1p2PN2/5PPP/RNBQKB1R w KQkq - 0 8,Now 9. Bc4 has some problems where black can play Nc6 and threaten Na5 with a possible Bb5 to follow.
15,Bxb5+,f1b5,rnbqkbnr/4pppp/p7/1B6/3P4/1p2PN2/5PPP/RNBQK2R b KQkq - 0 8,Now 9. Bc4 has some problems where black can play Nc6 and threaten Na5 with a possible Bb5 to follow.
16,Bd7,c8d7,rn1qkbnr/3bpppp/p7/1B6/3P4/1p2PN2/5PPP/RNBQK2R w KQkq - 1 9,Now 9. Bc4 has some problems where black can play Nc6 and threaten Na5 with a possible Bb5 to follow.
17,Bxd7+,b5d7,rn1qkbnr/3Bpppp/p7/8/3P4/1p2PN2/5PPP/RNBQK2R b KQkq - 0 9,"Black's position is so bad that he is already losing, but he should probably play e6 or Nf6 and try to complete his development."
18,Nxd7,b8d7,r2qkbnr/3npppp/p7/8/3P4/1p2PN2/5PPP/RNBQK2R w KQkq - 0 10,"Black's position is so bad that he is already losing, but he should probably play e6 or Nf6 and try to complete his development."
19,Qxb3,d1b3,r2qkbnr/3npppp/p7/8/3P4/1Q2PN2/5PPP/RNB1K2R b KQkq - 0 10,"Black's position is so bad that he is already losing, but he should probably play e6 or Nf6 and try to complete his development."
20,Rb8,a8b8,1r1qkbnr/3npppp/p7/8/3P4/1Q2PN2/5PPP/RNB1K2R w KQk - 1 11,I like this move because I think that it is putting the most pressure on black.  The computer thinks that anywhere on the A file is fine and that Qc2 is good also.
21,Qa4,b3a4,1r1qkbnr/3npppp/p7/8/Q2P4/4PN2/5PPP/RNB1K2R b KQk - 2 11,I like this move because I think that it is putting the most pressure on black.  The computer thinks that anywhere on the A file is fine and that Qc2 is good also.
22,Qc8,d8c8,1rq1kbnr/3npppp/p7/8/Q2P4/4PN2/5PPP/RNB1K2R w KQk - 3 12,"Again black neglects his development.  He is clearly losing now.

It should be obvious that the black queen on c8 will eventually be a target."
23,Bd2,c1d2,1rq1kbnr/3npppp/p7/8/Q2P4/4PN2/3B1PPP/RN2K2R b KQk - 4 12,O-O and Ba3 are just as good.
24,Ngf6,g8f6,1rq1kb1r/3npppp/p4n2/8/Q2P4/4PN2/3B1PPP/RN2K2R w KQk - 5 13,"Black completely neglects his development.  His position is on the verge of collapse.

13... e6 14. Rc1 Qb7 15. Na3 Be7 16. Rab1 Qa8 17. Rxb8+ Qxb8 18. Ne5 Qb7 19. Nac4 O-O 20. Nc6 Bd8 21. Bb4 Re8 22. Nd6"
25,O-O,e1g1,1rq1kb1r/3npppp/p4n2/8/Q2P4/4PN2/3B1PPP/RN3RK1 b k - 6 13,"Black completely neglects his development.  His position is on the verge of collapse.

13... e6 14. Rc1 Qb7 15. Na3 Be7 16. Rab1 Qa8 17. Rxb8+ Qxb8 18. Ne5 Qb7 19. Nac4 O-O 20. Nc6 Bd8 21. Bb4 Re8 22. Nd6"
26,Rb6,b8b6,2q1kb1r/3npppp/pr3n2/8/Q2P4/4PN2/3B1PPP/RN3RK1 w k - 7 14,"Black completely neglects his development.  His position is on the verge of collapse.

13... e6 14. Rc1 Qb7 15. Na3 Be7 16. Rab1 Qa8 17. Rxb8+ Qxb8 18. Ne5 Qb7 19. Nac4 O-O 20. Nc6 Bd8 21. Bb4 Re8 22. Nd6"
27,Rc1,f1c1,2q1kb1r/3npppp/pr3n2/8/Q2P4/4PN2/3B1PPP/RNR3K1 b k - 8 14,On this square the queen will come under attack.  14. ... Qa8 is better.
28,Qb7,c8b7,4kb1r/1q1npppp/pr3n2/8/Q2P4/4PN2/3B1PPP/RNR3K1 w k - 9 15,On this square the queen will come under attack.  14. ... Qa8 is better.
29,Ba5,d2a5,4kb1r/1q1npppp/pr3n2/B7/Q2P4/4PN2/5PPP/RNR3K1 b k - 10 15,Black should play Nd5 and just give up the exchange.
30,Rd6,b6d6,4kb1r/1q1npppp/p2r1n2/B7/Q2P4/4PN2/5PPP/RNR3K1 w k - 11 16,Here White could play Rc7 or he could play ...
31,Nbd2,b1d2,4kb1r/1q1npppp/p2r1n2/B7/Q2P4/4PN2/3N1PPP/R1R3K1 b k - 12 16,"Na3, Ra2 and Rc7 are also good."
32,Nd5,f6d5,4kb1r/1q1npppp/p2r4/B2n4/Q2P4/4PN2/3N1PPP/R1R3K1 w k - 13 17,
33,Rab1,a1b1,4kb1r/1q1npppp/p2r4/B2n4/Q2P4/4PN2/3N1PPP/1RR3K1 b k - 14 17,Nc4 and Ne5 are also playable.
34,Qa8,b7a8,q3kb1r/3npppp/p2r4/B2n4/Q2P4/4PN2/3N1PPP/1RR3K1 w k - 15 18,"Now White can win with either 18. Nc4, 18. Ne4, 18. Ne5 or 18. Bc7."
