N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
4,f6,f7f6,rnbqkbnr/pppp2pp/5p2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
5,Bc4,f1c4,rnbqkbnr/pppp2pp/5p2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
6,a6,a7a6,rnbqkbnr/1ppp2pp/p4p2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
7,Nh4,f3h4,rnbqkbnr/1ppp2pp/p4p2/4p3/2B1P2N/8/PPPP1PPP/RNBQK2R b KQkq - 1 4,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
8,d6,d7d6,rnbqkbnr/1pp3pp/p2p1p2/4p3/2B1P2N/8/PPPP1PPP/RNBQK2R w KQkq - 0 5,"Esse foi o meu primeiro erro.. troca do cavalo dele pela minha torre..
Na proxima jogada dele, ja sabia que iria perder a torre.. minha escolha é perde-la mas preendendo a rainha ..."
9,Qh5+,d1h5,rnbqkbnr/1pp3pp/p2p1p2/4p2Q/2B1P2N/8/PPPP1PPP/RNB1K2R b KQkq - 1 5,"Como disse , defender com o piao 7g não iria resolver o problema ... peder a torre e o cavalo , alem de deixar a rainha livre... por isso optei por mover o rei..

Estava correndo atras do meu erro."
10,Kd7,e8d7,rnbq1bnr/1ppk2pp/p2p1p2/4p2Q/2B1P2N/8/PPPP1PPP/RNB1K2R w KQ - 2 6,"Neste momento, isolei a rainha do meu adversario ... O estrago foi amenizado.. O problema é que meu jogo esta totalmente preso também."
11,Ng6,h4g6,rnbq1bnr/1ppk2pp/p2p1pN1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K2R b KQ - 3 6,"Neste momento, isolei a rainha do meu adversario ... O estrago foi amenizado.. O problema é que meu jogo esta totalmente preso também."
12,hxg6,h7g6,rnbq1bnr/1ppk2p1/p2p1pp1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K2R w KQ - 0 7,"Neste momento, isolei a rainha do meu adversario ... O estrago foi amenizado.. O problema é que meu jogo esta totalmente preso também."
13,Qxh8,h5h8,rnbq1bnQ/1ppk2p1/p2p1pp1/4p3/2B1P3/8/PPPP1PPP/RNB1K2R b KQ - 0 7,"Neste momento, isolei a rainha do meu adversario ... O estrago foi amenizado.. O problema é que meu jogo esta totalmente preso também."
14,Nh6,g8h6,rnbq1b1Q/1ppk2p1/p2p1ppn/4p3/2B1P3/8/PPPP1PPP/RNB1K2R w KQ - 1 8,"Neste momento, isolei a rainha do meu adversario ... O estrago foi amenizado.. O problema é que meu jogo esta totalmente preso também."
15,O-O,e1g1,rnbq1b1Q/1ppk2p1/p2p1ppn/4p3/2B1P3/8/PPPP1PPP/RNB2RK1 b - - 2 8,"Na minha opinião, o 0-0 foi muito cedo... já definiu minha área de ataque..."
16,Nc6,b8c6,r1bq1b1Q/1ppk2p1/p1np1ppn/4p3/2B1P3/8/PPPP1PPP/RNB2RK1 w - - 3 9,"Com a Rainha isolada, comecei a trabalhar para pega-la e virar a vantagem dele.
Outra coisa nesta joda é  para liberar minhas peças."
17,d3,d2d3,r1bq1b1Q/1ppk2p1/p1np1ppn/4p3/2B1P3/3P4/PPP2PPP/RNB2RK1 b - - 0 9,"Esse lance , foi para aumentar as chances deliberar a rainha ..."
18,Ne7,c6e7,r1bq1b1Q/1ppkn1p1/p2p1ppn/4p3/2B1P3/3P4/PPP2PPP/RNB2RK1 w - - 1 10,"Meu erro... fiquei tão preocupado que a rainha branca pudesse pegar meu piao g6, que fiz o movimento do cavalo antecipadamente e fazendo meu pião f6 com uma unica desefa.. a do piao que defendia o cavalo."
19,Bxh6,c1h6,r1bq1b1Q/1ppkn1p1/p2p1ppB/4p3/2B1P3/3P4/PPP2PPP/RN3RK1 b - - 0 10,Agora foi a jogaga certa.. trocar bisbo por cavalo...
20,gxh6,g7h6,r1bq1b1Q/1ppkn3/p2p1ppp/4p3/2B1P3/3P4/PPP2PPP/RN3RK1 w - - 0 11,"E a rainha dele escapa e aumenta mais a vantagem... (Depois de tudo fiz uma outra analise variando as jogadas, se fiz tudo certo... não achei que consegueria bloquear a rainha dele)."
21,Qxf6,h8f6,r1bq1b2/1ppkn3/p2p1Qpp/4p3/2B1P3/3P4/PPP2PPP/RN3RK1 b - - 0 11,"Preciso de uma saída extra para o rei.. o risco de mover para casa branca com o bispo de na área é muito alto, alem de na proxima jogada poder tirar o bisbo branco dali..."
22,c6,c7c6,r1bq1b2/1p1kn3/p1pp1Qpp/4p3/2B1P3/3P4/PPP2PPP/RN3RK1 w - - 0 12,"Preciso de uma saída extra para o rei.. o risco de mover para casa branca com o bispo de na área é muito alto, alem de na proxima jogada poder tirar o bisbo branco dali..."
23,Be6+,c4e6,r1bq1b2/1p1kn3/p1ppBQpp/4p3/4P3/3P4/PPP2PPP/RN3RK1 b - - 1 12,"Um ataque sem muito efeito.... ou ele estava querendo propor a troca? Foi o que pensei, mas não tinha muito o que fazer... afinal ja tinha cometido dois erro, neste jogo."
24,Kc7,d7c7,r1bq1b2/1pk1n3/p1ppBQpp/4p3/4P3/3P4/PPP2PPP/RN3RK1 w - - 2 13,A escolha dele... trocar ?
25,Bf7,e6f7,r1bq1b2/1pk1nB2/p1pp1Qpp/4p3/4P3/3P4/PPP2PPP/RN3RK1 b - - 3 13,"Em fim... Não... perdeu a oportunidade de continuar com mais peças e maior valor diminuindo as minhas chances... 
Acho que foi seu primeiro erro."
26,g5,g6g5,r1bq1b2/1pk1nB2/p1pp1Q1p/4p1p1/4P3/3P4/PPP2PPP/RN3RK1 w - - 0 14,"Tudo bem que ameaço meu piao g6, mas com um movimento de avanço meu pião agora em g5, esta defendido.  Otima jogada... a rainha dele agora tem poucos lugares para ir..."
27,Nd2,b1d2,r1bq1b2/1pk1nB2/p1pp1Q1p/4p1p1/4P3/3P4/PPPN1PPP/R4RK1 b - - 1 14,Jogada de liberar suar forças de ataque...
28,b5,b7b5,r1bq1b2/2k1nB2/p1pp1Q1p/1p2p1p1/4P3/3P4/PPPN1PPP/R4RK1 w - - 0 15,Continuo avançando com os peões...  bloqueio o avanço do cavalo dele... uma jogada de duplo valor.
29,Qf3,f6f3,r1bq1b2/2k1nB2/p1pp3p/1p2p1p1/4P3/3P1Q2/PPPN1PPP/R4RK1 b - - 1 15,"E a rainha recua... Porque?  Não sei muito o porque, mas gostei de não ter a rainha branca perto...."
30,Bg7,f8g7,r1bq4/2k1nBb1/p1pp3p/1p2p1p1/4P3/3P1Q2/PPPN1PPP/R4RK1 w - - 2 16,Agora eu gostei... dobrei a defesa do pião f5 e liberei espaço para rainha preta... meu novo objetivo ... chegar ao rei pelo corredor da torre do rei.
31,c4,c2c4,r1bq4/2k1nBb1/p1pp3p/1p2p1p1/2P1P3/3P1Q2/PP1N1PPP/R4RK1 b - - 0 16,"Um boa jogada... Liberar espaço para o cavalo em b3.. mas estou defendido.. eu não vou,  prefiro o ataque dele e eu libere minha torre em a8"
32,Qh8,d8h8,r1b4q/2k1nBb1/p1pp3p/1p2p1p1/2P1P3/3P1Q2/PP1N1PPP/R4RK1 w - - 1 17,Meu foco.. o rei..
