N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,My standard.
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
5,Nc3,b1c3,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
6,Bb4,f8b4,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
7,Bd2,c1d2,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP1BPPPP/R2QKBNR b KQkq - 3 4,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
8,b6,b7b6,rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N5/PP1BPPPP/R2QKBNR w KQkq - 0 5,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
9,e3,e2e3,rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N1P3/PP1B1PPP/R2QKBNR b KQkq - 0 5,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
10,Bb7,c8b7,rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/2N1P3/PP1B1PPP/R2QKBNR w KQkq - 1 6,"All perfectly natural progressions up until this point. The Fianchettoing of the bishop caught me slightly off guard. Not too much though, I'd seen it before."
11,Nf3,g1f3,rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R b KQkq - 2 6,"My first agressive move, normally uncharacteristic for me. However I decided to attack early and threaten Nd6 ."
12,c5,c7c5,rn1qk2r/pb1p1ppp/1p2pn2/2p5/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R w KQkq - 0 7,"My first agressive move, normally uncharacteristic for me. However I decided to attack early and threaten Nd6 ."
13,Nb5,c3b5,rn1qk2r/pb1p1ppp/1p2pn2/1Np5/1bPP4/4PN2/PP1B1PPP/R2QKB1R b KQkq - 1 7,"My first agressive move, normally uncharacteristic for me. However I decided to attack early and threaten Nd6 ."
14,Bxd2+,b4d2,rn1qk2r/pb1p1ppp/1p2pn2/1Np5/2PP4/4PN2/PP1b1PPP/R2QKB1R w KQkq - 0 8,?! I felt the knight was in more of a fighting position here. Probably also subconscious from queen pins in the past.
15,Nxd2,f3d2,rn1qk2r/pb1p1ppp/1p2pn2/1Np5/2PP4/4P3/PP1N1PPP/R2QKB1R b KQkq - 0 8,?! I felt the knight was in more of a fighting position here. Probably also subconscious from queen pins in the past.
16,d5,d7d5,rn1qk2r/pb3ppp/1p2pn2/1Npp4/2PP4/4P3/PP1N1PPP/R2QKB1R w KQkq - 0 9,Threatening the c4 pawn while protecting d6 with the queen...
17,Be2,f1e2,rn1qk2r/pb3ppp/1p2pn2/1Npp4/2PP4/4P3/PP1NBPPP/R2QK2R b KQkq - 1 9,...And the long fight for the queenside has begun...
18,a6,a7a6,rn1qk2r/1b3ppp/pp2pn2/1Npp4/2PP4/4P3/PP1NBPPP/R2QK2R w KQkq - 0 10,...And the long fight for the queenside has begun...
19,Nc3,b5c3,rn1qk2r/1b3ppp/pp2pn2/2pp4/2PP4/2N1P3/PP1NBPPP/R2QK2R b KQkq - 1 10,"?! Perhaps blundered here, I was willing to give up development for the pawn being fairly sure I could obtain the en prise c4 pawn. Ended up spending the majority of the rest of the game trying to get this back."
20,cxd4,c5d4,rn1qk2r/1b3ppp/pp2pn2/3p4/2Pp4/2N1P3/PP1NBPPP/R2QK2R w KQkq - 0 11,"?! Perhaps blundered here, I was willing to give up development for the pawn being fairly sure I could obtain the en prise c4 pawn. Ended up spending the majority of the rest of the game trying to get this back."
21,exd4,e3d4,rn1qk2r/1b3ppp/pp2pn2/3p4/2PP4/2N5/PP1NBPPP/R2QK2R b KQkq - 0 11,"?! Perhaps blundered here, I was willing to give up development for the pawn being fairly sure I could obtain the en prise c4 pawn. Ended up spending the majority of the rest of the game trying to get this back."
22,dxc4,d5c4,rn1qk2r/1b3ppp/pp2pn2/8/2pP4/2N5/PP1NBPPP/R2QK2R w KQkq - 0 12,"?! Perhaps blundered here, I was willing to give up development for the pawn being fairly sure I could obtain the en prise c4 pawn. Ended up spending the majority of the rest of the game trying to get this back."
23,O-O,e1g1,rn1qk2r/1b3ppp/pp2pn2/8/2pP4/2N5/PP1NBPPP/R2Q1RK1 b kq - 1 12,"?! Perhaps blundered here, I was willing to give up development for the pawn being fairly sure I could obtain the en prise c4 pawn. Ended up spending the majority of the rest of the game trying to get this back."
24,b5,b6b5,rn1qk2r/1b3ppp/p3pn2/1p6/2pP4/2N5/PP1NBPPP/R2Q1RK1 w kq - 0 13,Thickening the queenside plot. I was hoping for
25,a4,a2a4,rn1qk2r/1b3ppp/p3pn2/1p6/P1pP4/2N5/1P1NBPPP/R2Q1RK1 b kq - 0 13,Thickening the queenside plot. I was hoping for
26,Qb6,d8b6,rn2k2r/1b3ppp/pq2pn2/1p6/P1pP4/2N5/1P1NBPPP/R2Q1RK1 w kq - 1 14,
27,axb5,a4b5,rn2k2r/1b3ppp/pq2pn2/1P6/2pP4/2N5/1P1NBPPP/R2Q1RK1 b kq - 0 14,
28,axb5,a6b5,rn2k2r/1b3ppp/1q2pn2/1p6/2pP4/2N5/1P1NBPPP/R2Q1RK1 w kq - 0 15,
29,Rxa8,a1a8,Rn2k2r/1b3ppp/1q2pn2/1p6/2pP4/2N5/1P1NBPPP/3Q1RK1 b k - 0 15,
30,Bxa8,b7a8,bn2k2r/5ppp/1q2pn2/1p6/2pP4/2N5/1P1NBPPP/3Q1RK1 w k - 0 16,
31,b3,b2b3,bn2k2r/5ppp/1q2pn2/1p6/2pP4/1PN5/3NBPPP/3Q1RK1 b k - 0 16,
32,cxb3,c4b3,bn2k2r/5ppp/1q2pn2/1p6/3P4/1pN5/3NBPPP/3Q1RK1 w k - 0 17,
33,Bxb5+,e2b5,bn2k2r/5ppp/1q2pn2/1B6/3P4/1pN5/3N1PPP/3Q1RK1 b k - 0 17,
34,Bc6,a8c6,1n2k2r/5ppp/1qb1pn2/1B6/3P4/1pN5/3N1PPP/3Q1RK1 w k - 1 18,
35,Bxc6+,b5c6,1n2k2r/5ppp/1qB1pn2/8/3P4/1pN5/3N1PPP/3Q1RK1 b k - 0 18,
36,Nxc6,b8c6,4k2r/5ppp/1qn1pn2/8/3P4/1pN5/3N1PPP/3Q1RK1 w k - 0 19,
37,Nxb3,d2b3,4k2r/5ppp/1qn1pn2/8/3P4/1NN5/5PPP/3Q1RK1 b k - 0 19,
38,O-O,e8g8,5rk1/5ppp/1qn1pn2/8/3P4/1NN5/5PPP/3Q1RK1 w - - 1 20,
39,Re1,f1e1,5rk1/5ppp/1qn1pn2/8/3P4/1NN5/5PPP/3QR1K1 b - - 2 20,
40,Rd8,f8d8,3r2k1/5ppp/1qn1pn2/8/3P4/1NN5/5PPP/3QR1K1 w - - 3 21,
41,Ne2,c3e2,3r2k1/5ppp/1qn1pn2/8/3P4/1N6/4NPPP/3QR1K1 b - - 4 21,
42,Nd5,f6d5,3r2k1/5ppp/1qn1p3/3n4/3P4/1N6/4NPPP/3QR1K1 w - - 5 22,
43,g3,g2g3,3r2k1/5ppp/1qn1p3/3n4/3P4/1N4P1/4NP1P/3QR1K1 b - - 0 22,
44,Rb8,d8b8,1r4k1/5ppp/1qn1p3/3n4/3P4/1N4P1/4NP1P/3QR1K1 w - - 1 23,
45,Nec1,e2c1,1r4k1/5ppp/1qn1p3/3n4/3P4/1N4P1/5P1P/2NQR1K1 b - - 2 23,
46,Ndb4,d5b4,1r4k1/5ppp/1qn1p3/8/1n1P4/1N4P1/5P1P/2NQR1K1 w - - 3 24,
47,Nc5,b3c5,1r4k1/5ppp/1qn1p3/2N5/1n1P4/6P1/5P1P/2NQR1K1 b - - 4 24,
48,Rd8,b8d8,3r2k1/5ppp/1qn1p3/2N5/1n1P4/6P1/5P1P/2NQR1K1 w - - 5 25,
49,Na4,c5a4,3r2k1/5ppp/1qn1p3/8/Nn1P4/6P1/5P1P/2NQR1K1 b - - 6 25,
50,Qxd4,b6d4,3r2k1/5ppp/2n1p3/8/Nn1q4/6P1/5P1P/2NQR1K1 w - - 0 26,
51,Qxd4,d1d4,3r2k1/5ppp/2n1p3/8/Nn1Q4/6P1/5P1P/2N1R1K1 b - - 0 26,
52,Rxd4,d8d4,6k1/5ppp/2n1p3/8/Nn1r4/6P1/5P1P/2N1R1K1 w - - 0 27,
