N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,3. Nf3 for white doesn't seem like white's best play in this situation.  It allows black to play 3...d5 which will force the bishop to eventually move.
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,3. Nf3 for white doesn't seem like white's best play in this situation.  It allows black to play 3...d5 which will force the bishop to eventually move.
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,3. Nf3 for white doesn't seem like white's best play in this situation.  It allows black to play 3...d5 which will force the bishop to eventually move.
4,e6,e7e6,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,3. Nf3 for white doesn't seem like white's best play in this situation.  It allows black to play 3...d5 which will force the bishop to eventually move.
5,Nf3,g1f3,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,3. Nf3 for white doesn't seem like white's best play in this situation.  It allows black to play 3...d5 which will force the bishop to eventually move.
6,d5,d7d5,rnbqkbnr/pp3ppp/4p3/2pp4/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,Didn't expect to see this at all.  I was expecting either Bb5+ or a retreat to Be2.
7,exd5,e4d5,rnbqkbnr/pp3ppp/4p3/2pP4/2B5/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4,Didn't expect to see this at all.  I was expecting either Bb5+ or a retreat to Be2.
8,exd5,e6d5,rnbqkbnr/pp3ppp/8/2pp4/2B5/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,Didn't expect to see this at all.  I was expecting either Bb5+ or a retreat to Be2.
9,Bb3,c4b3,rnbqkbnr/pp3ppp/8/2pp4/8/1B3N2/PPPP1PPP/RNBQK2R b KQkq - 1 5,Didn't expect to see this at all.  I was expecting either Bb5+ or a retreat to Be2.
10,b5,b7b5,rnbqkbnr/p4ppp/8/1ppp4/8/1B3N2/PPPP1PPP/RNBQK2R w KQkq - 0 6,This is poor move from me.  Thankfully my opponent didn't play 6. Qe2+ because I would've dropped that pawn I advanced.
11,c3,c2c3,rnbqkbnr/p4ppp/8/1ppp4/8/1BP2N2/PP1P1PPP/RNBQK2R b KQkq - 0 6,Maybe a stronger move here would've been Bg4 pinning the knight?
12,c4,c5c4,rnbqkbnr/p4ppp/8/1p1p4/2p5/1BP2N2/PP1P1PPP/RNBQK2R w KQkq - 0 7,Maybe a stronger move here would've been Bg4 pinning the knight?
13,Bc2,b3c2,rnbqkbnr/p4ppp/8/1p1p4/2p5/2P2N2/PPBP1PPP/RNBQK2R b KQkq - 1 7,Maybe a stronger move here would've been Bg4 pinning the knight?
14,Nf6,g8f6,rnbqkb1r/p4ppp/5n2/1p1p4/2p5/2P2N2/PPBP1PPP/RNBQK2R w KQkq - 2 8,Maybe a stronger move here would've been Bg4 pinning the knight?
15,d3,d2d3,rnbqkb1r/p4ppp/5n2/1p1p4/2p5/2PP1N2/PPB2PPP/RNBQK2R b KQkq - 0 8,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
16,Bg4,c8g4,rn1qkb1r/p4ppp/5n2/1p1p4/2p3b1/2PP1N2/PPB2PPP/RNBQK2R w KQkq - 1 9,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
17,O-O,e1g1,rn1qkb1r/p4ppp/5n2/1p1p4/2p3b1/2PP1N2/PPB2PPP/RNBQ1RK1 b kq - 2 9,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
18,Nc6,b8c6,r2qkb1r/p4ppp/2n2n2/1p1p4/2p3b1/2PP1N2/PPB2PPP/RNBQ1RK1 w kq - 3 10,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
19,dxc4,d3c4,r2qkb1r/p4ppp/2n2n2/1p1p4/2P3b1/2P2N2/PPB2PPP/RNBQ1RK1 b kq - 0 10,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
20,bxc4,b5c4,r2qkb1r/p4ppp/2n2n2/3p4/2p3b1/2P2N2/PPB2PPP/RNBQ1RK1 w kq - 0 11,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
21,Ba4,c2a4,r2qkb1r/p4ppp/2n2n2/3p4/B1p3b1/2P2N2/PP3PPP/RNBQ1RK1 b kq - 1 11,"Although my queen is protecting my pinned knight now, she's also eying down the h2 square and, hopefully I'm able to get my bishop to d6 so I can possibly snatch the pawn on h2 after Bxf3."
