N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hi everyone!

Picture the scene - you are in a single piece ending, you have a bishop, your opponent has a knight.  You are a pawn up.  Then the game ends in a draw and for me a low draw at that.  You wonder - how did it all go wrong.  Well here goes.  After facing many Sicilians I now get a Petrov.  This is when black plays 2...... Nf6 instead of Nc6."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,3. ........ Nxe5 - central pawn trade.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,3. ........ Nxe5 - central pawn trade.
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,3. ........ Nxe5 - central pawn trade.
5,Nxe5,f3e5,rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,3. ........ Nxe5 - central pawn trade.
6,Nxe4,f6e4,rnbqkb1r/pppp1ppp/8/4N3/4n3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4,3. ........ Nxe5 - central pawn trade.
7,Qe2,d1e2,rnbqkb1r/pppp1ppp/8/4N3/4n3/8/PPPPQPPP/RNB1KB1R b KQkq - 1 4,4....... Qe7 - Nf6?? drops the queen to the discovery 5. Nc6+.
8,Qe7,d8e7,rnb1kb1r/ppppqppp/8/4N3/4n3/8/PPPPQPPP/RNB1KB1R w KQkq - 2 5,4....... Qe7 - Nf6?? drops the queen to the discovery 5. Nc6+.
9,Qxe4,e2e4,rnb1kb1r/ppppqppp/8/4N3/4Q3/8/PPPP1PPP/RNB1KB1R b KQkq - 0 5,7. dxe5 - now the knights are exchanged.
10,d6,d7d6,rnb1kb1r/ppp1qppp/3p4/4N3/4Q3/8/PPPP1PPP/RNB1KB1R w KQkq - 0 6,7. dxe5 - now the knights are exchanged.
11,d4,d2d4,rnb1kb1r/ppp1qppp/3p4/4N3/3PQ3/8/PPP2PPP/RNB1KB1R b KQkq - 0 6,7. dxe5 - now the knights are exchanged.
12,dxe5,d6e5,rnb1kb1r/ppp1qppp/8/4p3/3PQ3/8/PPP2PPP/RNB1KB1R w KQkq - 0 7,7. dxe5 - now the knights are exchanged.
13,dxe5,d4e5,rnb1kb1r/ppp1qppp/8/4P3/4Q3/8/PPP2PPP/RNB1KB1R b KQkq - 0 7,7. dxe5 - now the knights are exchanged.
14,Nc6,b8c6,r1b1kb1r/ppp1qppp/2n5/4P3/4Q3/8/PPP2PPP/RNB1KB1R w KQkq - 1 8,9. ........ Nxe5 - now a queen trade.
15,Nc3,b1c3,r1b1kb1r/ppp1qppp/2n5/4P3/4Q3/2N5/PPP2PPP/R1B1KB1R b KQkq - 2 8,9. ........ Nxe5 - now a queen trade.
16,Qxe5,e7e5,r1b1kb1r/ppp2ppp/2n5/4q3/4Q3/2N5/PPP2PPP/R1B1KB1R w KQkq - 0 9,9. ........ Nxe5 - now a queen trade.
17,Qxe5+,e4e5,r1b1kb1r/ppp2ppp/2n5/4Q3/8/2N5/PPP2PPP/R1B1KB1R b KQkq - 0 9,9. ........ Nxe5 - now a queen trade.
18,Nxe5,c6e5,r1b1kb1r/ppp2ppp/8/4n3/8/2N5/PPP2PPP/R1B1KB1R w KQkq - 0 10,9. ........ Nxe5 - now a queen trade.
19,Nb5,c3b5,r1b1kb1r/ppp2ppp/8/1N2n3/8/8/PPP2PPP/R1B1KB1R b KQkq - 1 10,10. Nb5 - attacking c7.
20,Bd6,f8d6,r1b1k2r/ppp2ppp/3b4/1N2n3/8/8/PPP2PPP/R1B1KB1R w KQkq - 2 11,"11. ...... cxd6 - a N for B trade, isolating the d pawn making it a target later on."
21,Nxd6+,b5d6,r1b1k2r/ppp2ppp/3N4/4n3/8/8/PPP2PPP/R1B1KB1R b KQkq - 0 11,"11. ...... cxd6 - a N for B trade, isolating the d pawn making it a target later on."
22,cxd6,c7d6,r1b1k2r/pp3ppp/3p4/4n3/8/8/PPP2PPP/R1B1KB1R w KQkq - 0 12,"11. ...... cxd6 - a N for B trade, isolating the d pawn making it a target later on."
23,Be3,c1e3,r1b1k2r/pp3ppp/3p4/4n3/8/4B3/PPP2PPP/R3KB1R b KQkq - 1 12,13. 0-0-0 - with the queens off the board I prefer queenside castling or to leave Henry in the centre.
24,O-O,e8g8,r1b2rk1/pp3ppp/3p4/4n3/8/4B3/PPP2PPP/R3KB1R w KQ - 2 13,13. 0-0-0 - with the queens off the board I prefer queenside castling or to leave Henry in the centre.
25,O-O-O,e1c1,r1b2rk1/pp3ppp/3p4/4n3/8/4B3/PPP2PPP/2KR1B1R b - - 3 13,13. 0-0-0 - with the queens off the board I prefer queenside castling or to leave Henry in the centre.
26,Rd8,f8d8,r1br2k1/pp3ppp/3p4/4n3/8/4B3/PPP2PPP/2KR1B1R w - - 4 14,16. h3 - prophylaxis here.  I do not want horsies on g4 thank you!
27,Be2,f1e2,r1br2k1/pp3ppp/3p4/4n3/8/4B3/PPP1BPPP/2KR3R b - - 5 14,16. h3 - prophylaxis here.  I do not want horsies on g4 thank you!
28,Bf5,c8f5,r2r2k1/pp3ppp/3p4/4nb2/8/4B3/PPP1BPPP/2KR3R w - - 6 15,16. h3 - prophylaxis here.  I do not want horsies on g4 thank you!
29,c3,c2c3,r2r2k1/pp3ppp/3p4/4nb2/8/2P1B3/PP2BPPP/2KR3R b - - 0 15,16. h3 - prophylaxis here.  I do not want horsies on g4 thank you!
30,b6,b7b6,r2r2k1/p4ppp/1p1p4/4nb2/8/2P1B3/PP2BPPP/2KR3R w - - 0 16,16. h3 - prophylaxis here.  I do not want horsies on g4 thank you!
31,h3,h2h3,r2r2k1/p4ppp/1p1p4/4nb2/8/2P1B2P/PP2BPP1/2KR3R b - - 0 16,16. h3 - prophylaxis here.  I do not want horsies on g4 thank you!
32,h6,h7h6,r2r2k1/p4pp1/1p1p3p/4nb2/8/2P1B2P/PP2BPP1/2KR3R w - - 0 17,18. Rhd1 - doubling up on the d column.
33,Rd2,d1d2,r2r2k1/p4pp1/1p1p3p/4nb2/8/2P1B2P/PP1RBPP1/2K4R b - - 1 17,18. Rhd1 - doubling up on the d column.
34,d5,d6d5,r2r2k1/p4pp1/1p5p/3pnb2/8/2P1B2P/PP1RBPP1/2K4R w - - 0 18,18. Rhd1 - doubling up on the d column.
35,Rhd1,h1d1,r2r2k1/p4pp1/1p5p/3pnb2/8/2P1B2P/PP1RBPP1/2KR4 b - - 1 18,18. Rhd1 - doubling up on the d column.
36,Be6,f5e6,r2r2k1/p4pp1/1p2b2p/3pn3/8/2P1B2P/PP1RBPP1/2KR4 w - - 2 19,20. ....... Rd7? - loses pawn to 21. Bb5!
37,Bf4,e3f4,r2r2k1/p4pp1/1p2b2p/3pn3/5B2/2P4P/PP1RBPP1/2KR4 b - - 3 19,20. ....... Rd7? - loses pawn to 21. Bb5!
38,Ng6,e5g6,r2r2k1/p4pp1/1p2b1np/3p4/5B2/2P4P/PP1RBPP1/2KR4 w - - 4 20,20. ....... Rd7? - loses pawn to 21. Bb5!
