N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"Here is a game i played against parker1, which ends in a nice tactical idea from white."
2,d6,d7d6,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,Odd move. locks in his bishop.
3,c4,c2c4,rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,Odd move. locks in his bishop.
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,Odd move. locks in his bishop.
5,Nc3,b1c3,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,Odd move. locks in his bishop.
6,Nbd7,b8d7,r1bqkb1r/pppnpppp/3p1n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 3 4,Odd move. locks in his bishop.
7,Nf3,g1f3,r1bqkb1r/pppnpppp/3p1n2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 4 4,White has a very kings indian style of center here.
8,e6,e7e6,r1bqkb1r/pppn1ppp/3ppn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,White has a very kings indian style of center here.
9,e4,e2e4,r1bqkb1r/pppn1ppp/3ppn2/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5,White has a very kings indian style of center here.
10,h6,h7h6,r1bqkb1r/pppn1pp1/3ppn1p/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 6,"wants to avoid the pin on g5, but wastes time."
11,Be2,f1e2,r1bqkb1r/pppn1pp1/3ppn1p/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R b KQkq - 1 6,perhaps bd3 was better
12,b6,b7b6,r1bqkb1r/p1pn1pp1/1p1ppn1p/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R w KQkq - 0 7,another pawn move. white has a nice center and a lead in development
13,Be3,c1e3,r1bqkb1r/p1pn1pp1/1p1ppn1p/8/2PPP3/2N1BN2/PP2BPPP/R2QK2R b KQkq - 1 7,supports the e4 pawn
14,Bb7,c8b7,r2qkb1r/pbpn1pp1/1p1ppn1p/8/2PPP3/2N1BN2/PP2BPPP/R2QK2R w KQkq - 2 8,supports the e4 pawn
15,Qc2,d1c2,r2qkb1r/pbpn1pp1/1p1ppn1p/8/2PPP3/2N1BN2/PPQ1BPPP/R3K2R b KQkq - 3 8,supports the e4 pawn
16,c5,c7c5,r2qkb1r/pb1n1pp1/1p1ppn1p/2p5/2PPP3/2N1BN2/PPQ1BPPP/R3K2R w KQkq - 0 9,This gains some space and locks blacks lsb in
17,d5,d4d5,r2qkb1r/pb1n1pp1/1p1ppn1p/2pP4/2P1P3/2N1BN2/PPQ1BPPP/R3K2R b KQkq - 0 9,This gains some space and locks blacks lsb in
18,a6,a7a6,r2qkb1r/1b1n1pp1/pp1ppn1p/2pP4/2P1P3/2N1BN2/PPQ1BPPP/R3K2R w KQkq - 0 10,"nother pawn move?? black is seriously behind in development, while white is about the finish development"
