N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Usual.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Usual.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"So far, average."
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"I was expecting something harsh or unusual (3.d4 for example), but it didn't happen."
5,Nc3,b1c3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,"I'll perform my best opening, the Four Knights."
6,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,"To prevvent pawn loss, I may have to play 4...d6"
7,Bb5,f1b5,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,"To prevvent pawn loss, I may have to play 4...d6"
8,d6,d7d6,r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,Which is exactly what I play.
9,O-O,e1g1,r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 1 5,Reasonable.
10,Bd7,c8d7,r2qkb1r/pppb1ppp/2np1n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 2 6,Keep your eyes on the g4 square.
11,d3,d2d3,r2qkb1r/pppb1ppp/2np1n2/1B2p3/4P3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 0 6,I think that White is aiming for 7.Bg5.
12,Nd4,c6d4,r2qkb1r/pppb1ppp/3p1n2/1B2p3/3nP3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 1 7,"I thrust my Knight into the center. Here, White can't take the Knight: 7.Nxd4 exd4 forcing the loss of two points."
13,Bc4,b5c4,r2qkb1r/pppb1ppp/3p1n2/4p3/2BnP3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 2 7,"White retreats the Bishop, seeing the attack."
14,Be6,d7e6,r2qkb1r/ppp2ppp/3pbn2/4p3/2BnP3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 3 8,"I could have played White's worst Knight-mare, but I delayed it accidentally. Now, White can simply play 8.h3."
15,Nd5,c3d5,r2qkb1r/ppp2ppp/3pbn2/3Np3/2BnP3/3P1N2/PPP2PPP/R1BQ1RK1 b kq - 4 8,Good or bad? I will answer that below.
16,Bg4,e6g4,r2qkb1r/ppp2ppp/3p1n2/3Np3/2BnP1b1/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 5 9,This is the right responce and White's 8th move could have been thought over longer.
17,Bg5,c1g5,r2qkb1r/ppp2ppp/3p1n2/3Np1B1/2BnP1b1/3P1N2/PPP2PPP/R2Q1RK1 b kq - 6 9,Probably trying to panic me into doing something else.
18,Be7,f8e7,r2qk2r/ppp1bppp/3p1n2/3Np1B1/2BnP1b1/3P1N2/PPP2PPP/R2Q1RK1 w kq - 7 10,This seems to be critical for White.
19,Bb3,c4b3,r2qk2r/ppp1bppp/3p1n2/3Np1B1/3nP1b1/1B1P1N2/PPP2PPP/R2Q1RK1 b kq - 8 10,That Bishop is not worth taking.
20,Nxd5,f6d5,r2qk2r/ppp1bppp/3p4/3np1B1/3nP1b1/1B1P1N2/PPP2PPP/R2Q1RK1 w kq - 0 11,This is an attempt to halt White's activity in the center and helps indirectly with the lethal pin.
21,Bxe7,g5e7,r2qk2r/ppp1Bppp/3p4/3np3/3nP1b1/1B1P1N2/PPP2PPP/R2Q1RK1 b kq - 0 11,The best possible move.
22,Qxe7,d8e7,r3k2r/ppp1qppp/3p4/3np3/3nP1b1/1B1P1N2/PPP2PPP/R2Q1RK1 w kq - 0 12,I'm going to chase the Bishop...just once.
23,Bxd5,b3d5,r3k2r/ppp1qppp/3p4/3Bp3/3nP1b1/3P1N2/PPP2PPP/R2Q1RK1 b kq - 0 12,I'm going to chase the Bishop...just once.
