N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Before we get started, I'd like to note I find myself to be horrendous at early games, so my goal usually involves getting to mid game without giving up to much ground."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,I go for early aggression hoping for some early trades.
3,Nc3,b1c3,rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,I go for early aggression hoping for some early trades.
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,I go for early aggression hoping for some early trades.
5,Nf3,g1f3,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,I go for early aggression hoping for some early trades.
6,Nd4,c6d4,r1bqkbnr/pp1ppppp/8/2p5/3nP3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,I go for early aggression hoping for some early trades.
7,d3,d2d3,r1bqkbnr/pp1ppppp/8/2p5/3nP3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,White matches my aggression.
8,f6,f7f6,r1bqkbnr/pp1pp1pp/5p2/2p5/3nP3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,White matches my aggression.
9,Be3,c1e3,r1bqkbnr/pp1pp1pp/5p2/2p5/3nP3/2NPBN2/PPP2PPP/R2QKB1R b KQkq - 1 5,White matches my aggression.
10,e5,e7e5,r1bqkbnr/pp1p2pp/5p2/2p1p3/3nP3/2NPBN2/PPP2PPP/R2QKB1R w KQkq - 0 6,White matches my aggression.
11,Nd5,c3d5,r1bqkbnr/pp1p2pp/5p2/2pNp3/3nP3/3PBN2/PPP2PPP/R2QKB1R b KQkq - 1 6,White matches my aggression.
12,Ne7,g8e7,r1bqkb1r/pp1pn1pp/5p2/2pNp3/3nP3/3PBN2/PPP2PPP/R2QKB1R w KQkq - 2 7,After rejecting Nxf3 because of lost tempo. I decide to trade 7... Nxd5 in hopes of 8. cxd4 nxe3 9. fxe3 cxd4 after which I'm up a pawn unless 10. exd4 ... after which I have an opening for queen side attack through Qa5+
13,c3,c2c3,r1bqkb1r/pp1pn1pp/5p2/2pNp3/3nP3/2PPBN2/PP3PPP/R2QKB1R b KQkq - 0 7,After rejecting Nxf3 because of lost tempo. I decide to trade 7... Nxd5 in hopes of 8. cxd4 nxe3 9. fxe3 cxd4 after which I'm up a pawn unless 10. exd4 ... after which I have an opening for queen side attack through Qa5+
14,Nxd5,e7d5,r1bqkb1r/pp1p2pp/5p2/2pnp3/3nP3/2PPBN2/PP3PPP/R2QKB1R w KQkq - 0 8,After rejecting Nxf3 because of lost tempo. I decide to trade 7... Nxd5 in hopes of 8. cxd4 nxe3 9. fxe3 cxd4 after which I'm up a pawn unless 10. exd4 ... after which I have an opening for queen side attack through Qa5+
