N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I did my normal opening.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,He probably did his normal opening.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,I decided to attack his pawn.
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,He obviously protected it.
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,I took my bishop out hoping to put it in a good posistion.
6,h6,h7h6,r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,He moved his pawn one forward probably guessing that I would bring my knight further up the board.
7,O-O,e1g1,r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 4,I castled to be on the safe side.
8,d6,d7d6,r1bqkbnr/ppp2pp1/2np3p/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,He planned to get his bishop out by moving his pawn forward.
9,Nc3,b1c3,r1bqkbnr/ppp2pp1/2np3p/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 1 5,I brung my other knight out.
10,Bd7,c8d7,r2qkbnr/pppb1pp1/2np3p/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 2 6,He protected his knight with his bishop maybe thinking that I would move my bishop to b5.
11,Bd5,c4d5,r2qkbnr/pppb1pp1/2np3p/3Bp3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 3 6,I attacked his knight.
12,Nf6,g8f6,r2qkb1r/pppb1pp1/2np1n1p/3Bp3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 4 7,He attacked my bishop.
13,d4,d2d4,r2qkb1r/pppb1pp1/2np1n1p/3Bp3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 0 7,I didn't do much about that.
14,exd4,e5d4,r2qkb1r/pppb1pp1/2np1n1p/3B4/3pP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 8,He took my pawn.
15,Nxd4,f3d4,r2qkb1r/pppb1pp1/2np1n1p/3B4/3NP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 0 8,I took his pawn with my knight.
16,Nxd5,f6d5,r2qkb1r/pppb1pp1/2np3p/3n4/3NP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 0 9,He took my bishop.
17,Nxd5,c3d5,r2qkb1r/pppb1pp1/2np3p/3N4/3NP3/8/PPP2PPP/R1BQ1RK1 b kq - 0 9,I took his knight.
18,Nxd4,c6d4,r2qkb1r/pppb1pp1/3p3p/3N4/3nP3/8/PPP2PPP/R1BQ1RK1 w kq - 0 10,He took my knight.
19,Qxd4,d1d4,r2qkb1r/pppb1pp1/3p3p/3N4/3QP3/8/PPP2PPP/R1B2RK1 b kq - 0 10,I didn't really have much choice and now I was controling the centre.
20,Be6,d7e6,r2qkb1r/ppp2pp1/3pb2p/3N4/3QP3/8/PPP2PPP/R1B2RK1 w kq - 1 11,He attacked my knight because it was in a strong position.
